ASN,ConnectionType,CountryCode,DNSResolver,IPAddress,Network,ProbeID,TestDateTime,Server,QueryTime,Status,dig_type
36903,Ethernet,MA,81.192.21.50,41.248.184.243,Maroc Telecom,2c0ee6f1-ac2b-4295-8e47-9a016898c5a7,/Date(1561164686502+0000)/,8.8.8.8,23,NoError,remote
36903,Wireless80211,MA,,196.75.53.137,Maroc Telecom,028c5417-79d4-48d7-87cc-e7fafaa0f794,/Date(1561164695135+0000)/,8.8.8.8,51,NoError,remote
36903,Ethernet,MA,81.192.21.50,41.248.184.243,Maroc Telecom,2c0ee6f1-ac2b-4295-8e47-9a016898c5a7,/Date(1561164687301+0000)/,9.9.9.9,62,NoError,remote
36903,Wireless80211,MA,,196.75.53.137,Maroc Telecom,028c5417-79d4-48d7-87cc-e7fafaa0f794,/Date(1561164696200+0000)/,9.9.9.9,89,NoError,remote
37164,Ethernet,SL,197.215.105.0,197.215.105.10,Airtel(SL) Ltd,ddedba94-69fb-472d-9645-84ffb318895b,/Date(1561164694759+0000)/,,1,NoError,local
37164,Ethernet,SL,197.215.105.0,197.215.105.10,Airtel(SL) Ltd,ddedba94-69fb-472d-9645-84ffb318895b,/Date(1561164694678+0000)/,1.1.1.1,124,NoError,remote
37164,Ethernet,SL,197.215.105.0,197.215.105.10,Airtel(SL) Ltd,ddedba94-69fb-472d-9645-84ffb318895b,/Date(1561164695553+0000)/,8.8.8.8,118,NoError,remote
37164,Ethernet,SL,197.215.105.0,197.215.105.10,Airtel(SL) Ltd,ddedba94-69fb-472d-9645-84ffb318895b,/Date(1561164696794+0000)/,9.9.9.9,135,Refused,remote
8346,Wireless80211,SN,41.208.148.120,154.125.167.47,SONATEL Societe Nationale Des Telecommunications D,868ac648-3271-42f1-a936-e77b170b833f,/Date(1561164691049+0000)/,,368,FormErr,local
8346,Wireless80211,SN,41.208.148.120,154.125.167.47,SONATEL Societe Nationale Des Telecommunications D,868ac648-3271-42f1-a936-e77b170b833f,/Date(1561164692217+0000)/,1.1.1.1,307,NoError,remote
8346,Wireless80211,SN,41.208.148.120,154.125.167.47,SONATEL Societe Nationale Des Telecommunications D,868ac648-3271-42f1-a936-e77b170b833f,/Date(1561164693230+0000)/,8.8.8.8,93,NoError,remote
8346,Wireless80211,SN,41.208.148.120,154.125.167.47,SONATEL Societe Nationale Des Telecommunications D,868ac648-3271-42f1-a936-e77b170b833f,/Date(1561164694428+0000)/,9.9.9.9,117,Refused,remote
24691,"Ethernet,Ethernet,Ethernet",TG,41.207.160.45,196.171.204.44,Togo Telecom,bf182cb2-f94d-41fb-8ee1-3d480c69966a,/Date(1561164693058+0000)/,,29,NoError,local
24691,"Ethernet,Ethernet,Ethernet",TG,41.207.160.45,196.171.204.44,Togo Telecom,bf182cb2-f94d-41fb-8ee1-3d480c69966a,/Date(1561164695117+0000)/,1.1.1.1,104,NoError,remote
24691,"Ethernet,Ethernet,Ethernet",TG,41.207.160.45,196.171.204.44,Togo Telecom,bf182cb2-f94d-41fb-8ee1-3d480c69966a,/Date(1561164697288+0000)/,8.8.8.8,113,NoError,remote
24691,"Ethernet,Ethernet,Ethernet",TG,41.207.160.45,196.171.204.44,Togo Telecom,bf182cb2-f94d-41fb-8ee1-3d480c69966a,/Date(1561164699151+0000)/,9.9.9.9,28,Refused,remote
37693,Wireless80211,TN,41.228.41.41,196.179.170.143,Ooredoo Tunisia,22747308-ceae-4c96-94e3-77145770d4d6,/Date(1561164695074+0000)/,,52,NoError,local
37693,Wireless80211,TN,41.228.41.41,196.179.170.143,Ooredoo Tunisia,22747308-ceae-4c96-94e3-77145770d4d6,/Date(1561164696053+0000)/,1.1.1.1,52,NoError,remote
37693,Wireless80211,TN,41.228.41.41,196.179.170.143,Ooredoo Tunisia,22747308-ceae-4c96-94e3-77145770d4d6,/Date(1561164697029+0000)/,8.8.8.8,48,NoError,remote
37693,Wireless80211,TN,41.228.41.41,196.179.170.143,Ooredoo Tunisia,22747308-ceae-4c96-94e3-77145770d4d6,/Date(1561164697770+0000)/,9.9.9.9,80,NoError,remote
