ASN,ConnectionType,CountryCode,DNSResolver,IPAddress,Network,ProbeID,TestDateTime,Server,QueryTime,Status,dig_type
37645,Wireless80211,AO,154.66.104.151,129.122.226.88,ZAP-Angola,c413f443-0297-4666-9d6f-bc7c0c85ea82,/Date(1561119123683+0000)/,,1,NoError,local
36907,Ethernet,AO,196.202.254.0,196.202.254.9,TVCabo Angola,3387de05-2a8d-47cb-b001-4204a5371efc,/Date(1561119127084+0000)/,,136,NoError,local
37447,Ethernet,CD,169.239.156.170,169.239.156.98,Orange-rdc,1f3a2710-7e3b-49ef-88ce-b69cf8021780,/Date(1561119129352+0000)/,,88,NoError,local
29571,Wireless80211,CI,154.68.5.0,154.68.5.52,Orange Cote d'Ivoire,60e149b0-7b44-4d49-a080-5f11dd8ea101,/Date(1561119129207+0000)/,,256,NoError,local
29571,Wireless80211,CI,154.68.9.22,154.68.5.59,Orange Cote d'Ivoire,cf6b7c20-b7a0-4397-862c-1e14f9f278b4,/Date(1561119131599+0000)/,,46,NoError,local
36947,Wireless80211,DZ,41.110.30.2,105.111.83.115,Algerie Telecom,32e01261-8150-44f9-9cc0-406f22ffbe73,/Date(1561119129381+0000)/,,32,NoError,local
36947,Ethernet,DZ,41.110.30.2,197.200.124.165,Algerie Telecom,dfb13a42-3327-46bf-9aef-b62b4ca784c8,/Date(1561119129382+0000)/,,16,NoError,local
36947,Wireless80211,DZ,41.110.30.2,105.98.179.140,Algerie Telecom,a2c04962-12a1-4537-8eb8-663d402654dc,/Date(1561119129388+0000)/,,80,Refused,local
36947,Ethernet,DZ,41.110.32.2,197.200.86.76,Algerie Telecom,054efe3f-585b-4856-9977-4024ba427244,/Date(1561119129481+0000)/,,18,NoError,local
36947,Wireless80211,DZ,41.110.32.2,41.102.72.127,Algerie Telecom,d3194901-b17f-4f88-8f6f-91bbfb33f156,/Date(1561119131854+0000)/,,29,NoError,local
36947,Ethernet,DZ,41.110.31.2,105.98.26.114,Algerie Telecom,971dcc32-5540-4c0c-aa2d-69e5b6c20f16,/Date(1561119132501+0000)/,,45,NoError,local
36947,Ethernet,DZ,41.110.32.2,197.200.4.67,Algerie Telecom,21e3a6c7-6e45-4657-9864-b246dec57856,/Date(1561119212164+0000)/,,120,FormErr,local
36947,Ethernet,DZ,41.110.32.2,105.102.192.81,Algerie Telecom,37d32902-fd97-4c8b-b6b8-e9fe28802f6b,/Date(1561119236519+0000)/,,28,NoError,local
8452,Wireless80211,EG,156.220.162.0,156.220.162.251,TE Data,3f702235-ea4a-4bc4-8d91-5e3c00192c47,/Date(1561119131761+0000)/,,70,NoError,local
36992,Wireless80211,EG,62.140.102.102,41.176.251.164,Etisalat Misr,74ef8035-e3af-4620-b1b1-2fb1b4c35e30,/Date(1561119134309+0000)/,,6,Refused,local
8452,Ethernet,EG,156.200.40.42,197.61.2.98,TE Data,e352be38-c809-4869-b63a-66db7bb9698f,/Date(1561119151270+0000)/,,8001,NoError,local
24757,Ethernet,ET,172.253.12.5,196.189.32.42,Ethiopian Telecommunication Corporation,c2a8180c-0286-4886-8d19-3fe73a9972b9,/Date(1561119139590+0000)/,,117,NoError,local
29614,Wireless80211,GH,197.251.184.0,197.251.184.160,Vodafone Ghana,ffe47ba1-4672-4ad9-84b0-430788c863d0,/Date(1561119139614+0000)/,,35,NoError,local
37612,Wireless80211,GN,102.176.175.67,41.242.89.146,Areeba-Guinea,ac18399b-2280-4934-98f2-e86f5fcf274a,/Date(1561119147008+0000)/,,4542,NoError,local
37529,"Wireless80211,Ethernet",GQ,74.125.181.13,197.214.64.187,Gestora de Infraestructuras de Telecomunicaciones,3d71b34b-4303-4782-acbe-411b91b07a47,/Date(1561119143241+0000)/,,23,NoError,local
33771,Wireless80211,KE,41.203.211.3,41.80.68.194,Safaricom,be2fc4c8-97e8-4671-be8f-b7ac6e9e7492,/Date(1561119139906+0000)/,,11,NoError,local
36914,Ethernet,KE,197.137.160.0,197.137.160.226,Kenya Education Network,4a658be5-f469-4950-83c9-e1dddbb7bbda,/Date(1561119147737+0000)/,,4520,NoError,local
36903,Ethernet,MA,81.192.21.50,41.248.184.243,Maroc Telecom,2c0ee6f1-ac2b-4295-8e47-9a016898c5a7,/Date(1561119139108+0000)/,,2,NoError,local
