ASN,ConnectionType,CountryCode,DNSResolver,srcIPAddress,Network,Platform,ProbeID,TestDateTime,dstIPAddress,HostName,hop_id,hop_name,hop_ip,rtt1,rtt2,rtt3
8452,WIFI,EG,156.200.40.42,156.198.240.199,TE Data,ANDROID,7521aba6-a9ff-4c84-a293-6e92411c83f3,/Date(1561741060423+0000)/,156.200.40.42,host-156.200.42.40-static.tedata.net,1,,10.45.5.2,29,88,29
8452,WIFI,EG,156.200.40.42,156.198.240.199,TE Data,ANDROID,7521aba6-a9ff-4c84-a293-6e92411c83f3,/Date(1561741060423+0000)/,156.200.40.42,host-156.200.42.40-static.tedata.net,2,,10.36.22.29,51,50,68
8452,WIFI,EG,156.200.40.42,156.198.240.199,TE Data,ANDROID,7521aba6-a9ff-4c84-a293-6e92411c83f3,/Date(1561741060423+0000)/,156.200.40.42,host-156.200.42.40-static.tedata.net,3,,10.36.22.30,52,61,51
8452,WIFI,EG,156.200.40.42,156.198.240.199,TE Data,ANDROID,7521aba6-a9ff-4c84-a293-6e92411c83f3,/Date(1561741060401+0000)/,156.200.40.42,host-156.200.42.40-static.tedata.net,1,,10.45.5.2,30,29,28
8452,WIFI,EG,156.200.40.42,156.198.240.199,TE Data,ANDROID,7521aba6-a9ff-4c84-a293-6e92411c83f3,/Date(1561741060401+0000)/,156.200.40.42,host-156.200.42.40-static.tedata.net,2,,10.36.22.29,55,54,48
8452,WIFI,EG,156.200.40.42,156.198.240.199,TE Data,ANDROID,7521aba6-a9ff-4c84-a293-6e92411c83f3,/Date(1561741060398+0000)/,156.200.40.42,host-156.200.42.40-static.tedata.net,1,,10.45.5.2,30,31,30
8452,WIFI,EG,156.200.40.42,156.198.240.199,TE Data,ANDROID,7521aba6-a9ff-4c84-a293-6e92411c83f3,/Date(1561741060398+0000)/,156.200.40.42,host-156.200.42.40-static.tedata.net,2,,10.36.22.29,66,53,67
8452,WIFI,EG,156.200.40.42,156.198.240.199,TE Data,ANDROID,7521aba6-a9ff-4c84-a293-6e92411c83f3,/Date(1561741060498+0000)/,156.200.40.42,host-156.200.42.40-static.tedata.net,1,,10.45.5.2,29,29,30
8452,WIFI,EG,156.200.40.42,156.198.240.199,TE Data,ANDROID,7521aba6-a9ff-4c84-a293-6e92411c83f3,/Date(1561741060498+0000)/,156.200.40.42,host-156.200.42.40-static.tedata.net,2,,10.36.22.29,50,59,69
29614,Wireless80211,GH,74.125.73.78,197.251.191.239,Vodafone Ghana,PC,ffe47ba1-4672-4ad9-84b0-430788c863d0,/Date(1561741086450+0000)/,197.251.184.0,,1,,197.251.176.1,3,3,4
29614,Wireless80211,GH,74.125.73.78,197.251.191.239,Vodafone Ghana,PC,ffe47ba1-4672-4ad9-84b0-430788c863d0,/Date(1561741086450+0000)/,197.251.184.0,,2,,,,,
29614,Wireless80211,GH,74.125.73.78,197.251.191.239,Vodafone Ghana,PC,ffe47ba1-4672-4ad9-84b0-430788c863d0,/Date(1561741086450+0000)/,197.251.184.0,,3,,,,,
29614,Wireless80211,GH,74.125.73.78,197.251.191.239,Vodafone Ghana,PC,ffe47ba1-4672-4ad9-84b0-430788c863d0,/Date(1561741086450+0000)/,197.251.184.0,,4,,,,,
29614,Wireless80211,GH,74.125.73.78,197.251.191.239,Vodafone Ghana,PC,ffe47ba1-4672-4ad9-84b0-430788c863d0,/Date(1561741086450+0000)/,197.251.184.0,,5,,,,,
29614,Wireless80211,GH,74.125.73.78,197.251.191.239,Vodafone Ghana,PC,ffe47ba1-4672-4ad9-84b0-430788c863d0,/Date(1561741086450+0000)/,197.251.184.0,,6,,,,,
29614,Wireless80211,GH,74.125.73.78,197.251.191.239,Vodafone Ghana,PC,ffe47ba1-4672-4ad9-84b0-430788c863d0,/Date(1561741086450+0000)/,197.251.184.0,,7,,,,,
29614,Wireless80211,GH,74.125.73.78,197.251.191.239,Vodafone Ghana,PC,ffe47ba1-4672-4ad9-84b0-430788c863d0,/Date(1561741086450+0000)/,197.251.184.0,,8,,,,,
29614,Wireless80211,GH,74.125.73.78,197.251.191.239,Vodafone Ghana,PC,ffe47ba1-4672-4ad9-84b0-430788c863d0,/Date(1561741165717+0000)/,197.251.184.0,,1,,197.251.176.1,3,5,3
29614,Wireless80211,GH,74.125.73.78,197.251.191.239,Vodafone Ghana,PC,ffe47ba1-4672-4ad9-84b0-430788c863d0,/Date(1561741165717+0000)/,197.251.184.0,,2,,,,,
29614,Wireless80211,GH,74.125.73.78,197.251.191.239,Vodafone Ghana,PC,ffe47ba1-4672-4ad9-84b0-430788c863d0,/Date(1561741165717+0000)/,197.251.184.0,,3,,,,,
29614,Wireless80211,GH,74.125.73.78,197.251.191.239,Vodafone Ghana,PC,ffe47ba1-4672-4ad9-84b0-430788c863d0,/Date(1561741165717+0000)/,197.251.184.0,,4,,,,,
29614,Wireless80211,GH,74.125.73.78,197.251.191.239,Vodafone Ghana,PC,ffe47ba1-4672-4ad9-84b0-430788c863d0,/Date(1561741165717+0000)/,197.251.184.0,,5,,,,,
29614,Wireless80211,GH,74.125.73.78,197.251.191.239,Vodafone Ghana,PC,ffe47ba1-4672-4ad9-84b0-430788c863d0,/Date(1561741165717+0000)/,197.251.184.0,,6,,,,,
29614,Wireless80211,GH,74.125.73.78,197.251.191.239,Vodafone Ghana,PC,ffe47ba1-4672-4ad9-84b0-430788c863d0,/Date(1561741165717+0000)/,197.251.184.0,,7,,,,,
