testid,cc,server,ping_type
ba1a59fe-db9e-4e4d-a85d-01052685f23a,AO,9.9.9.9,icmp
ae249b03-b505-4eb7-b6e3-6846b7e4467a,CF,1.1.1.1,icmp
c8f9df2c-ebdc-450d-ba00-04c3e9865fb1,CF,8.8.8.8,icmp
27e6b497-e263-4f1b-b6ff-ce682b632c3e,CF,9.9.9.9,icmp
3fe68b81-3a2f-4ff8-8c6b-f7c07713a122,CG,1.1.1.1,icmp
fe86bb57-5830-4fb7-98de-b6f6b4753a42,CG,8.8.8.8,icmp
b051e161-235d-4a70-bbd8-748597c2a0fe,CG,9.9.9.9,icmp
74714e81-7d3a-4c7e-84c7-902a02ad0795,CM,1.1.1.1,icmp
f0496b25-ac7c-4f4c-ac46-5923451e66d3,CM,8.8.8.8,icmp
acf9dfb2-87bc-4172-9e27-544ecfc8023a,CM,9.9.9.9,icmp
708ec853-08f5-44c0-af74-ad04fe9f4842,GA,1.1.1.1,icmp
3b721aa7-dfa3-4e9c-ac48-c006b7b2587e,GA,8.8.8.8,icmp
760c55c3-3552-456e-8c31-5ca145d51d70,GA,9.9.9.9,icmp
1be851d6-0950-44f7-944a-55b300ca71f8,GQ,1.1.1.1,icmp
7f4185cb-9321-4942-8bbb-0d818e377379,GQ,8.8.8.8,icmp
452ffd1f-3c37-40a6-8f4c-904f551895d4,GQ,9.9.9.9,icmp
34686311-0c4a-452d-a28d-dbd93c08bc1c,TD,1.1.1.1,icmp
5da3accb-808c-46b0-8d8f-7d1dfff256cf,TD,8.8.8.8,icmp
1a6b903b-cd3d-4d4d-b633-77ef553900d2,TD,9.9.9.9,icmp
32b9667d-29c3-4fde-891f-8d4af72beb4f,BI,1.1.1.1,icmp
0874d349-acd2-4c2d-b2f1-10ad1a39f4c8,BI,8.8.8.8,icmp
cb35b7fd-75a2-44b1-9900-38115050f295,BI,9.9.9.9,icmp
672a2709-a965-4fa5-8536-9b75dab787c1,DJ,1.1.1.1,icmp
d7ac2e72-df55-4a92-8991-8d7ca3be0dfc,DJ,8.8.8.8,icmp
75e07580-e437-4d94-a828-d54f5a408621,DJ,9.9.9.9,icmp
e6d15b82-89df-496e-a6bd-d110c3f6d674,ER,1.1.1.1,icmp
8afe4df9-1d33-4fee-b337-3b6b3a47267a,ER,8.8.8.8,icmp
9b7c6acd-3265-42ba-a9e8-eef0ea35c044,ER,9.9.9.9,icmp
b2c8001d-2128-4043-a46f-2ba3cf9b52fd,ET,1.1.1.1,icmp
33c92aab-e634-4621-867e-e6aa513ec6ad,ET,8.8.8.8,icmp
b5c88f9d-f363-4738-b4b7-802339b1c0eb,ET,9.9.9.9,icmp
638748fa-dee6-4a30-a585-7013593948d1,KM,1.1.1.1,icmp
68995379-3ce0-476a-b305-8dc1874a3539,KM,8.8.8.8,icmp
013f3701-204f-4f51-844e-8d1464da4bf1,KM,9.9.9.9,icmp
d555b111-79c6-4d84-807c-25e1f7c14193,BW,1.1.1.1,icmp
65fb9a46-5faa-4dcd-9364-1878908ae579,BW,8.8.8.8,icmp
3e5d92b0-55bf-4b93-b35b-150d00a6f3f3,BW,9.9.9.9,icmp
e6c88792-d89a-4c86-a549-c452981c4f0f,MA,1.1.1.1,icmp
9951ff3b-030a-4e4f-972a-09324a4c2b4f,MA,8.8.8.8,icmp
ec3c0bdd-07d7-40cd-9b82-b429df94e094,MA,9.9.9.9,icmp
a0319e77-0b4e-41c5-ac27-4252fcb433ad,SD,1.1.1.1,icmp
547798ce-3bae-448c-8af7-ec81a6422e99,SD,8.8.8.8,icmp
20b7b3bd-56b8-4eb1-9df7-78a3675b5253,SD,9.9.9.9,icmp
85a0cb7b-dfa8-4c37-8654-1fdcac3934a6,TN,1.1.1.1,icmp
28a11cf4-069d-4d73-9beb-1553cfe5e8ec,TN,8.8.8.8,icmp
d5cba744-9b82-48de-9853-9257dea1e1ba,TN,9.9.9.9,icmp
f911a6dd-bbf8-444f-9222-20a76fe02d63,LR,1.1.1.1,icmp
16344135-3e6b-4a00-a87b-2e8dee1a55ea,LR,8.8.8.8,icmp
4f7706f6-f86e-4fc5-a439-571a607de888,LR,9.9.9.9,icmp
ddd72e03-2533-407d-9a4e-86360752c3fa,ML,1.1.1.1,icmp
0523622c-ba69-454c-b151-b0721fe0dd54,ML,8.8.8.8,icmp
7b9c996a-f4f7-40eb-8da3-bd74c10071a6,ML,9.9.9.9,icmp
d01c4862-a29c-4ba5-ae16-0c3a613c36fc,MR,1.1.1.1,icmp
f7045ad6-a294-45a3-934f-6d2e25afa579,MR,8.8.8.8,icmp
d5e42d54-2f0c-4e35-b2fc-0cd91fa65056,MR,9.9.9.9,icmp
88255c91-cd74-45ab-ae33-739c9fe5f507,NE,1.1.1.1,icmp
e6fffd03-ab3d-4574-8eb9-6836d91cbbc7,NE,8.8.8.8,icmp
b92cecef-43ad-411b-8a2c-56f66becb38d,NE,9.9.9.9,icmp
0ed82414-468b-4275-9cc7-c6d5fdb75dca,NG,1.1.1.1,icmp
4801f231-32a6-48c9-8578-8a0df9d3c2f8,NG,8.8.8.8,icmp
7519a962-e432-40e5-a069-a6c2ee665612,NG,9.9.9.9,icmp
6d4b7bc8-5c76-408b-9839-cf38f3098aee,SL,1.1.1.1,icmp
1ed4f3cb-d252-4d62-90e9-881f4e260dd4,SL,8.8.8.8,icmp
ab63f108-6b78-46e8-9399-713be8b9e865,SL,9.9.9.9,icmp
89314c92-535d-4092-bf86-2809e77974b1,SN,1.1.1.1,icmp
ed490531-4f27-4d82-9e9e-8e4e890dc2de,SN,8.8.8.8,icmp
9dfe6ee9-df53-4a10-9426-c5451befea45,SN,9.9.9.9,icmp
0b45806e-c1cc-48a3-9288-97f72a75e3a1,TG,1.1.1.1,icmp
3f5a9b77-b57d-4acb-a364-b313374b0c91,TG,8.8.8.8,icmp
d98d8645-39ec-4b4c-8fc7-c1a86556971f,TG,9.9.9.9,icmp
40398b6c-9493-4a24-a3e8-6c2575d11dbf,ST,1.1.1.1,icmp
403c6581-f943-4e16-ac37-75908d816db1,ST,8.8.8.8,icmp
7ea92612-4ac6-420c-b118-482792e71dff,ST,9.9.9.9,icmp
d0f19e49-5030-4d12-89a0-066b2497bf42,KE,1.1.1.1,icmp
dfb27777-d00b-492a-8fdf-557488675559,KE,8.8.8.8,icmp
e323b1b1-3d44-4e0f-807b-8955bd480f29,KE,9.9.9.9,icmp
e4d30b2e-b8f8-4d72-bd94-8c494c8e81c2,MG,1.1.1.1,icmp
deb6954d-34e6-4f4b-a8a2-be0cc9604a76,MG,8.8.8.8,icmp
c5ace610-45a4-4184-a2a7-cc7fad95f354,MG,9.9.9.9,icmp
94916130-581f-43f1-bf3d-2d6d6f20df04,MU,1.1.1.1,icmp
ecf7a0d2-1a5f-4c04-bda5-570214529d19,MU,8.8.8.8,icmp
e8c20d68-c959-41e3-afbd-09b0c651bff2,MU,9.9.9.9,icmp
d2cb8a95-6bb5-4754-b5e2-99cf336147b8,MW,1.1.1.1,icmp
aaa9e4b6-9415-40c1-96ac-f27f43557c96,MW,8.8.8.8,icmp
bde41c25-56c5-45ad-b7d6-ab6683803820,MW,9.9.9.9,icmp
a33f7ffb-c2a3-4dbe-a280-a1c7db5cdd2d,MZ,1.1.1.1,icmp
c66c0a14-0f82-4dd2-8a05-b418df3d5dc4,MZ,8.8.8.8,icmp
16c2717f-62a4-4ed3-806c-5ab54c3c3ee7,MZ,9.9.9.9,icmp
0ed0071b-514b-4e5f-91e4-bd3cdf6004ba,RE,1.1.1.1,icmp
3a5de1c1-1aec-4483-8e64-3710af4444ed,RE,8.8.8.8,icmp
e8856a7a-3515-453c-9d95-515a7a230888,RE,9.9.9.9,icmp
fc929bc9-d938-4c28-a06e-a52569a7af36,RW,1.1.1.1,icmp
679d65e4-7134-4509-8ede-a8144f3cfc0e,RW,8.8.8.8,icmp
92289d0b-bf5b-4314-a944-e9586f63d4d9,RW,9.9.9.9,icmp
b891a263-7af9-4605-b33f-bcef8a69906f,SC,1.1.1.1,icmp
7b95165a-9fa9-4ce7-b07a-a7fd5237ee82,SC,8.8.8.8,icmp
454ed3ec-2822-4a50-9b00-cfec19cbedba,SC,9.9.9.9,icmp
bee3ffb1-90a2-4917-846b-725d9b147af2,SO,1.1.1.1,icmp
99356f90-1b6e-46c3-896c-4375821ecdac,SO,8.8.8.8,icmp
875cfd66-47a2-4ef2-9e6b-ed809c42f394,SO,9.9.9.9,icmp
2ecd1ae9-89d9-4825-80a4-d6fcdc1b5f53,UG,1.1.1.1,icmp
9dda701b-b7f4-4d17-9309-3f4c7e37e42e,UG,8.8.8.8,icmp
0788210f-5098-41cf-a779-7038a7435a3d,UG,9.9.9.9,icmp
001715d8-5505-417c-88fb-96d1835423ff,LS,1.1.1.1,icmp
38a06fd1-e70e-45c3-a3dd-5fe58a9576c6,LS,8.8.8.8,icmp
d6d9ca13-4c2f-4cdf-85bd-ccbb135b09f7,LS,9.9.9.9,icmp
a3ea7f1d-e96c-4017-8b6c-be039a5ecbdc,NA,1.1.1.1,icmp
791da6a6-7fea-4730-9cda-c028bf7784c9,NA,8.8.8.8,icmp
77c416c9-ecb1-4c7f-b5c5-60697ff8d137,NA,9.9.9.9,icmp
b1c74343-3f99-4f48-b398-89ad2640ce2e,SZ,1.1.1.1,icmp
b3b1cbc3-cd3e-4c8b-8399-5f7f7167a0b6,SZ,8.8.8.8,icmp
ba27a891-2d50-4fa7-905e-fb6427892941,SZ,9.9.9.9,icmp
347b2180-9c92-41bc-8af3-dd0169f877a3,ZA,1.1.1.1,icmp
7f51f973-2b3a-4b60-aace-aab4e0b99ddd,ZA,8.8.8.8,icmp
784e6709-983e-4b12-8cc7-3128ee685011,ZA,9.9.9.9,icmp
375ff154-d4f3-4275-8a05-845d504bf5b4,DZ,1.1.1.1,icmp
62d80712-2804-403b-9683-53472222d4e2,DZ,8.8.8.8,icmp
9d886845-a272-4f60-abe9-c7072bef1e3d,DZ,9.9.9.9,icmp
a3ca544a-ae47-4234-b4b0-4292fb49a716,EH,1.1.1.1,icmp
57f1ddda-1b00-4636-b0e8-db646cc9ed56,EH,8.8.8.8,icmp
7edbf822-f6c0-443d-a774-c28e1fa05009,EH,9.9.9.9,icmp
73f2cb8e-445e-4fbc-bed2-ce4e8c310661,LY,1.1.1.1,icmp
58395f29-1c62-4e69-91f6-1fc6ce5208e7,LY,8.8.8.8,icmp
3f7fc06b-4730-4f1b-a2d9-0fcfa13f8390,LY,9.9.9.9,icmp
ec68a826-2acf-430e-819f-c5579b17a847,BF,1.1.1.1,icmp
1d03c260-997d-4c26-864c-fb6a63ba3cfe,BF,8.8.8.8,icmp
80bffeab-f570-4bea-ae4f-8c06e41e17fe,BF,9.9.9.9,icmp
d8005c1d-3a9b-4147-a813-9249a66321f7,SH,1.1.1.1,icmp
3bed1005-45ad-4a66-99ba-9ae0e327dce5,SH,8.8.8.8,icmp
10f4fc28-8ccf-4185-89c0-3be85c0cb6ad,SH,9.9.9.9,icmp
0a5efd47-276e-48bc-a707-9513adbf7cda,CD,1.1.1.1,icmp
da71464f-3a8d-40d4-8236-d90b4177b2f6,CD,8.8.8.8,icmp
f4647637-105e-4f36-9a4f-8f2803109798,CD,9.9.9.9,icmp
a5bc895a-5517-4e71-b7c8-7bafc58471e0,TZ,1.1.1.1,icmp
ba6312f8-3095-48d4-8721-8aad137bf417,TZ,8.8.8.8,icmp
8de1cf84-98cc-48a6-a2c0-bd93e616317d,TZ,9.9.9.9,icmp
eb3dfc4d-cccc-4003-8d46-c603be4e8561,YT,1.1.1.1,icmp
dd4c3c1a-1af1-43b4-a36b-2966835272d5,YT,8.8.8.8,icmp
2f4a3630-ad11-4326-82c9-a2bb4177470c,YT,9.9.9.9,icmp
d18ae729-bb61-44ae-8ba3-0481739b826a,ZM,1.1.1.1,icmp
58a83198-4a15-42da-a2f5-36b21ace1424,ZM,8.8.8.8,icmp
f15fef0e-a38e-4ccd-a92e-7c665a1fcde1,ZM,9.9.9.9,icmp
f806d38f-a4ae-48d1-8729-6775bba27204,ZW,1.1.1.1,icmp
30e6c1a9-622d-4bca-b60d-f5b133b29bf8,ZW,8.8.8.8,icmp
bddf2975-81cc-4cb6-bd95-5da053559d44,ZW,9.9.9.9,icmp
