ASN,ConnectionType,CountryCode,DNSResolver,IPAddress,Network,ProbeID,TestDateTime,IPTarget,rtt1,rtt2,rtt3,avg_rtt
24863,Unknown,EG,,78.129.233.100,Link Egypt,4cdbdd32-4719-4bbf-8853-1bcd44977c16,/Date(1561539254425+0000)/,9.9.9.9,71,69,69,69
8452,WIFI,EG,156.200.40.66,197.32.174.165,TE Data,f87ea5a0-0848-484f-a64c-ca212f775c4d,/Date(1561539255415+0000)/,9.9.9.9,90,99,106,98
8452,WIFI,EG,163.121.128.206,156.220.16.205,TE Data,99115235-5884-4ada-8204-c99505ec7904,/Date(1561539266697+0000)/,9.9.9.9,102,123,112,112
29614,Wireless80211,GH,74.125.73.76,41.210.0.127,Vodafone Ghana,ffe47ba1-4672-4ad9-84b0-430788c863d0,/Date(1561539246450+0000)/,1.1.1.1,99,99,100,99
29614,Wireless80211,GH,74.125.73.76,41.210.0.127,Vodafone Ghana,ffe47ba1-4672-4ad9-84b0-430788c863d0,/Date(1561539249707+0000)/,8.8.8.8,110,109,110,109
29614,Wireless80211,GH,74.125.73.76,41.210.0.127,Vodafone Ghana,ffe47ba1-4672-4ad9-84b0-430788c863d0,/Date(1561539252253+0000)/,9.9.9.9,6,5,5,5
37461,Wireless80211,GN,197.149.225.10,197.149.221.216,Orange Guinee,ac18399b-2280-4934-98f2-e86f5fcf274a,/Date(1561539251418+0000)/,1.1.1.1,176,185,174,178
37461,Wireless80211,GN,197.149.225.10,197.149.221.216,Orange Guinee,ac18399b-2280-4934-98f2-e86f5fcf274a,/Date(1561539255134+0000)/,8.8.8.8,168,173,214,185
37461,Wireless80211,GN,197.149.225.10,197.149.221.216,Orange Guinee,ac18399b-2280-4934-98f2-e86f5fcf274a,/Date(1561539258961+0000)/,9.9.9.9,187,204,195,195
37645,Wireless80211,AO,154.66.104.150,129.122.226.88,ZAP-Angola,c413f443-0297-4666-9d6f-bc7c0c85ea82,/Date(1561539254122+0000)/,1.1.1.1,3,3,3,3
37645,Wireless80211,AO,154.66.104.150,129.122.226.88,ZAP-Angola,c413f443-0297-4666-9d6f-bc7c0c85ea82,/Date(1561539257722+0000)/,8.8.8.8,57,57,57,57
37645,Wireless80211,AO,154.66.104.150,129.122.226.88,ZAP-Angola,c413f443-0297-4666-9d6f-bc7c0c85ea82,/Date(1561539261063+0000)/,9.9.9.9,7,4,3,4
37529,Ethernet,GQ,74.125.47.7,197.214.64.187,Gestora de Infraestructuras de Telecomunicaciones,3d71b34b-4303-4782-acbe-411b91b07a47,/Date(1561539267101+0000)/,1.1.1.1,,554,828,691
37529,Ethernet,GQ,74.125.47.7,197.214.64.187,Gestora de Infraestructuras de Telecomunicaciones,3d71b34b-4303-4782-acbe-411b91b07a47,/Date(1561539284122+0000)/,8.8.8.8,,362,,362
37529,Ethernet,GQ,74.125.47.7,197.214.64.187,Gestora de Infraestructuras de Telecomunicaciones,3d71b34b-4303-4782-acbe-411b91b07a47,/Date(1561539281288+0000)/,9.9.9.9,,893,,893
327802,Wireless80211,TD,74.125.47.143,154.73.166.27,Millicom-chad,8c27c5a6-c894-402e-9c09-8d27434cb33a,/Date(1561539274134+0000)/,1.1.1.1,208,94,56,119
328310,Wireless80211,TD,74.125.47.143,102.164.244.170,GLOBALTECH-Telecoms,cf060d1f-cc5a-4232-a720-cdca453fd9f1,/Date(1561539293887+0000)/,1.1.1.1,205,270,,237
327802,Wireless80211,TD,74.125.47.143,154.73.166.27,Millicom-chad,8c27c5a6-c894-402e-9c09-8d27434cb33a,/Date(1561539279236+0000)/,8.8.8.8,242,196,212,216
328310,Wireless80211,TD,74.125.47.143,102.164.244.170,GLOBALTECH-Telecoms,cf060d1f-cc5a-4232-a720-cdca453fd9f1,/Date(1561539294912+0000)/,8.8.8.8,389,464,328,393
327802,Wireless80211,TD,74.125.47.143,154.73.166.27,Millicom-chad,8c27c5a6-c894-402e-9c09-8d27434cb33a,/Date(1561539288078+0000)/,9.9.9.9,193,,208,200
328310,Wireless80211,TD,74.125.47.143,102.164.244.170,GLOBALTECH-Telecoms,cf060d1f-cc5a-4232-a720-cdca453fd9f1,/Date(1561539299003+0000)/,9.9.9.9,259,306,336,300
35017,adsl,DJ,,23.227.207.7,Swiftway Communications,d23a77bf-168b-40f9-99e2-34aae1711237,/Date(1561539267336+0000)/,1.1.1.1,149,477,264,296
35017,adsl,DJ,,23.227.207.7,Swiftway Communications,d23a77bf-168b-40f9-99e2-34aae1711237,/Date(1561539267709+0000)/,8.8.8.8,285,151,203,213
30990,Unknown,DJ,,196.201.202.76,Djibouti Telecom S.A.,b7c5d3b2-36cc-4f61-8d42-319d01964bbb,/Date(1561539268369+0000)/,9.9.9.9,77,69,68,71
35017,adsl,DJ,,23.227.207.7,Swiftway Communications,d23a77bf-168b-40f9-99e2-34aae1711237,/Date(1561539268512+0000)/,9.9.9.9,322,150,150,207
36925,WIFI,MA,197.230.202.129,197.253.238.254,Orange Morocco,c5165210-b2c4-489e-9b40-ac2e146c1c24,/Date(1561539276160+0000)/,1.1.1.1,42,25,44,37
6713,Ethernet,MA,81.192.17.18,196.92.5.102,Maroc Telecom,98156c23-0e8a-49fd-8884-7951b96c3cb6,/Date(1561539276686+0000)/,1.1.1.1,36,35,51,40
36903,WIFI,MA,81.192.17.86,105.156.21.217,Maroc Telecom,380a9b0c-9513-4adb-afda-e238cb109c22,/Date(1561539278384+0000)/,1.1.1.1,88,68,207,121
36903,WIFI,MA,81.192.17.82,105.159.98.231,Maroc Telecom,0cb75859-1a79-45dc-8815-6b70ae019453,/Date(1561539278808+0000)/,1.1.1.1,124,68,66,86
36925,WIFI,MA,197.230.202.129,196.112.38.61,Orange Morocco,3cdb25b2-b1ba-46c0-a1a2-21d6157c3c29,/Date(1561539279118+0000)/,1.1.1.1,21,29,25,25
36903,WIFI,MA,81.192.17.86,41.143.66.42,Maroc Telecom,415dd22f-f0db-492a-b45e-99657df62252,/Date(1561539279719+0000)/,1.1.1.1,88,565,100,251
36903,Unknown,MA,,105.155.165.64,Maroc Telecom,7811ebee-7640-46e0-8e0b-48ee974ffbb8,/Date(1561539280890+0000)/,1.1.1.1,26,25,25,25
6713,WIFI,MA,81.192.17.18,41.143.184.53,Maroc Telecom,913b79ad-4a19-48bd-8ef9-ed4e655e446f,/Date(1561539281503+0000)/,1.1.1.1,63,82,70,71
36903,WIFI,MA,81.192.17.86,41.140.121.22,Maroc Telecom,3d3c4f43-86ac-4a26-90e8-23f7a43b840b,/Date(1561539283596+0000)/,1.1.1.1,89,94,94,92
36903,WIFI,MA,81.192.17.26,196.64.121.224,Maroc Telecom,2e7c02a9-7976-4388-a925-b791ecb09d19,/Date(1561539283722+0000)/,1.1.1.1,58,60,51,56
36903,Unknown,MA,,105.155.165.64,Maroc Telecom,7811ebee-7640-46e0-8e0b-48ee974ffbb8,/Date(1561539276193+0000)/,8.8.8.8,28,25,25,26
36903,WIFI,MA,,41.251.167.77,Maroc Telecom,04b17106-77fe-4f1b-b220-345d0f5e2a86,/Date(1561539276778+0000)/,8.8.8.8,67,80,68,71
6713,WIFI,MA,81.192.17.18,41.143.184.53,Maroc Telecom,913b79ad-4a19-48bd-8ef9-ed4e655e446f,/Date(1561539277294+0000)/,8.8.8.8,220,145,141,168
36903,WIFI,MA,81.192.17.86,105.154.83.178,Maroc Telecom,7f4c5673-f9ac-49f7-ba89-a3b65ee719aa,/Date(1561539280277+0000)/,8.8.8.8,66,77,66,69
36903,WIFI,MA,81.192.17.82,160.176.153.9,Maroc Telecom ADSL,8a555b9c-1e95-4809-bfde-ade7c72e4a5a,/Date(1561539280367+0000)/,8.8.8.8,61,65,61,62
36925,WIFI,MA,197.230.202.129,196.112.43.250,Orange Morocco,c8eb2c7e-1ca6-4d6b-8e9a-382a3f89fd2a,/Date(1561539283177+0000)/,8.8.8.8,66,77,78,73
36903,WIFI,MA,81.192.17.82,105.159.98.231,Maroc Telecom,0cb75859-1a79-45dc-8815-6b70ae019453,/Date(1561539283768+0000)/,8.8.8.8,55,60,54,56
36903,WIFI,MA,81.192.17.86,105.156.21.217,Maroc Telecom,380a9b0c-9513-4adb-afda-e238cb109c22,/Date(1561539283936+0000)/,8.8.8.8,101,82,74,85
36903,WIFI,MA,81.192.17.26,41.140.159.53,Maroc Telecom,52fbcc23-c4fc-4bae-866a-d98f6feeda1c,/Date(1561539285829+0000)/,8.8.8.8,76,84,179,113
36903,WIFI,MA,81.192.17.82,41.141.71.75,Maroc Telecom,318c1abf-05ba-43de-8c95-2587612f82d3,/Date(1561539289567+0000)/,8.8.8.8,56,55,57,56
36903,WIFI,MA,81.192.17.90,105.156.76.169,Maroc Telecom,9db0d83c-a78c-4cff-bbf7-640afa3822b5,/Date(1561539277511+0000)/,9.9.9.9,83,82,84,83
36925,WIFI,MA,197.230.202.129,196.112.43.250,Orange Morocco,c8eb2c7e-1ca6-4d6b-8e9a-382a3f89fd2a,/Date(1561539283183+0000)/,9.9.9.9,56,38,39,44
36903,WIFI,MA,81.192.17.86,105.154.83.178,Maroc Telecom,7f4c5673-f9ac-49f7-ba89-a3b65ee719aa,/Date(1561539284207+0000)/,9.9.9.9,81,77,77,78
6713,WIFI,MA,81.192.17.82,41.250.74.148,Maroc Telecom,bff059ee-2049-4844-bad1-75c06d2fd8dd,/Date(1561539286286+0000)/,9.9.9.9,84,74,73,77
36903,Ethernet,MA,172.253.14.2,160.179.106.125,Maroc Telecom ADSL,61bfaa0c-b853-4d01-b061-a864b6343195,/Date(1561539287199+0000)/,9.9.9.9,,889,,889
36903,WIFI,MA,,41.251.167.77,Maroc Telecom,04b17106-77fe-4f1b-b220-345d0f5e2a86,/Date(1561539287555+0000)/,9.9.9.9,101,96,102,99
36925,WIFI,MA,197.230.202.131,196.121.15.201,Orange Morocco,90050810-117a-42d7-b53a-814cdde58c53,/Date(1561539288015+0000)/,9.9.9.9,65,169,49,94
36903,WIFI,MA,81.192.17.86,160.176.63.231,Maroc Telecom ADSL,fa60df66-ce51-497c-9760-48e64d01a9e3,/Date(1561539290747+0000)/,9.9.9.9,95,103,101,99
6713,WIFI,MA,81.192.17.26,196.70.250.80,Maroc Telecom,e0caf504-7f5c-4f6c-87db-8b0e73fd9d2c,/Date(1561539297174+0000)/,9.9.9.9,269,107,1232,536
36903,WIFI,MA,81.192.17.18,41.251.207.32,Maroc Telecom,7b4d9199-a345-4bf1-972f-44e1c65862a3,/Date(1561539305257+0000)/,9.9.9.9,102,102,99,101
2609,Ethernet,TN,193.95.66.53,197.10.128.5,Tunisie Telecom,0cd8db1a-1f3e-4d1d-aeb0-f29d165dcb5d,/Date(1561539284909+0000)/,1.1.1.1,,,,-1
37671,WIFI,TN,193.95.59.24,197.25.187.204,Globalnet,11507ea5-4982-4659-a591-86e9d4ca18fa,/Date(1561539286018+0000)/,1.1.1.1,96,109,107,104
37492,WIFI,TN,197.26.8.35,196.234.220.63,Orange Tunisie,f49e11db-e02d-480e-9c38-1fa6ba00548c,/Date(1561539289809+0000)/,1.1.1.1,129,189,198,172
37671,WIFI,TN,193.95.59.25,41.225.160.233,Globalnet,469b6ed9-0581-4fe5-8f1b-a44c62236149,/Date(1561539291840+0000)/,1.1.1.1,93,91,84,89
37492,WIFI,TN,197.26.8.35,196.234.129.201,Orange Tunisie,d79d5bf5-3c98-41d7-a931-d548b122a1df,/Date(1561539292223+0000)/,1.1.1.1,83,121,169,124
37492,WIFI,TN,197.26.8.36,196.229.171.50,Orange Tunisie,9e6290e6-adc0-41a2-9699-84d11fef909c,/Date(1561539292254+0000)/,1.1.1.1,60,68,72,66
37492,WIFI,TN,41.231.61.0,41.231.61.114,Orange Internet,493c7fd8-6c8a-4fdf-8227-be1e8a3a1518,/Date(1561539294901+0000)/,1.1.1.1,142,59,125,108
37705,WIFI,TN,172.253.11.3,197.1.68.149,TOPNET,4a8948ec-369f-4d4d-bcf2-78574497a592,/Date(1561539296939+0000)/,1.1.1.1,44,50,48,47
37671,WIFI,TN,193.95.59.25,197.25.187.204,Globalnet,3dac5d73-9bc9-4a3f-9d2e-0f5677913f60,/Date(1561539298935+0000)/,1.1.1.1,547,180,124,283
37705,WIFI,TN,102.157.67.0,102.157.67.70,TOPNET,97e75372-cf04-4d7a-84f8-15a22ea04891,/Date(1561539302623+0000)/,1.1.1.1,39,47,47,44
2609,WIFI,TN,41.226.22.50,41.230.14.170,TOPNET,4ea7b977-64af-4f85-bfc4-1a57c040fe3e,/Date(1561539281799+0000)/,8.8.8.8,36,64,52,50
37705,WIFI,TN,102.157.67.0,102.157.67.70,TOPNET,97e75372-cf04-4d7a-84f8-15a22ea04891,/Date(1561539282000+0000)/,8.8.8.8,36,46,43,41
2609,WIFI,TN,172.253.11.1,41.227.248.105,TOPNET,d611e9d3-abe5-48d2-81e8-dc92742c1328,/Date(1561539282033+0000)/,8.8.8.8,65,79,89,77
37492,WIFI,TN,197.26.8.35,196.234.129.201,Orange Tunisie,d79d5bf5-3c98-41d7-a931-d548b122a1df,/Date(1561539282862+0000)/,8.8.8.8,207,97,78,127
37705,WIFI,TN,172.253.11.3,197.1.68.149,TOPNET,4a8948ec-369f-4d4d-bcf2-78574497a592,/Date(1561539283411+0000)/,8.8.8.8,34,38,40,37
37705,WIFI,TN,172.253.12.2,197.2.101.182,TOPNET,24f1ca01-ebcf-4296-8f32-3e075fa7a799,/Date(1561539285539+0000)/,8.8.8.8,44,57,58,53
37671,WIFI,TN,193.95.59.25,41.225.160.233,Globalnet,469b6ed9-0581-4fe5-8f1b-a44c62236149,/Date(1561539286922+0000)/,8.8.8.8,193,43,47,94
37671,WIFI,TN,193.95.59.25,197.25.187.204,Globalnet,3dac5d73-9bc9-4a3f-9d2e-0f5677913f60,/Date(1561539290919+0000)/,8.8.8.8,78,92,115,95
37492,WIFI,TN,197.26.8.36,196.229.171.50,Orange Tunisie,9e6290e6-adc0-41a2-9699-84d11fef909c,/Date(1561539292276+0000)/,8.8.8.8,72,81,82,78
2609,Ethernet,TN,193.95.66.53,197.10.128.5,Tunisie Telecom,0cd8db1a-1f3e-4d1d-aeb0-f29d165dcb5d,/Date(1561539292388+0000)/,8.8.8.8,,,,-1
37492,WIFI,TN,41.231.61.0,41.231.61.114,Orange Internet,493c7fd8-6c8a-4fdf-8227-be1e8a3a1518,/Date(1561539281510+0000)/,9.9.9.9,86,109,232,142
37671,WIFI,TN,193.95.59.26,197.25.196.173,Globalnet,3c8156e3-d4a9-4889-8294-6c2bed77e4fe,/Date(1561539283262+0000)/,9.9.9.9,79,79,208,122
37671,WIFI,TN,193.95.59.25,41.225.160.233,Globalnet,469b6ed9-0581-4fe5-8f1b-a44c62236149,/Date(1561539283969+0000)/,9.9.9.9,72,85,86,81
2609,WIFI,TN,172.253.11.1,41.227.248.105,TOPNET,d611e9d3-abe5-48d2-81e8-dc92742c1328,/Date(1561539287608+0000)/,9.9.9.9,88,95,103,95
37492,WIFI,TN,197.26.8.35,196.234.129.201,Orange Tunisie,d79d5bf5-3c98-41d7-a931-d548b122a1df,/Date(1561539287832+0000)/,9.9.9.9,82,110,79,90
37671,WIFI,TN,193.95.59.25,197.25.187.204,Globalnet,3dac5d73-9bc9-4a3f-9d2e-0f5677913f60,/Date(1561539290837+0000)/,9.9.9.9,89,104,127,106
37492,WIFI,TN,197.26.8.36,196.229.171.50,Orange Tunisie,9e6290e6-adc0-41a2-9699-84d11fef909c,/Date(1561539292361+0000)/,9.9.9.9,74,73,75,74
37705,WIFI,TN,172.253.11.3,197.1.68.149,TOPNET,4a8948ec-369f-4d4d-bcf2-78574497a592,/Date(1561539292806+0000)/,9.9.9.9,62,69,71,67
2609,Ethernet,TN,193.95.66.53,197.10.128.5,Tunisie Telecom,0cd8db1a-1f3e-4d1d-aeb0-f29d165dcb5d,/Date(1561539300492+0000)/,9.9.9.9,,,,-1
37705,WIFI,TN,41.226.21.50,102.156.151.192,TOPNET,4a2be600-46ac-4fd4-b0c3-5ff315d87804,/Date(1561539303769+0000)/,9.9.9.9,71,71,72,71
37203,Unknown,LR,,164.160.8.87,PowerNet Liberia,25707c2f-685b-4d41-bd3a-d23d5939a48d,/Date(1561539280745+0000)/,1.1.1.1,92,90,90,90
37203,Unknown,LR,,164.160.8.87,PowerNet Liberia,25707c2f-685b-4d41-bd3a-d23d5939a48d,/Date(1561539281499+0000)/,8.8.8.8,114,115,186,138
37203,Unknown,LR,,164.160.8.87,PowerNet Liberia,25707c2f-685b-4d41-bd3a-d23d5939a48d,/Date(1561539282014+0000)/,9.9.9.9,115,121,181,139
36920,Unknown,NG,,197.157.219.44,KKON,52af3852-f90e-4716-afb5-839d8bf7da71,/Date(1561539288106+0000)/,1.1.1.1,110,104,105,106
36923,Ethernet,NG,192.221.154.135,41.58.113.131,SWIFTNG,87c9d1f1-b3f3-47b9-b652-6c7a665cf6f5,/Date(1561539288940+0000)/,1.1.1.1,15,26,36,25
36920,Unknown,NG,,197.157.219.44,KKON,52af3852-f90e-4716-afb5-839d8bf7da71,/Date(1561539288589+0000)/,8.8.8.8,109,106,108,107
36923,Ethernet,NG,192.221.154.135,41.58.113.131,SWIFTNG,87c9d1f1-b3f3-47b9-b652-6c7a665cf6f5,/Date(1561539294504+0000)/,8.8.8.8,,,,-1
36920,Unknown,NG,,197.157.219.44,KKON,52af3852-f90e-4716-afb5-839d8bf7da71,/Date(1561539288949+0000)/,9.9.9.9,125,110,106,113
36923,Ethernet,NG,192.221.154.135,41.58.113.131,SWIFTNG,87c9d1f1-b3f3-47b9-b652-6c7a665cf6f5,/Date(1561539298431+0000)/,9.9.9.9,142,142,138,140
36928,Ethernet,SL,41.205.230.0,41.205.230.112,SierraTel over DVB,24f1424d-93a8-46e7-a414-72b815347e1f,/Date(1561539290358+0000)/,1.1.1.1,105,105,105,105
36928,Ethernet,SL,41.205.230.0,41.205.230.112,SierraTel over DVB,24f1424d-93a8-46e7-a414-72b815347e1f,/Date(1561539293516+0000)/,8.8.8.8,131,131,130,130
36928,Ethernet,SL,41.205.230.0,41.205.230.112,SierraTel over DVB,24f1424d-93a8-46e7-a414-72b815347e1f,/Date(1561539296912+0000)/,9.9.9.9,105,105,105,105
8346,WIFI,SN,213.154.64.5,41.82.117.64,Pool27 Context Orange Bas,e0ca2c95-c60b-4b40-896e-a423f58b033b,/Date(1561539295295+0000)/,1.1.1.1,107,960,93,386
8346,Wireless80211,SN,82.163.143.10,154.125.167.47,SONATEL Societe Nationale Des Telecommunications D,868ac648-3271-42f1-a936-e77b170b833f,/Date(1561539296513+0000)/,1.1.1.1,198,74,107,126
8346,WIFI,SN,213.154.64.5,41.82.117.64,Pool27 Context Orange Bas,e0ca2c95-c60b-4b40-896e-a423f58b033b,/Date(1561539295269+0000)/,8.8.8.8,104,954,95,384
8346,Wireless80211,SN,82.163.143.10,154.125.167.47,SONATEL Societe Nationale Des Telecommunications D,868ac648-3271-42f1-a936-e77b170b833f,/Date(1561539301932+0000)/,8.8.8.8,97,84,82,87
8346,WIFI,SN,213.154.64.5,41.82.117.64,Pool27 Context Orange Bas,e0ca2c95-c60b-4b40-896e-a423f58b033b,/Date(1561539295334+0000)/,9.9.9.9,796,612,641,683
8346,Wireless80211,SN,82.163.143.10,154.125.167.47,SONATEL Societe Nationale Des Telecommunications D,868ac648-3271-42f1-a936-e77b170b833f,/Date(1561539308140+0000)/,9.9.9.9,263,84,319,222
24691,Wireless80211,TG,41.207.160.45,196.171.4.42,Togo Telecom,47d85bd7-e1e4-473b-92bf-acf2ef41d066,/Date(1561539296944+0000)/,1.1.1.1,104,105,105,104
24691,Wireless80211,TG,41.207.160.45,196.171.4.42,Togo Telecom,47d85bd7-e1e4-473b-92bf-acf2ef41d066,/Date(1561539302759+0000)/,8.8.8.8,114,113,114,113
24691,Wireless80211,TG,41.207.160.45,196.171.4.42,Togo Telecom,47d85bd7-e1e4-473b-92bf-acf2ef41d066,/Date(1561539308916+0000)/,9.9.9.9,31,32,31,31
36866,Unknown,KE,,41.222.8.164,Faiba,5f31e4b4-2e52-4a79-b629-d2879dd32fdd,/Date(1561539296707+0000)/,1.1.1.1,3,3,2,2
30844,fiber,KE,,41.72.207.30,Liquid Telecommunications Operations Limited,06f758af-a1be-4fa0-9c9d-506c471af39f,/Date(1561539296840+0000)/,1.1.1.1,56,56,56,56
36914,Ethernet,KE,197.137.160.0,197.137.160.224,Kenya Education Network,4a658be5-f469-4950-83c9-e1dddbb7bbda,/Date(1561539297758+0000)/,1.1.1.1,150,151,150,150
15399,WIFI,KE,196.207.132.0,196.207.132.218,Wananchi Group Kenya,d1d3c909-435e-4822-932c-9fd550fea7fe,/Date(1561539299595+0000)/,1.1.1.1,19,32,31,27
12455,Wireless80211,KE,212.49.70.22,102.167.70.120,Telkom Kenya Limited,3c43fc6b-da10-4320-8acd-dbda4a0d09fc,/Date(1561539299672+0000)/,1.1.1.1,90,95,91,92
33771,Wireless80211,KE,41.203.211.2,41.80.190.92,Safaricom,be2fc4c8-97e8-4671-be8f-b7ac6e9e7492,/Date(1561539300343+0000)/,1.1.1.1,,,,-1
30844,fiber,KE,,41.72.207.30,Liquid Telecommunications Operations Limited,06f758af-a1be-4fa0-9c9d-506c471af39f,/Date(1561539297370+0000)/,8.8.8.8,7,7,7,7
36866,Unknown,KE,,41.222.8.164,Faiba,5f31e4b4-2e52-4a79-b629-d2879dd32fdd,/Date(1561539297514+0000)/,8.8.8.8,3,3,3,3
37061,fiber,KE,,41.90.232.222,Safaricom,a4be008c-815b-4861-83ce-118965889591,/Date(1561539297640+0000)/,8.8.8.8,11,4,24,13
15399,WIFI,KE,196.207.132.0,196.207.132.218,Wananchi Group Kenya,d1d3c909-435e-4822-932c-9fd550fea7fe,/Date(1561539299577+0000)/,8.8.8.8,11,14,14,13
36914,Ethernet,KE,197.137.160.0,197.137.160.224,Kenya Education Network,4a658be5-f469-4950-83c9-e1dddbb7bbda,/Date(1561539300817+0000)/,8.8.8.8,13,12,12,12
37061,WIFI,KE,41.203.211.2,197.248.218.70,Safaricom Business,4dd55e50-5b0b-4041-8dc9-b46ae8892671,/Date(1561539301637+0000)/,8.8.8.8,246,16,161,141
33771,Wireless80211,KE,41.203.211.2,41.80.190.92,Safaricom,be2fc4c8-97e8-4671-be8f-b7ac6e9e7492,/Date(1561539303106+0000)/,8.8.8.8,10,9,9,9
12455,Wireless80211,KE,212.49.70.22,102.167.70.120,Telkom Kenya Limited,3c43fc6b-da10-4320-8acd-dbda4a0d09fc,/Date(1561539303744+0000)/,8.8.8.8,53,53,39,48
30844,fiber,KE,,41.72.207.30,Liquid Telecommunications Operations Limited,06f758af-a1be-4fa0-9c9d-506c471af39f,/Date(1561539298044+0000)/,9.9.9.9,9,9,9,9
36866,Unknown,KE,,41.222.8.164,Faiba,5f31e4b4-2e52-4a79-b629-d2879dd32fdd,/Date(1561539298248+0000)/,9.9.9.9,61,61,61,61
15399,WIFI,KE,196.207.132.0,196.207.132.218,Wananchi Group Kenya,d1d3c909-435e-4822-932c-9fd550fea7fe,/Date(1561539300204+0000)/,9.9.9.9,15,15,18,16
37061,WIFI,KE,41.203.211.2,197.248.218.70,Safaricom Business,4dd55e50-5b0b-4041-8dc9-b46ae8892671,/Date(1561539301148+0000)/,9.9.9.9,229,60,193,160
36914,Ethernet,KE,197.137.160.0,197.137.160.224,Kenya Education Network,4a658be5-f469-4950-83c9-e1dddbb7bbda,/Date(1561539304284+0000)/,9.9.9.9,145,146,145,145
33771,Wireless80211,KE,41.203.211.2,41.80.190.92,Safaricom,be2fc4c8-97e8-4671-be8f-b7ac6e9e7492,/Date(1561539307289+0000)/,9.9.9.9,55,55,,55
12455,Wireless80211,KE,212.49.70.22,102.167.70.120,Telkom Kenya Limited,3c43fc6b-da10-4320-8acd-dbda4a0d09fc,/Date(1561539308150+0000)/,9.9.9.9,182,188,173,181
21042,Ethernet,MG,41.204.104.28,197.158.74.72,Gulfsat Madagascar,4c56b9ea-e553-43ff-8a75-b426d2c444df,/Date(1561539301356+0000)/,1.1.1.1,273,264,279,272
21042,Ethernet,MG,41.204.104.28,197.158.74.72,Gulfsat Madagascar,4c56b9ea-e553-43ff-8a75-b426d2c444df,/Date(1561539307473+0000)/,8.8.8.8,278,,305,291
