testid,cc,server,ping_type
9d73cfbd-96d0-4376-bd5e-597fe08ed1ff,TN,9.9.9.9,icmp
f3614bf0-d991-4bd4-b3d9-83fd6b233c41,LR,1.1.1.1,icmp
ae73a6e6-65b6-44ee-9e9e-e2db71a3851d,LR,8.8.8.8,icmp
981e53e5-2ccd-4fff-9ce6-7ed8e72df9e4,LR,9.9.9.9,icmp
af8820f7-bcb4-4be1-b764-5837d7eb68fc,ML,1.1.1.1,icmp
e5ac28cc-164f-426c-b0ec-d43165b9539f,ML,8.8.8.8,icmp
a1a17a9b-0a91-41dd-8704-4e1716a03e73,ML,9.9.9.9,icmp
4de2f023-297d-4bd1-8c3d-7b8b6208b190,MR,1.1.1.1,icmp
768e1624-61fa-4a7c-be97-fa743649fe0c,MR,8.8.8.8,icmp
b2249e5f-646d-49b2-ba82-5373354c34bd,MR,9.9.9.9,icmp
c018b0f8-9e96-48bb-b151-2c6723b7650c,NE,1.1.1.1,icmp
0b812920-5738-40dd-b043-f68cd78ac301,NE,8.8.8.8,icmp
fbd29d05-bc09-4623-a122-7b81136fb4f3,NE,9.9.9.9,icmp
4d8cfa90-5a1a-493b-8086-a730d255ad87,NG,1.1.1.1,icmp
93ea210d-2178-42e3-91fc-fe6efe5f7731,NG,8.8.8.8,icmp
03332ecb-1c3b-4d24-9573-58c0bee1428f,NG,9.9.9.9,icmp
bf98052e-80b9-444f-8f8a-f4e342ce5ccc,SL,1.1.1.1,icmp
7f462d77-9d59-4151-b704-028aaf04ccfc,SL,8.8.8.8,icmp
21027703-15da-44a0-b843-442e3349de0b,SL,9.9.9.9,icmp
6d1c765b-a1da-44c1-844f-6c7be38d899e,SN,1.1.1.1,icmp
f26fb6eb-a933-4733-ada7-e9c99e8b529c,SN,8.8.8.8,icmp
ad49557f-8c08-43ce-bdba-0d5392603fda,SN,9.9.9.9,icmp
2f85ae63-91d7-4b75-8d43-b13edfb564a5,TG,1.1.1.1,icmp
3eb01f36-5ccb-4bc2-92f6-4bd71f5d58ff,TG,8.8.8.8,icmp
fe8aca07-ebc6-4b94-a6f2-d3b435e316b3,TG,9.9.9.9,icmp
8840d4f4-e47d-4216-a14d-acaaa1b5ef58,ST,1.1.1.1,icmp
f2e423e3-4b76-4d4c-aa89-8a1f959db1be,ST,8.8.8.8,icmp
24924c2e-1605-4de9-8cb2-443ec5605ca0,ST,9.9.9.9,icmp
01199bfc-bf91-4798-a0b9-8ec33eed2dc1,KE,1.1.1.1,icmp
8bb2416d-fa38-4289-ad27-a59aeb733288,KE,8.8.8.8,icmp
78cb7d96-97fb-4a7b-855b-974a5e161f5f,KE,9.9.9.9,icmp
2a4846f1-3da3-49ad-969e-7bbc68e33946,MG,1.1.1.1,icmp
7f816459-8526-4546-8937-0099757be846,MG,8.8.8.8,icmp
6ecdded3-e8a6-4ded-8090-357903b72c16,MG,9.9.9.9,icmp
6f5e4984-cbf4-41ce-a27b-52eb453bb5a8,MU,1.1.1.1,icmp
7030fb5e-a765-458e-b23f-fd84cf8ab1d1,MU,8.8.8.8,icmp
0eb17b1e-62bf-4e35-a340-8e422112bd47,MU,9.9.9.9,icmp
ccb3d0d0-37d0-4f1d-bd06-9887d7664d91,MW,1.1.1.1,icmp
c34ba1c0-80df-49db-b4bc-4db26eb0af59,MW,8.8.8.8,icmp
342a3a08-4874-4dba-ba05-ecb919b1d34f,MW,9.9.9.9,icmp
b05499ab-a48c-4d02-a55f-7d8b66d2d411,MZ,1.1.1.1,icmp
1b078d53-7574-4c2b-b071-52ed9d14007e,MZ,8.8.8.8,icmp
e067eafa-5b7c-4b00-9e61-9b16c855aec9,MZ,9.9.9.9,icmp
0f40fdc0-fc7e-4b63-ac81-d32e7c8efd73,RE,1.1.1.1,icmp
6afb79d4-fbf8-49ef-b2e6-ffa9531ddebb,RE,8.8.8.8,icmp
c2a8629e-7cf3-4891-8116-6735082fd788,RE,9.9.9.9,icmp
ef23cfee-1844-46b7-8fda-f98b03957a25,RW,1.1.1.1,icmp
40a1f0e5-d5a2-4dce-9e3a-6e708320f7cb,RW,8.8.8.8,icmp
eef919de-9301-493e-92d1-8127bf6487bd,RW,9.9.9.9,icmp
20e20870-a739-4bb8-bc59-1800cd5cb5ce,SC,1.1.1.1,icmp
92b701c9-6188-49bf-a304-3f8dd690ca12,SC,8.8.8.8,icmp
5a8d30dd-71e4-47de-9d33-d9b449f6d39c,SC,9.9.9.9,icmp
d4bd1fad-f4a7-4176-8c87-b041fee60401,SO,1.1.1.1,icmp
75b46dec-6116-4dbf-a3ab-e75fdde49615,SO,8.8.8.8,icmp
1d900ca5-db91-4755-9241-589fef345dec,SO,9.9.9.9,icmp
95e1b4b2-fb59-4eda-8d6b-fc51420c547e,UG,1.1.1.1,icmp
b49c95fe-1b28-4eb7-a04d-797073432dd0,UG,8.8.8.8,icmp
6dfa70b1-7078-42d2-8b2c-66550f05a829,UG,9.9.9.9,icmp
e3be3f05-eacf-49f0-8bfb-ffad0fb3f66b,LS,1.1.1.1,icmp
c5fa972d-cd60-47a0-8a69-700167b6d38e,LS,8.8.8.8,icmp
92926fc5-ad06-4cc4-bb8a-b68ede8a92a3,LS,9.9.9.9,icmp
806e4f0b-c4b6-491e-86d9-9124ded905f8,NA,1.1.1.1,icmp
a87cb179-f327-4b83-8948-16e8251a2539,NA,8.8.8.8,icmp
6f7d45d4-8adb-4170-a464-bbbe58c624dd,NA,9.9.9.9,icmp
6516f7dc-969f-4e65-a6a2-37155efd192d,SZ,1.1.1.1,icmp
182ab0b7-0e87-4df5-a85c-ad9cb19bcc61,SZ,8.8.8.8,icmp
8f81309b-acf7-49ec-8147-889440b270ad,SZ,9.9.9.9,icmp
9dee45d2-d05f-47c3-aa22-1bf0fb4fc40f,ZA,1.1.1.1,icmp
6380e31a-6c56-4995-8d96-b16f926aac10,ZA,8.8.8.8,icmp
fb6d1ab6-4fea-4a01-b001-5fd8fa56b833,ZA,9.9.9.9,icmp
f491f88b-fed6-4e7c-a8c9-e3ef03c86950,DZ,1.1.1.1,icmp
c90e4ea2-03e6-46c2-b901-cf172d41916f,DZ,8.8.8.8,icmp
457fc98f-549e-43c4-8270-0fb1926f848f,DZ,9.9.9.9,icmp
6e5df94c-76ad-480c-8830-7d8a40196bda,EH,1.1.1.1,icmp
fb77a682-f1a7-4e60-8977-7462db8ea07d,EH,8.8.8.8,icmp
fe41f43f-08ff-4eba-b34f-8dab90c7e3a6,EH,9.9.9.9,icmp
a4d0322e-9bb4-4e3f-af1d-35604b6220d0,LY,1.1.1.1,icmp
9b33168b-b64e-4185-b7c4-99793868afe8,LY,8.8.8.8,icmp
2f23fa20-7a69-43dd-aabe-dcfc3926c3e1,LY,9.9.9.9,icmp
9f5de93b-316a-46c8-a0fb-b613f6ea4db5,BF,1.1.1.1,icmp
2a9de89f-03c7-4378-9c73-fd9b4e2821ed,BF,8.8.8.8,icmp
8b65b6bc-4912-4a4e-86ea-02e7ade7df07,BF,9.9.9.9,icmp
f94708d2-e29a-4950-bf60-5f2e35904cd1,SH,1.1.1.1,icmp
68e1804a-0fc0-4135-8321-4788574cdcc8,SH,8.8.8.8,icmp
48a73cf5-b1b6-497b-b148-7634a67b9f6f,SH,9.9.9.9,icmp
cddee3d0-e836-4ce1-ad99-50c9b494e4ed,CD,1.1.1.1,icmp
4bd703c4-610f-4118-aeca-71b7a9a59a50,CD,8.8.8.8,icmp
0f1490f4-679b-4a91-977a-a0e8138bc213,CD,9.9.9.9,icmp
67f25f0a-2707-429a-bb2b-73b90545d916,TZ,1.1.1.1,icmp
aacc4fd5-edbf-47ab-9b24-d90a8ab8c776,TZ,8.8.8.8,icmp
f15d6f99-04ab-4830-b127-1a7de4e4dd4b,TZ,9.9.9.9,icmp
7f0467da-b9ef-44f5-b1c3-e21df431f750,YT,1.1.1.1,icmp
cc134869-8801-4bce-bcad-395af48c3310,YT,8.8.8.8,icmp
66e25e14-5426-470a-b7ed-a3fcb88cd464,YT,9.9.9.9,icmp
692df3a5-702f-48de-88f3-da4e112555ff,ZM,1.1.1.1,icmp
a7b398a7-2b38-4a16-887a-6cc42fff670d,ZM,8.8.8.8,icmp
8c1d05ef-2b45-410b-9a6a-96234fc12998,ZM,9.9.9.9,icmp
ac49c476-8147-40d8-b462-ba7bd5aa8317,ZW,1.1.1.1,icmp
aea15f9e-9e56-456f-8818-cda2a86c5a37,ZW,8.8.8.8,icmp
e095facb-850c-43f3-8b2b-4f1870e13b6c,ZW,9.9.9.9,icmp
