testid,cc,server,ping_type
db8c14c3-6d6b-44cc-b543-6d025a48b641,BI,1.1.1.1,icmp
1759cba0-7358-4681-ab95-02bab6cf4ea4,BI,8.8.8.8,icmp
c7984607-4325-458a-9092-bc2e092b24ed,BI,9.9.9.9,icmp
5dfc9c4f-8d98-4537-b749-07120da4ceac,DJ,1.1.1.1,icmp
a05191d4-d463-477e-aac9-e3245f61fb91,DJ,8.8.8.8,icmp
77e00575-5e2f-4ae3-b7b2-4cfe45adf14b,DJ,9.9.9.9,icmp
8d4f8e9e-a50d-4ae6-85ff-08ad32bc18d7,ER,1.1.1.1,icmp
fffedc69-9bd9-4052-aac3-3ebb1005e3db,ER,8.8.8.8,icmp
39cf75b0-9aa0-4917-85e4-c31f16931b17,ER,9.9.9.9,icmp
72970ff0-6f80-40b3-8e0f-dbded5228590,ET,1.1.1.1,icmp
dd58b86c-92cd-4e46-93bb-f6dcf08068c3,ET,8.8.8.8,icmp
4f6e4197-36ff-472f-ad29-d027f2753ecd,ET,9.9.9.9,icmp
065d1f5d-f7e4-4da9-832f-001dad7ff21e,KM,1.1.1.1,icmp
3594efdf-f81f-4eb8-a4e9-30e5b7ac15a9,KM,8.8.8.8,icmp
b8018f15-2e6f-44ea-a968-198b8ef29989,KM,9.9.9.9,icmp
c2eb9c6c-60a1-4b98-9372-304a3e3fabe3,BW,1.1.1.1,icmp
41ed85bf-ae97-4654-8d93-09204beb1f39,BW,8.8.8.8,icmp
fe284418-c59c-46cb-ba3b-f595233b5b7a,BW,9.9.9.9,icmp
130163df-3f05-4fbd-956c-9eab3609dc1c,MA,1.1.1.1,icmp
265c9d15-2d51-4ac0-98f3-c82c50e6631d,MA,8.8.8.8,icmp
30670b51-c138-4f36-b0bd-6f7ef71a160d,MA,9.9.9.9,icmp
38e2aba3-44b6-4825-8e06-4d2d28d65306,SD,1.1.1.1,icmp
801ce9b4-2fcb-4ca6-ada2-f0cc6bf599c6,SD,8.8.8.8,icmp
646f416d-d6e1-43d4-b7e3-dc6524ed0a17,SD,9.9.9.9,icmp
bcb20d0a-e763-4518-9ac2-887186123db7,TN,1.1.1.1,icmp
24bc0a0e-6997-4edb-9203-968fa520aa61,TN,8.8.8.8,icmp
1642d0f1-5fa7-45d5-8856-a3f17b987405,TN,9.9.9.9,icmp
1a40ab8e-8608-4718-858f-61affec405b5,LR,1.1.1.1,icmp
4bb086f6-3011-407f-b62a-2f9ddb9976b6,LR,8.8.8.8,icmp
65c2e2f3-8871-461b-be96-7ed49afd90a3,LR,9.9.9.9,icmp
dbcee1c0-cbf6-46ce-9699-3d30be0a715c,ML,1.1.1.1,icmp
251f2515-9191-4cac-8968-5405d0429030,ML,8.8.8.8,icmp
19549c60-c2a8-4de0-9cbe-3dec7a13664b,ML,9.9.9.9,icmp
cb85fd3c-4cf7-4203-b079-84b3db0bb29b,MR,1.1.1.1,icmp
b857ed65-25fa-4247-83d1-0d250efe5e35,MR,8.8.8.8,icmp
3b026b44-8cf5-4025-be2e-19574142c83c,MR,9.9.9.9,icmp
da3df7da-30a9-47c7-a8d2-330c3eba7217,NE,1.1.1.1,icmp
c3824759-e292-4c56-8886-1ba717b9a27d,NE,8.8.8.8,icmp
26eaa39f-f7fc-41ac-9d22-4eb6c141c096,NE,9.9.9.9,icmp
f41afb99-1d35-44ed-a050-0a352f904a0f,NG,1.1.1.1,icmp
413fbfd5-c77b-4817-85e9-0dacb1d84545,NG,8.8.8.8,icmp
e485ab86-30a4-40e8-8be5-44e67c1a3ded,NG,9.9.9.9,icmp
38d64921-f87e-44dd-905c-6fc3b46ac84f,SL,1.1.1.1,icmp
31d9fe8e-6898-429c-8fef-d58c90b511eb,SL,8.8.8.8,icmp
fec342eb-1452-49de-9cbe-56374e2413e6,SL,9.9.9.9,icmp
80aece8c-c991-471d-8b22-dab3b1757688,SN,1.1.1.1,icmp
fb6fb039-22f3-445d-9f86-945f91a40cad,SN,8.8.8.8,icmp
ffabc4aa-b3cd-46dc-8ff5-6c76f26b0314,SN,9.9.9.9,icmp
a348a971-59b9-4b23-b433-1846ff3c81e1,TG,1.1.1.1,icmp
b97d05be-3153-45d7-a4ff-a289b89d26c3,TG,8.8.8.8,icmp
516ea889-eac4-4139-9473-281c7a7d744a,TG,9.9.9.9,icmp
f8910819-a0fd-4f99-88d9-15ca2ab3e903,ST,1.1.1.1,icmp
d5f0a143-99c7-40b5-ad8f-a6ba22932f86,ST,8.8.8.8,icmp
23b7bef0-76b4-4b25-9120-296010ffe81b,ST,9.9.9.9,icmp
abdd18ee-6667-44cc-be6b-e2d346653271,KE,1.1.1.1,icmp
3ee9cbc2-5b46-4e47-8bf0-363b54b7341a,KE,8.8.8.8,icmp
9e8f980c-4402-4209-be44-f472bdaea362,KE,9.9.9.9,icmp
954e5b0e-2e76-4b4c-b0e2-5c9f6b1e9faa,MG,1.1.1.1,icmp
d94da922-1dcf-4548-bc4e-e5ceefb435ea,MG,8.8.8.8,icmp
6fbc7c29-8dbc-4d7e-8509-83d0ab904ef2,MG,9.9.9.9,icmp
344bc58d-c8fb-49cd-90cb-ab988439adf1,MU,1.1.1.1,icmp
fa745f33-33b6-4eda-be3f-1a0ede49b5c6,MU,8.8.8.8,icmp
742701e6-08ee-4bad-834c-d183d2e32ba5,MU,9.9.9.9,icmp
2ada000a-60cb-416a-94eb-8c8533468bae,MW,1.1.1.1,icmp
2566e297-8c9d-4771-ab37-b690e83f31aa,MW,8.8.8.8,icmp
90214289-ab5b-42c4-bace-d379af96cc9a,MW,9.9.9.9,icmp
20e94f8c-ea6c-4052-a39b-e4a053f39ce1,MZ,1.1.1.1,icmp
a4c616b2-540e-4923-92c4-aa30168787d7,MZ,8.8.8.8,icmp
7371ab12-ba09-4fa2-bd01-8da0fc9ad0fd,MZ,9.9.9.9,icmp
3fc0c03b-25f4-4223-9a41-8ddaadda6151,RE,1.1.1.1,icmp
4d695f14-b610-42c9-890a-3a8fb887dc78,RE,8.8.8.8,icmp
21bc4377-78e8-4e74-985e-912288e999a0,RE,9.9.9.9,icmp
921695a0-1f3a-4da1-a7e9-bf83ceb7420a,RW,1.1.1.1,icmp
a98750db-2e38-4863-90fe-502c12f9d372,RW,8.8.8.8,icmp
778cf9bd-e33d-4a70-a952-a1eb7db9824c,RW,9.9.9.9,icmp
30763ccf-94f3-483c-92da-c966aa346cbf,SC,1.1.1.1,icmp
5b762f83-f74c-45b5-b8be-9275ee4f7b7a,SC,8.8.8.8,icmp
d1e1bed3-6f83-44c8-adcf-cc6a50cb4145,SC,9.9.9.9,icmp
5f4a22eb-d6cb-4733-a535-8f6a247aa10e,SO,1.1.1.1,icmp
a51ba2a1-c75a-4430-8552-c76533383373,SO,8.8.8.8,icmp
df5b605c-a0e1-4492-b1b7-b1c7e5b2e456,SO,9.9.9.9,icmp
5dec004e-560d-49bb-97a3-8cc4ea029b98,UG,1.1.1.1,icmp
b6c98cc9-6613-474d-bd42-8e7db816b967,UG,8.8.8.8,icmp
2278db20-41a9-42fe-a949-2b836deec54d,UG,9.9.9.9,icmp
db55fb8b-9f67-462a-b311-449ae83c67c9,LS,1.1.1.1,icmp
cd87828f-9085-4b97-86c9-6db5a819f1a4,LS,8.8.8.8,icmp
9c117078-cef1-4e2a-bca2-0e311416e51f,LS,9.9.9.9,icmp
e638a7ab-af1a-44a7-b2a4-b3475affe71d,NA,1.1.1.1,icmp
bfad4de4-274c-4ab6-832c-477679a4c9f0,NA,8.8.8.8,icmp
82011e65-135d-4837-a4d0-002743385d44,NA,9.9.9.9,icmp
1c57956f-218b-455c-9575-8f273fefc081,SZ,1.1.1.1,icmp
a7f1503d-6cb7-4c26-bff3-066915ad2644,SZ,8.8.8.8,icmp
326c8b08-d1c2-4d2a-9533-28fdcf0fe71c,SZ,9.9.9.9,icmp
19c057ae-013e-438a-ba09-1deb7e77b66a,ZA,1.1.1.1,icmp
b3cf0b63-4958-43bd-9ac1-ac96d3285311,ZA,8.8.8.8,icmp
edcf6f45-f551-4460-8f84-a38ceae3e349,ZA,9.9.9.9,icmp
4e526575-bfb6-4bac-9bd3-ca832018a254,DZ,1.1.1.1,icmp
ad221f28-ceff-4c08-9e9a-68dfd0243d7a,DZ,8.8.8.8,icmp
b076a586-da43-403a-9546-728e07ff21c7,DZ,9.9.9.9,icmp
b79f3aff-80ae-4646-afd0-fe4e7f9ad417,EH,1.1.1.1,icmp
e5cadb82-bb0a-41db-9dd5-496e20559c9b,EH,8.8.8.8,icmp
190cfaae-548a-4bf9-aa6e-bb14cccc6feb,EH,9.9.9.9,icmp
a7bdbb96-112d-4573-a9d4-d3b9e4445dae,LY,1.1.1.1,icmp
34262bf9-e84c-4904-9077-d906bb9a3aa4,LY,8.8.8.8,icmp
4a0d6a6c-46f9-4c13-b843-4fb7db7f4bd1,LY,9.9.9.9,icmp
1565db99-aa34-4529-9249-15415eaf4cdf,BF,1.1.1.1,icmp
5775bc4b-2ba2-4a67-b947-c1c93d06443a,BF,8.8.8.8,icmp
e7632c9f-69b9-48fa-9a8c-dda67c4c411e,BF,9.9.9.9,icmp
cf8547ae-00bc-4a48-9afb-bfd91c1db825,SH,1.1.1.1,icmp
8f00dbea-1cf9-4fca-99b1-f2416058e05b,SH,8.8.8.8,icmp
c66cbfed-8e15-489c-a795-984d13986e89,SH,9.9.9.9,icmp
f5120cc6-99b6-4086-a560-4b667b833aa1,CD,1.1.1.1,icmp
4374a8aa-3744-4806-b9ef-f615bd251a9a,CD,8.8.8.8,icmp
ba68f3dd-48d7-4253-a3a7-b1a37629480f,CD,9.9.9.9,icmp
785d7227-4bb5-4187-86d1-3d211a586f8c,TZ,1.1.1.1,icmp
c9047b6c-bbdd-4c8e-a34c-ed5c94d6ac4b,TZ,8.8.8.8,icmp
178f1676-aa40-41b2-a8ec-91ee123da9d1,TZ,9.9.9.9,icmp
62aaa3ab-409f-415c-ad21-2778b7b8e0bf,YT,1.1.1.1,icmp
48851714-c915-46f0-814e-649cadff70f7,YT,8.8.8.8,icmp
b3184fa9-f8e2-47d0-93df-5ee68d871ff9,YT,9.9.9.9,icmp
12b066a4-2c51-4ad6-9b0a-526b6934d42b,ZM,1.1.1.1,icmp
46c7f3a9-b208-48cb-be2d-73641cc34cbe,ZM,8.8.8.8,icmp
c2723095-0bf7-4900-8024-7af3ae4d76a9,ZM,9.9.9.9,icmp
e241b24f-87cd-4e91-842f-e2a7557d9339,ZW,1.1.1.1,icmp
3517e481-1221-46fd-8203-1442b2504fed,ZW,8.8.8.8,icmp
fa5371c8-dd1a-489a-aef9-9add0a93c5f5,ZW,9.9.9.9,icmp
