testid,cc,server
03874ee7-0956-42de-918c-6596e1e60281,TN,1.1.1.1
26a7d27d-017e-44db-83a5-5f7b602660fb,TN,8.8.8.8
83a0b045-d32b-4166-b56e-228bab6f5c90,TN,9.9.9.9
6f087797-c451-4cdb-8e9d-6cb25641d303,LR,1.1.1.1
324da429-f874-4484-94fe-3fb4773c989a,LR,8.8.8.8
08c0149e-4654-4893-85b1-f0cd011abf0b,LR,9.9.9.9
78bfa610-2a82-422b-a7cc-309028a55a43,ML,1.1.1.1
f1807495-5502-40f7-91ee-1f73f79c14f5,ML,8.8.8.8
418ddae3-aa64-4641-bae7-43bdaaeae816,ML,9.9.9.9
b1b6e73f-a618-4987-a0cc-5ceb280da302,MR,1.1.1.1
44a13512-4c35-4f84-b837-dc5d08c817cd,MR,8.8.8.8
f415a07e-7107-4051-b716-8895f83388ad,MR,9.9.9.9
fc6e6491-42a7-42a9-9809-9778f6ac1145,NE,1.1.1.1
97d86742-8856-405a-a641-5163f2aa9345,NE,8.8.8.8
014256db-cd6a-414d-b89b-5050be97f216,NE,9.9.9.9
58844795-e6da-4e6c-87da-bc20eed942ff,NG,1.1.1.1
7c653adc-5a82-4041-8eaa-dccd93849e4f,NG,8.8.8.8
1283d1ad-74ef-4ac9-8c33-377f7f24e508,NG,9.9.9.9
1b8fc814-4425-41ce-a000-37051ea4ee38,SL,1.1.1.1
282ae237-bd5f-4b68-9e1e-6413fa2d6e26,SL,8.8.8.8
63932dd5-21cc-49d5-a31b-f14d027c12bf,SL,9.9.9.9
2b116891-6989-453b-aa62-de2132c66664,SN,1.1.1.1
45974603-15e5-4b46-b939-d0dafeb11523,SN,8.8.8.8
adade369-0a0b-4426-944b-ca1cc3285e5f,SN,9.9.9.9
b5536989-0ca9-4a1a-9261-5388484d6958,TG,1.1.1.1
24a9ff27-d840-4583-81f8-4a5bb299c6d1,TG,8.8.8.8
d62d236b-c1ef-4aee-9034-4b530e92be64,TG,9.9.9.9
871e9707-2728-447a-9d8a-cbb0ae5f1d40,ST,1.1.1.1
acd7c911-9ed5-4dc2-9b65-273142774839,ST,8.8.8.8
31ab3301-92bd-48f0-899e-7fdf417e8878,ST,9.9.9.9
1a955e8d-2a1d-4317-abeb-c9438dc81e23,KE,1.1.1.1
4c25641b-131d-4acb-ab7a-1c5ec888a76a,KE,8.8.8.8
be308c6b-27e5-4750-a3a1-1f396ace19c2,KE,9.9.9.9
190da43f-0aa5-4618-baa1-798f59925348,MG,1.1.1.1
929d51bd-9736-4fde-a08c-efbf3de6aea6,MG,8.8.8.8
47f87b74-4f19-4d5b-a702-f863a6bff883,MG,9.9.9.9
03c748f1-9c15-488a-be16-cf94dd5561b4,MU,1.1.1.1
89f60328-b921-4cdb-8c33-029c7e6af9a2,MU,8.8.8.8
354cb1f1-a82c-459d-809e-89a6efea7ba3,MU,9.9.9.9
e35c3814-333f-4d2f-8b40-2613eb445760,MW,1.1.1.1
61c4545d-15cb-4e75-9e1b-355193658f10,MW,8.8.8.8
f88c9204-6eaf-4075-a9a4-6854dc711e4d,MW,9.9.9.9
d32b6f64-83d2-4b39-8399-73b8dcfa39bb,MZ,1.1.1.1
56ac3bc5-8308-4bea-99b6-4043f54cb4ce,MZ,8.8.8.8
8335a148-2ed9-4cfa-a68f-24b335d139cd,MZ,9.9.9.9
2961a909-c4ff-4ec5-ace6-47e166066987,RE,1.1.1.1
25872a2c-1e5c-409c-ba85-f00213bdbb65,RE,8.8.8.8
5c135e48-c42e-48d4-86ba-9e686462528a,RE,9.9.9.9
42eb4108-692e-4577-962b-3397e8e9f07a,RW,1.1.1.1
68f4a806-c8e1-497d-8035-e43c45515dac,RW,8.8.8.8
83cef454-83fb-4642-9cde-723715cf3455,RW,9.9.9.9
ee08d079-3421-46e3-bd9d-e804f0e01dc2,SC,1.1.1.1
3154ef27-ab1f-4689-b60f-fc6cdce3e5eb,SC,8.8.8.8
e764a845-02bd-46e4-a43c-0105f43ff5fb,SC,9.9.9.9
228db34f-bc5b-47ba-9126-610432506dd0,SO,1.1.1.1
1b7daf9d-9995-4a1b-9579-d8d0b737568b,SO,8.8.8.8
1b535abc-9708-47c8-b03c-61df60757f1f,SO,9.9.9.9
d422c534-d713-4807-9bd8-c86797f91d07,UG,1.1.1.1
ab2a8247-836a-4bf3-8d3c-3b83cbcab15d,UG,8.8.8.8
76ce6f66-b788-40f4-abbd-1bd6a2d1ce90,UG,9.9.9.9
10a74227-0d4a-48e7-9bc2-92e3f69cfd03,LS,1.1.1.1
e43d02f7-458f-4df6-aea6-67fad16dd686,LS,8.8.8.8
e041fa13-665a-4dc1-91a8-dacfa599aa62,LS,9.9.9.9
80eeb70b-517d-46dc-aaa4-7d8b6a850bd6,NA,1.1.1.1
ac06aff3-e2a7-4c78-81e5-55d095a7f87b,NA,8.8.8.8
88c03d65-0d81-4177-980d-6a2abe713cf1,NA,9.9.9.9
b799ada1-1fe4-460e-870e-b76a9dfbdc35,SZ,1.1.1.1
7c8b32bf-8582-41a6-be2d-3862e880b34c,SZ,8.8.8.8
296dcb9b-d543-4e55-9c8b-f3b1eb2546b8,SZ,9.9.9.9
1c272fa3-9851-483c-ba5c-f0a1f951ed0c,ZA,1.1.1.1
6894ade5-31b0-4639-8f71-ab543123eeab,ZA,8.8.8.8
db7f736e-9c79-4383-bbe8-014032a220ec,ZA,9.9.9.9
154ef078-292f-4f81-a3f6-300f40bf0f32,DZ,1.1.1.1
0e07d1f2-d02e-4abd-8a88-1bca5d1e5e7d,DZ,8.8.8.8
915b8ade-c9e0-4bbe-aa79-065adc0a0dee,DZ,9.9.9.9
09dd613a-bffa-4bcd-a690-bc792d9fb8c3,EH,1.1.1.1
969810da-4403-493e-9382-92164b0f360b,EH,8.8.8.8
60bef028-2455-42a2-b78d-15c139024bd7,EH,9.9.9.9
179ef636-c73f-4b9b-88df-698d4afc8860,LY,1.1.1.1
207bbf84-44b9-4638-bb2b-7289df9f23e6,LY,8.8.8.8
a7d03d92-1b06-4783-b394-7b9379ded14f,LY,9.9.9.9
9b33c800-3159-450f-8be6-f9e694ecc7cb,BF,1.1.1.1
79cf28cc-e87b-451f-abfb-bcbf8238bef4,BF,8.8.8.8
5b613248-3e40-4366-aeec-ea04653051f2,BF,9.9.9.9
c0a9dada-940c-4e68-af9b-76f90110f4d1,SH,1.1.1.1
4244c511-b8a6-496a-851b-070c069b2e17,SH,8.8.8.8
aaa3c2d6-2bcf-42c1-badd-f2ad78ba3839,SH,9.9.9.9
249e510e-36b4-4017-ac3e-ebb26530b40a,CD,1.1.1.1
4e0344ec-7d6f-44c3-9866-f7fe8857db75,CD,8.8.8.8
8844fa29-7211-430f-b9f9-0248e1211f94,CD,9.9.9.9
fbbda9a8-6f5b-4cb0-9d4c-726fed086028,TZ,1.1.1.1
9472d79c-29ac-4cb9-b18b-c73a9129d8af,TZ,8.8.8.8
3fdde7dd-4a59-4906-b1dc-56abd8583b40,TZ,9.9.9.9
218dc03b-ab45-44a0-8366-e715abbdc965,YT,1.1.1.1
96412bf6-4abd-480c-a919-39376104e688,YT,8.8.8.8
d2ebc2f1-89d3-484f-a25e-037299c2d665,YT,9.9.9.9
b88520eb-37bb-4a26-baff-45928adb81cc,ZM,1.1.1.1
5876308d-8861-4a44-bef3-eef44b03304a,ZM,8.8.8.8
cdbccec4-a25f-40db-9f2d-036b16987b39,ZM,9.9.9.9
8a4df8ce-0758-40ab-8f82-2cd9e3fb6a18,ZW,1.1.1.1
d55088bd-7c6b-4a32-b139-2dcba39fe8ea,ZW,8.8.8.8
b73f8352-6c59-4b8f-8ac8-dea156a62b14,ZW,9.9.9.9
