testid,cc,server
8ce10df1-9d6b-45f0-8b37-3972a2e9038c,MG,8.8.8.8
1155a07a-31c2-4e20-ae60-d0477b031600,MG,9.9.9.9
ab12d699-78cc-4087-bb19-07ce9de1b2d7,MU,1.1.1.1
1120ea8e-c42e-4ed7-adca-df5f6ad0d30e,MU,8.8.8.8
baef6d86-699a-4dfb-ac3b-7a44c97f6c3e,MU,9.9.9.9
45e5aad8-0822-4c95-964a-df947421f00d,MW,1.1.1.1
21c28540-707b-4cfb-bd94-d4501db5f7ed,MW,8.8.8.8
64fbedaa-9504-40ce-b82c-746265ea7322,MW,9.9.9.9
cd8314f8-f6ca-4bf0-9631-3d513b4f0607,MZ,1.1.1.1
32bbc663-3f06-45a6-970e-9341811ea98b,MZ,8.8.8.8
096c43aa-529c-41ae-a576-24836eaac7e0,MZ,9.9.9.9
63a607e7-5f4b-40f4-bc99-4fb6719da4dd,RE,1.1.1.1
4c53464c-6946-49f7-ac39-d0c37f9658e2,RE,8.8.8.8
7c5196ad-8535-4b56-a9eb-a650f42a75ea,RE,9.9.9.9
e64daf19-fb32-441b-85c7-cc7b350a038c,RW,1.1.1.1
fe1278f6-71af-495e-b4db-5ed2ccf842fe,RW,8.8.8.8
df554d58-2482-4644-972f-136a1e884b9f,RW,9.9.9.9
c2241b0a-87f7-4d5b-8f0e-4c1e109b31e5,SC,1.1.1.1
ac51e701-a4e8-430e-aee6-d6d5d38f2a15,SC,8.8.8.8
883386b3-829c-40df-aba4-d43a3520021c,SC,9.9.9.9
96bef16a-40b8-402e-a339-225e1a479f3f,SO,1.1.1.1
7ef85367-9723-4b86-9743-79a2f4247112,SO,8.8.8.8
ada3fc61-3f0d-4a70-b90b-24e6825fec66,SO,9.9.9.9
3148e0d0-1ef9-49a5-8c44-069c0f534564,UG,1.1.1.1
f0e3304f-971a-42c9-899c-398deed0266e,UG,8.8.8.8
219376a7-9be9-4b58-8ac5-d03cc653ace5,UG,9.9.9.9
5bd9521f-b72c-4467-a1e1-ef3dea9a44a4,LS,1.1.1.1
6beb0b13-116e-4c69-89cc-0f9ac247d54c,LS,8.8.8.8
ebfed961-4739-4db0-bdd1-bb99b170a449,LS,9.9.9.9
7aed5c64-6b7c-4a77-b285-bcc7b1d4c48d,NA,1.1.1.1
78da1496-434e-4001-995a-b5056aa1905f,NA,8.8.8.8
4146cedf-ce3e-440c-802b-e4f5134981e1,NA,9.9.9.9
a6d4673c-e0b3-4ebf-8693-ddf8842a9227,SZ,1.1.1.1
538372ec-c42d-419b-8e71-373469793860,SZ,8.8.8.8
2ca876c3-8389-4813-b22b-fa0802ab4503,SZ,9.9.9.9
4ee02322-cd10-495a-8908-d1f2882544d7,ZA,1.1.1.1
81eae536-8571-457b-8b9d-021de2034989,ZA,8.8.8.8
41ef957a-e0d6-4e03-a6f5-c6d099ba2f77,ZA,9.9.9.9
3b33a8ef-9c4a-416d-8fa6-d63ad2abdb5b,DZ,1.1.1.1
2963b964-1c5d-45df-8346-da8e32515982,DZ,8.8.8.8
a0df3240-36ee-4f57-8819-f24c06b677d9,DZ,9.9.9.9
1ea034f7-62c5-46d5-94e7-a158ef4c8702,EH,1.1.1.1
bd552698-bdb0-401d-b468-29cb62db28d5,EH,8.8.8.8
ea38803e-0c36-4919-8878-53f92335e159,EH,9.9.9.9
be44f499-21bc-4796-b3f9-98227d14ecce,LY,1.1.1.1
84c9a9ba-5687-4587-9815-ee077c8c3f6c,LY,8.8.8.8
3eb741d0-d2c8-4b74-ac4c-fa9d2a0a608d,LY,9.9.9.9
fbf3ee42-b932-440b-9913-249b39725a87,BF,1.1.1.1
dbdc3fb1-4ab1-4493-99db-dbbbf64af9da,BF,8.8.8.8
c8932073-8718-4ba2-83b2-2a86a51243ca,BF,9.9.9.9
c107427a-dff5-47cc-9429-055a056f4fa8,SH,1.1.1.1
761f3573-6f11-43ca-adc0-20c1df8253a5,SH,8.8.8.8
7ca8908f-9aea-4402-ab19-17551d1cd22a,SH,9.9.9.9
b3b9ba6d-d4d9-4429-864a-02cc168f287d,CD,1.1.1.1
6d79a9da-4ab6-4433-aff1-01d7b57b6a96,CD,8.8.8.8
2a03efac-6100-4b17-ad4c-aa8952a21a91,CD,9.9.9.9
a8d1342b-662d-4efd-94d6-a3118f0a88cd,TZ,1.1.1.1
d151e7d3-1db2-4f40-b8dc-e340c2f0f9c6,TZ,8.8.8.8
0af1fd05-1429-4137-8b1b-060667a42631,TZ,9.9.9.9
2ef24c96-98d6-470b-a677-ff6f22328cbe,YT,1.1.1.1
46fe55d5-0868-4bb8-a253-6e708143dd86,YT,8.8.8.8
b8348d46-b71c-4ef8-b5d7-8be89b231998,YT,9.9.9.9
7ca41ffb-7e69-41a2-b0ca-a9d17b58a4eb,ZM,1.1.1.1
c68e5c9d-b1db-4223-8754-5d390f16f488,ZM,8.8.8.8
72840f07-9f59-4641-b39c-3a3388deed32,ZM,9.9.9.9
ae32f887-766f-4fea-962e-ceb8cd822817,ZW,1.1.1.1
e8930068-c978-4314-82bc-252f046ac2c1,ZW,8.8.8.8
90e4b481-2623-44ef-89e0-7dc0de5ebd6b,ZW,9.9.9.9
