ASN,ConnectionType,CountryCode,DNSResolver,srcIPAddress,Network,Platform,ProbeID,TestDateTime,dstIPAddress,HostName,hop_id,hop_name,hop_ip,rtt1,rtt2,rtt3
24835,WIFI,EG,62.240.113.124,196.221.137.114,Vodafone Egypt,ANDROID,aa0a8c05-5ed7-4166-84e2-3af6377bbf8c,/Date(1562112177509+0000)/,62.240.113.124,62.240.113.124,1,,197.133.96.3,14,18,28
24835,WIFI,EG,62.240.113.124,196.221.137.114,Vodafone Egypt,ANDROID,aa0a8c05-5ed7-4166-84e2-3af6377bbf8c,/Date(1562112177509+0000)/,62.240.113.124,62.240.113.124,2,,172.31.139.25,24,18,19
24835,WIFI,EG,62.240.113.124,196.221.137.114,Vodafone Egypt,ANDROID,aa0a8c05-5ed7-4166-84e2-3af6377bbf8c,/Date(1562112177509+0000)/,62.240.113.124,62.240.113.124,3,,62.240.113.124,21,13,18
24835,WIFI,EG,62.240.113.124,196.221.137.114,Vodafone Egypt,ANDROID,aa0a8c05-5ed7-4166-84e2-3af6377bbf8c,/Date(1562112177425+0000)/,62.240.113.124,62.240.113.124,1,,197.133.96.3,13,18,18
24835,WIFI,EG,62.240.113.124,196.221.137.114,Vodafone Egypt,ANDROID,aa0a8c05-5ed7-4166-84e2-3af6377bbf8c,/Date(1562112177425+0000)/,62.240.113.124,62.240.113.124,2,,172.31.139.25,21,18,18
24835,WIFI,EG,62.240.113.124,196.221.137.114,Vodafone Egypt,ANDROID,aa0a8c05-5ed7-4166-84e2-3af6377bbf8c,/Date(1562112177425+0000)/,62.240.113.124,62.240.113.124,3,,62.240.113.124,14,18,18
24835,WIFI,EG,62.240.113.124,196.221.137.114,Vodafone Egypt,ANDROID,aa0a8c05-5ed7-4166-84e2-3af6377bbf8c,/Date(1562112177554+0000)/,62.240.113.124,62.240.113.124,1,,197.133.96.3,17,18,18
24835,WIFI,EG,62.240.113.124,196.221.137.114,Vodafone Egypt,ANDROID,aa0a8c05-5ed7-4166-84e2-3af6377bbf8c,/Date(1562112177554+0000)/,62.240.113.124,62.240.113.124,2,,172.31.139.25,22,18,18
24835,WIFI,EG,62.240.113.124,196.221.137.114,Vodafone Egypt,ANDROID,aa0a8c05-5ed7-4166-84e2-3af6377bbf8c,/Date(1562112177554+0000)/,62.240.113.124,62.240.113.124,3,,62.240.113.124,14,18,28
8452,WIFI,EG,156.200.40.42,197.45.9.159,TE Data,ANDROID,c08121c2-2ab4-4d21-b992-4fb2b56ee64f,/Date(1562112273709+0000)/,156.200.40.42,host-156.200.42.40-static.tedata.net,1,host-197.41.0.1.tedata.net,197.41.0.1,30,45,52
8452,WIFI,EG,156.200.40.42,197.45.9.159,TE Data,ANDROID,c08121c2-2ab4-4d21-b992-4fb2b56ee64f,/Date(1562112273709+0000)/,156.200.40.42,host-156.200.42.40-static.tedata.net,2,,10.36.22.29,31,48,37
8452,WIFI,EG,156.200.40.42,197.45.9.159,TE Data,ANDROID,c08121c2-2ab4-4d21-b992-4fb2b56ee64f,/Date(1562112273709+0000)/,156.200.40.42,host-156.200.42.40-static.tedata.net,3,,10.36.22.30,44,33,52
8452,WIFI,EG,156.200.40.42,197.45.9.159,TE Data,ANDROID,c08121c2-2ab4-4d21-b992-4fb2b56ee64f,/Date(1562112274111+0000)/,156.200.40.42,host-156.200.42.40-static.tedata.net,1,host-197.41.0.1.tedata.net,197.41.0.1,30,44,44
8452,WIFI,EG,156.200.40.42,197.45.9.159,TE Data,ANDROID,c08121c2-2ab4-4d21-b992-4fb2b56ee64f,/Date(1562112274111+0000)/,156.200.40.42,host-156.200.42.40-static.tedata.net,2,,10.36.22.29,31,48,38
8452,WIFI,EG,156.200.40.42,197.45.9.159,TE Data,ANDROID,c08121c2-2ab4-4d21-b992-4fb2b56ee64f,/Date(1562112274111+0000)/,156.200.40.42,host-156.200.42.40-static.tedata.net,3,,10.36.22.30,32,50,42
8452,WIFI,EG,156.200.40.42,197.45.9.159,TE Data,ANDROID,c08121c2-2ab4-4d21-b992-4fb2b56ee64f,/Date(1562112288324+0000)/,156.200.40.42,host-156.200.42.40-static.tedata.net,1,host-197.41.0.1.tedata.net,197.41.0.1,45,47,42
8452,WIFI,EG,156.200.40.42,197.45.9.159,TE Data,ANDROID,c08121c2-2ab4-4d21-b992-4fb2b56ee64f,/Date(1562112288324+0000)/,156.200.40.42,host-156.200.42.40-static.tedata.net,2,,10.36.22.29,34,30,33
8452,WIFI,EG,156.200.40.42,197.45.9.159,TE Data,ANDROID,c08121c2-2ab4-4d21-b992-4fb2b56ee64f,/Date(1562112288324+0000)/,156.200.40.42,host-156.200.42.40-static.tedata.net,3,,10.36.22.30,50,58,52
8452,WIFI,EG,156.200.40.42,197.45.9.159,TE Data,ANDROID,c08121c2-2ab4-4d21-b992-4fb2b56ee64f,/Date(1562112288324+0000)/,156.200.40.42,host-156.200.42.40-static.tedata.net,4,,10.37.46.225,339,328,578
8452,WIFI,EG,156.200.40.42,197.45.9.159,TE Data,ANDROID,c08121c2-2ab4-4d21-b992-4fb2b56ee64f,/Date(1562112275818+0000)/,156.200.40.42,host-156.200.42.40-static.tedata.net,1,host-197.41.0.1.tedata.net,197.41.0.1,36,30,36
8452,WIFI,EG,156.200.40.42,197.45.9.159,TE Data,ANDROID,c08121c2-2ab4-4d21-b992-4fb2b56ee64f,/Date(1562112275818+0000)/,156.200.40.42,host-156.200.42.40-static.tedata.net,2,,10.36.22.29,30,48,48
8452,WIFI,EG,156.200.40.42,197.45.9.159,TE Data,ANDROID,c08121c2-2ab4-4d21-b992-4fb2b56ee64f,/Date(1562112275818+0000)/,156.200.40.42,host-156.200.42.40-static.tedata.net,3,,10.36.22.30,34,44,43
