ASN,ConnectionType,CountryCode,DNSResolver,IPAddress,Network,ProbeID,TestDateTime,Server,QueryTime,Status,dig_type
6713,Ethernet,MA,81.192.17.18,196.92.5.102,Maroc Telecom,98156c23-0e8a-49fd-8884-7951b96c3cb6,/Date(1561593782036+0000)/,1.1.1.1,38,NoError,remote
36903,Ethernet,MA,81.192.21.50,105.158.218.203,Maroc Telecom,2c0ee6f1-ac2b-4295-8e47-9a016898c5a7,/Date(1561593782993+0000)/,1.1.1.1,24,NoError,remote
6713,Ethernet,MA,81.192.17.18,196.92.5.102,Maroc Telecom,98156c23-0e8a-49fd-8884-7951b96c3cb6,/Date(1561593782457+0000)/,8.8.8.8,36,NoError,remote
36903,Ethernet,MA,81.192.21.50,105.158.218.203,Maroc Telecom,2c0ee6f1-ac2b-4295-8e47-9a016898c5a7,/Date(1561593786937+0000)/,8.8.8.8,25,NoError,remote
6713,Ethernet,MA,81.192.17.18,196.92.5.102,Maroc Telecom,98156c23-0e8a-49fd-8884-7951b96c3cb6,/Date(1561593783068+0000)/,9.9.9.9,57,NoError,remote
36903,Ethernet,MA,81.192.21.50,105.158.218.203,Maroc Telecom,2c0ee6f1-ac2b-4295-8e47-9a016898c5a7,/Date(1561593787457+0000)/,9.9.9.9,76,NoError,remote
37164,Ethernet,SL,74.125.47.148,197.215.105.10,Airtel(SL) Ltd,ddedba94-69fb-472d-9645-84ffb318895b,/Date(1561593787218+0000)/,,1,NoError,local
36928,Ethernet,SL,41.205.230.0,41.205.230.112,SierraTel over DVB,24f1424d-93a8-46e7-a414-72b815347e1f,/Date(1561593788388+0000)/,,170,NoError,local
37164,Ethernet,SL,74.125.47.148,197.215.105.10,Airtel(SL) Ltd,ddedba94-69fb-472d-9645-84ffb318895b,/Date(1561593788301+0000)/,1.1.1.1,131,NoError,remote
36928,Ethernet,SL,41.205.230.0,41.205.230.112,SierraTel over DVB,24f1424d-93a8-46e7-a414-72b815347e1f,/Date(1561593789112+0000)/,1.1.1.1,114,NoError,remote
37164,Ethernet,SL,74.125.47.148,197.215.105.10,Airtel(SL) Ltd,ddedba94-69fb-472d-9645-84ffb318895b,/Date(1561593789442+0000)/,8.8.8.8,132,NoError,remote
36928,Ethernet,SL,41.205.230.0,41.205.230.112,SierraTel over DVB,24f1424d-93a8-46e7-a414-72b815347e1f,/Date(1561593790233+0000)/,8.8.8.8,142,NoError,remote
37164,Ethernet,SL,74.125.47.148,197.215.105.10,Airtel(SL) Ltd,ddedba94-69fb-472d-9645-84ffb318895b,/Date(1561593790361+0000)/,9.9.9.9,122,NoError,remote
36928,Ethernet,SL,41.205.230.0,41.205.230.112,SierraTel over DVB,24f1424d-93a8-46e7-a414-72b815347e1f,/Date(1561593791284+0000)/,9.9.9.9,131,NoError,remote
8346,Wireless80211,SN,82.163.143.10,154.125.167.47,SONATEL Societe Nationale Des Telecommunications D,868ac648-3271-42f1-a936-e77b170b833f,/Date(1561593792042+0000)/,,735,FormErr,local
8346,Wireless80211,SN,82.163.143.10,154.125.167.47,SONATEL Societe Nationale Des Telecommunications D,868ac648-3271-42f1-a936-e77b170b833f,/Date(1561593793680+0000)/,1.1.1.1,124,NoError,remote
8346,Wireless80211,SN,82.163.143.10,154.125.167.47,SONATEL Societe Nationale Des Telecommunications D,868ac648-3271-42f1-a936-e77b170b833f,/Date(1561593795072+0000)/,8.8.8.8,74,NoError,remote
8346,Wireless80211,SN,82.163.143.10,154.125.167.47,SONATEL Societe Nationale Des Telecommunications D,868ac648-3271-42f1-a936-e77b170b833f,/Date(1561593796306+0000)/,9.9.9.9,204,NoError,remote
30844,Ethernet,ZW,74.125.73.87,197.155.232.106,Gpon Pool,ee9579c4-65b0-4022-a765-a5105b208137,/Date(1561593797428+0000)/,,2,NoError,local
30844,Ethernet,ZW,74.125.73.87,197.155.232.106,Gpon Pool,ee9579c4-65b0-4022-a765-a5105b208137,/Date(1561593798509+0000)/,1.1.1.1,1,NoError,remote
30844,Ethernet,ZW,74.125.73.87,197.155.232.106,Gpon Pool,ee9579c4-65b0-4022-a765-a5105b208137,/Date(1561593799644+0000)/,8.8.8.8,19,NoError,remote
30844,Ethernet,ZW,74.125.73.87,197.155.232.106,Gpon Pool,ee9579c4-65b0-4022-a765-a5105b208137,/Date(1561593800884+0000)/,9.9.9.9,1,NoError,remote
