ASN|ConnectionType|CountryCode|DNSResolver|IPAddress|Network|ProbeID|TestDateTime|IPTarget|rtt1|rtt2|rtt3|avg_rtt
21351|Unknown|RE||78.129.233.100|Mediaserv|7f5b2006-2507-483a-95e9-74ac40bd5a9b|/Date(1561163861941+0000)/|9.9.9.9|236|236|236|236
202425|WIFI|SC|172.217.41.2|93.174.94.X|Incrediserve LTD|NONE|/Date(1561163838114+0000)/|1.1.1.1|249|283|255|262
202425|WIFI|SC|172.217.41.2|93.174.94.X|Incrediserve LTD|NONE|/Date(1561163838125+0000)/|8.8.8.8|255|290|262|269
202425|WIFI|SC|172.217.41.2|93.174.94.X|Incrediserve LTD|NONE|/Date(1561163837986+0000)/|9.9.9.9|237|315|270|274
20294|fiber|UG||41.210.164.186|MTN Uganda|bb8e05fe-044a-4847-b534-629f85bcb2f5|/Date(1561163862522+0000)/|1.1.1.1|73|70|70|71
20294|fiber|UG||41.210.164.186|MTN Uganda|bb8e05fe-044a-4847-b534-629f85bcb2f5|/Date(1561163862728+0000)/|8.8.8.8|213|212|212|212
20294|fiber|UG||41.210.164.186|MTN Uganda|bb8e05fe-044a-4847-b534-629f85bcb2f5|/Date(1561163862883+0000)/|9.9.9.9|75|73|74|74
36996|Unknown|NA||197.188.222.152|Telecom Namibia|e71d36ba-357c-488b-bc35-7a0e4ff5ae29|/Date(1561163863124+0000)/|1.1.1.1|171|170|169|170
19318|Unknown|NA||216.158.234.6|Interserver|5fe7d1c9-e1d5-406f-8d4c-86fcb300ba0e|/Date(1561163863405+0000)/|1.1.1.1|317|297|288|300
36996|Unknown|NA||197.188.222.152|Telecom Namibia|e71d36ba-357c-488b-bc35-7a0e4ff5ae29|/Date(1561163863276+0000)/|8.8.8.8|62|61|62|61
19318|Unknown|NA||216.158.234.6|Interserver|5fe7d1c9-e1d5-406f-8d4c-86fcb300ba0e|/Date(1561163863623+0000)/|8.8.8.8|294|297|289|293
19318|Unknown|NA||216.158.234.6|Interserver|5fe7d1c9-e1d5-406f-8d4c-86fcb300ba0e|/Date(1561163863747+0000)/|9.9.9.9|296|288|289|291
2905|WIFI|ZA|41.208.11.24|196.251.44.185|MTN SA|38f1c87a-c959-4763-86e1-164c95f1d886|/Date(1561163848715+0000)/|1.1.1.1|26|36|32|31
37317|WIFI|ZA|41.78.220.10|102.128.96.222|Access Global Fibre|1ef15ccb-de9c-489e-be37-cb492fe8a121|/Date(1561163849404+0000)/|1.1.1.1|14|10|77|33
10474|WIFI|ZA|196.28.75.201|197.91.160.82|OPTINET|0594881e-4e05-442d-80f6-1ec2a2bfe5d4|/Date(1561163850440+0000)/|1.1.1.1|27|28|34|29
10474|WIFI|ZA|196.28.182.21|197.88.143.56|MWEB|885ea80a-fee3-4842-9d04-5854d683659a|/Date(1561163850461+0000)/|1.1.1.1|40|25|36|33
5713|WIFI|ZA|196.43.38.231|41.150.76.22|Telkom Internet|f70235e5-b267-4e0b-a478-dd3b852d1d0c|/Date(1561163852559+0000)/|1.1.1.1|36|50|43|43
37457|WIFI|ZA|196.43.42.230|105.227.84.63|Telkom Internet|3748e177-4c14-46a5-bf8c-754427b5d064|/Date(1561163854498+0000)/|1.1.1.1|17|22|22|20
11845|fiber|ZA||41.193.231.205|VSAT Capped Solution through Logical Wireless Term|fa1f8f8d-ef1e-47f5-9c74-df4a03ae2331|/Date(1561163863880+0000)/|1.1.1.1|5|3|3|3
11845|Unknown|ZA||78.129.233.100|Vox-Telecom|63655cb3-877b-46db-8b80-ff3b5cd464e3|/Date(1561163864321+0000)/|1.1.1.1|2|1|1|1
36994|fiber|ZA||105.246.63.142|Vodacom Business|022ced5e-a16c-4f2e-b15f-ac90bf2ffeb5|/Date(1561163864462+0000)/|1.1.1.1|41|42|41|41
10474|Unknown|ZA||41.133.137.1|MWEB|5e04bf33-5b4f-4f53-bda1-36a7f4cf1170|/Date(1561163864588+0000)/|1.1.1.1|43|43|43|43
10474|WIFI|ZA|196.28.182.21|197.88.143.56|MWEB|885ea80a-fee3-4842-9d04-5854d683659a|/Date(1561163849128+0000)/|8.8.8.8|46|67|62|58
10474|WIFI|ZA|196.28.75.201|197.91.160.82|OPTINET|0594881e-4e05-442d-80f6-1ec2a2bfe5d4|/Date(1561163849566+0000)/|8.8.8.8|20|39|38|32
5713|WIFI|ZA|196.43.38.231|41.150.76.22|Telkom Internet|f70235e5-b267-4e0b-a478-dd3b852d1d0c|/Date(1561163851759+0000)/|8.8.8.8|139|164|181|161
37317|WIFI|ZA|41.78.220.10|102.128.96.222|Access Global Fibre|1ef15ccb-de9c-489e-be37-cb492fe8a121|/Date(1561163852258+0000)/|8.8.8.8|9|18|17|14
37457|WIFI|ZA|196.43.42.230|105.227.84.63|Telkom Internet|3748e177-4c14-46a5-bf8c-754427b5d064|/Date(1561163858401+0000)/|8.8.8.8|16|18|61|31
11845|Unknown|ZA||78.129.233.100|Vox Telecom DSL Customer Base|d94c61b2-604c-4d75-8804-37149d5f4ce3|/Date(1561163864870+0000)/|8.8.8.8|7|4|3|4
37315|Unknown|ZA||197.234.144.136|CipherWave|71224795-00ba-4f90-a7d8-ba4b0192c9c0|/Date(1561163865011+0000)/|8.8.8.8|2|2|2|2
37680|fiber|ZA||78.129.233.100|Cool-ideas|73cd5e83-343c-47a4-9172-82bfa040cd41|/Date(1561163865223+0000)/|8.8.8.8|2|2|1|1
327984|Unknown|ZA||102.176.197.122|Fibrestream PTY LTD|b8dc64bb-c6a0-435f-9ab9-4a29b593c9fd|/Date(1561163865354+0000)/|8.8.8.8|3|4|3|3
10474|adsl|ZA||197.82.218.68|MWEB|41e06067-e06d-4256-a5b2-91592122b71f|/Date(1561163865479+0000)/|8.8.8.8|30|27|28|28
10474|WIFI|ZA|196.28.182.21|197.88.143.56|MWEB|885ea80a-fee3-4842-9d04-5854d683659a|/Date(1561163849420+0000)/|9.9.9.9|32|26|1051|369
37317|WIFI|ZA|41.78.220.10|102.128.96.222|Access Global Fibre|1ef15ccb-de9c-489e-be37-cb492fe8a121|/Date(1561163849425+0000)/|9.9.9.9|9|21|17|15
5713|WIFI|ZA|196.43.38.231|41.150.76.22|Telkom Internet|f70235e5-b267-4e0b-a478-dd3b852d1d0c|/Date(1561163851753+0000)/|9.9.9.9|276|255|277|269
37457|WIFI|ZA|196.43.42.230|105.227.84.63|Telkom Internet|3748e177-4c14-46a5-bf8c-754427b5d064|/Date(1561163857905+0000)/|9.9.9.9|18|16|21|18
10474|WIFI|ZA|196.28.75.201|197.91.160.82|OPTINET|0594881e-4e05-442d-80f6-1ec2a2bfe5d4|/Date(1561163858297+0000)/|9.9.9.9|21|35|34|30
11845|Unknown|ZA||78.129.233.100|Vox Telecom DSL Customer Base|d94c61b2-604c-4d75-8804-37149d5f4ce3|/Date(1561163866431+0000)/|9.9.9.9|5|3|3|3
10474|adsl|ZA||197.82.218.68|MWEB|41e06067-e06d-4256-a5b2-91592122b71f|/Date(1561163866564+0000)/|9.9.9.9|29|27|27|27
327984|Unknown|ZA||102.176.197.122|Fibrestream PTY LTD|b8dc64bb-c6a0-435f-9ab9-4a29b593c9fd|/Date(1561163873322+0000)/|9.9.9.9|7|6|3|5
37315|Unknown|ZA||197.234.144.136|CipherWave|71224795-00ba-4f90-a7d8-ba4b0192c9c0|/Date(1561163873461+0000)/|9.9.9.9|2|2|2|2
37680|fiber|ZA||102.132.242.109|Cool-ideas|92fd4d47-d649-4eb8-abeb-cc5a1a85059e|/Date(1561163873591+0000)/|9.9.9.9|2|2|1|1
36947|WIFI|DZ|41.110.32.2|105.101.240.60|Algerie Telecom|d83c7fac-56ab-41ad-b818-7328cf32ad4e|/Date(1561163851050+0000)/|1.1.1.1|76|96|95|89
36947|WIFI|DZ|41.110.30.2|105.103.234.158|Algerie Telecom|b5eb4ca2-1cdd-4724-ae16-f520f1af92ae|/Date(1561163851136+0000)/|1.1.1.1|57|66|65|62
36947|WIFI|DZ|41.110.32.2|105.100.57.123|Algerie Telecom|7ed86ff6-1668-4b4d-8c48-c7e004c796cc|/Date(1561163852155+0000)/|1.1.1.1|46|49|49|48
36947|Ethernet|DZ|41.110.32.2|105.98.27.156|Algerie Telecom|971dcc32-5540-4c0c-aa2d-69e5b6c20f16|/Date(1561163853824+0000)/|1.1.1.1|51|50|50|50
36947|WIFI|DZ|41.110.31.2|41.102.147.138|Algerie Telecom|6131265c-46c1-41c9-9156-61988d63d811|/Date(1561163856011+0000)/|1.1.1.1|310|267|392|323
36947|WIFI|DZ|41.110.32.2|41.101.150.158|Algerie Telecom|21bed1f3-d827-4313-bea1-fc7c4848e891|/Date(1561163856552+0000)/|1.1.1.1|56|53|54|54
36947|WIFI|DZ|41.110.32.2|105.98.158.40|Algerie Telecom|0c159eb9-2dda-47ff-abf0-4b70377b51b5|/Date(1561163859104+0000)/|1.1.1.1|43|51|50|48
36947|WIFI|DZ|41.110.30.2|105.110.245.209|Algerie Telecom|03a3d797-a47e-4f70-80fe-d8f677dadde6|/Date(1561163863019+0000)/|1.1.1.1|77|58|85|73
36947|WIFI|DZ|41.110.32.2|41.101.150.158|Algerie Telecom|21bed1f3-d827-4313-bea1-fc7c4848e891|/Date(1561163863823+0000)/|1.1.1.1|56|53|54|54
36947|WIFI|DZ|41.98.120.0|41.98.120.238|Algerie Telecom|fa1dcbce-42ea-4308-b396-976ca3fbe355|/Date(1561163866449+0000)/|1.1.1.1|67|75|77|73
36947|WIFI|DZ|41.110.32.2|41.101.150.158|Algerie Telecom|21bed1f3-d827-4313-bea1-fc7c4848e891|/Date(1561163851921+0000)/|8.8.8.8|76|73|73|74
36947|WIFI|DZ|41.110.30.2|41.99.133.148|Algerie Telecom|4e48bd12-5c1d-4694-8d74-ad650a76050d|/Date(1561163852374+0000)/|8.8.8.8|60|59|59|59
36947|WIFI|DZ|41.110.30.2|41.99.17.85|Algerie Telecom|6144d151-b393-4bcd-898e-eba0a78fd9fb|/Date(1561163853958+0000)/|8.8.8.8|33|31|43|35
36947|WIFI|DZ|41.110.32.2|105.98.158.40|Algerie Telecom|0c159eb9-2dda-47ff-abf0-4b70377b51b5|/Date(1561163854322+0000)/|8.8.8.8|30|39|44|37
36947|WIFI|DZ|41.110.30.2|105.103.234.158|Algerie Telecom|b5eb4ca2-1cdd-4724-ae16-f520f1af92ae|/Date(1561163856404+0000)/|8.8.8.8|56|64|62|60
36947|WIFI|DZ|41.110.31.2|41.102.147.138|Algerie Telecom|6131265c-46c1-41c9-9156-61988d63d811|/Date(1561163856517+0000)/|8.8.8.8|307|285|501|364
36947|WIFI|DZ|41.110.32.2|105.100.57.123|Algerie Telecom|7ed86ff6-1668-4b4d-8c48-c7e004c796cc|/Date(1561163856615+0000)/|8.8.8.8|73|76|80|76
36947|Ethernet|DZ|41.110.32.2|105.98.27.156|Algerie Telecom|971dcc32-5540-4c0c-aa2d-69e5b6c20f16|/Date(1561163856629+0000)/|8.8.8.8|39|38|37|38
36947|WIFI|DZ|41.110.32.2|41.109.210.65|Algerie Telecom|9612baf3-e108-42e2-9286-d4311f168fce|/Date(1561163857459+0000)/|8.8.8.8|46|43|43|44
36947|WIFI|DZ|41.110.30.2|105.110.245.209|Algerie Telecom|03a3d797-a47e-4f70-80fe-d8f677dadde6|/Date(1561163866947+0000)/|8.8.8.8|1361|1050|1027|1146
36947|Ethernet|DZ|41.110.32.2|105.98.27.156|Algerie Telecom|971dcc32-5540-4c0c-aa2d-69e5b6c20f16|/Date(1561163850106+0000)/|9.9.9.9|72|71|70|71
36947|WIFI|DZ|41.110.32.2|197.206.185.123|Algerie Telecom|dab727bf-efc8-4ee1-b5bc-c6d45867eb12|/Date(1561163850259+0000)/|9.9.9.9|84|79|76|79
36947|WIFI|DZ|41.110.31.2|41.102.147.138|Algerie Telecom|6131265c-46c1-41c9-9156-61988d63d811|/Date(1561163851943+0000)/|9.9.9.9|415|629|379|474
36947|WIFI|DZ|41.98.120.0|41.98.120.238|Algerie Telecom|fa1dcbce-42ea-4308-b396-976ca3fbe355|/Date(1561163852392+0000)/|9.9.9.9|98|100|97|98
36947|WIFI|DZ|41.110.32.2|105.100.57.123|Algerie Telecom|7ed86ff6-1668-4b4d-8c48-c7e004c796cc|/Date(1561163856786+0000)/|9.9.9.9|91|91|97|93
36947|WIFI|DZ|41.110.30.2|105.103.234.158|Algerie Telecom|b5eb4ca2-1cdd-4724-ae16-f520f1af92ae|/Date(1561163856804+0000)/|9.9.9.9|93|178|163|144
36947|WIFI|DZ|41.110.32.2|105.98.158.40|Algerie Telecom|0c159eb9-2dda-47ff-abf0-4b70377b51b5|/Date(1561163860827+0000)/|9.9.9.9|86|86|85|85
36947|WIFI|DZ|41.110.32.2|41.101.150.158|Algerie Telecom|21bed1f3-d827-4313-bea1-fc7c4848e891|/Date(1561163863432+0000)/|9.9.9.9|76|76|78|76
36947|Unknown|DZ||105.101.190.117|Algerie Telecom|f4dc4490-3f6d-44aa-bcde-e990c5d09d32|/Date(1561163869881+0000)/|9.9.9.9|83|82|81|82
36947|Unknown|DZ||105.101.180.7|Algerie Telecom|d88b829c-8a22-401a-b4c5-6176433a7bcc|/Date(1561163870006+0000)/|9.9.9.9|74|70|71|71
29286|WIFI|LY|88.202.125.84|154.73.30.72|Skylogic S.p.A.|c0af0d8f-f77e-4d0e-a0b4-fbe3c78f04a0|/Date(1561163856016+0000)/|1.1.1.1|620|728|591|646
29286|WIFI|LY|88.202.125.84|154.73.30.72|Skylogic S.p.A.|c0af0d8f-f77e-4d0e-a0b4-fbe3c78f04a0|/Date(1561163856055+0000)/|8.8.8.8|649|625|635|636
29286|WIFI|LY|88.202.125.84|154.73.30.72|Skylogic S.p.A.|c0af0d8f-f77e-4d0e-a0b4-fbe3c78f04a0|/Date(1561163856115+0000)/|9.9.9.9|827|659|596|694
328215|WIFI|BF|160.226.184.0|160.226.184.252|Universal-Communication|9f9a6374-38dd-4802-b8ae-ce32ab4a84f3|/Date(1561163856699+0000)/|1.1.1.1|173|238|265|225
328215|WIFI|BF|160.226.184.0|160.226.184.252|Universal-Communication|9f9a6374-38dd-4802-b8ae-ce32ab4a84f3|/Date(1561163857037+0000)/|8.8.8.8|254|240|297|263
328215|WIFI|BF|160.226.184.0|160.226.184.252|Universal-Communication|9f9a6374-38dd-4802-b8ae-ce32ab4a84f3|/Date(1561163858186+0000)/|9.9.9.9|242|298|170|236
29286|mobile|CD||95.210.144.2|Skylogic S.p.A.|3d9defa7-84f0-40a6-9156-f55ca7687b7d|/Date(1561163874712+0000)/|1.1.1.1|664|704|674|680
29286|mobile|CD||95.210.144.2|Skylogic S.p.A.|3d9defa7-84f0-40a6-9156-f55ca7687b7d|/Date(1561163874847+0000)/|8.8.8.8|681|691|707|693
29286|mobile|CD||95.210.144.2|Skylogic S.p.A.|3d9defa7-84f0-40a6-9156-f55ca7687b7d|/Date(1561163874977+0000)/|9.9.9.9|679|689|705|691
36909|WIFI|TZ|41.220.134.0|41.220.134.2|Habari Node Ltd|82a63050-b821-4c96-817b-be7df4064647|/Date(1561163873136+0000)/|1.1.1.1|189|198|224|203
36909|WIFI|TZ|41.220.134.0|41.220.134.2|Habari Node Ltd|82a63050-b821-4c96-817b-be7df4064647|/Date(1561163873222+0000)/|8.8.8.8|108|104|126|112
36909|WIFI|TZ|41.220.134.0|41.220.134.2|Habari Node Ltd|82a63050-b821-4c96-817b-be7df4064647|/Date(1561163873138+0000)/|9.9.9.9|61|66|76|67
30844|WIFI|ZM|41.175.4.53|41.60.161.148|Real Time Technologies Alliance - Africa|2be58fed-682d-4e58-bef6-727befd55d85|/Date(1561163867735+0000)/|1.1.1.1|45|52|49|48
30844|WIFI|ZM|41.175.4.53|41.60.161.148|Real Time Technologies Alliance - Africa|2be58fed-682d-4e58-bef6-727befd55d85|/Date(1561163867629+0000)/|8.8.8.8|45|44|46|45
30844|WIFI|ZM|41.175.4.53|41.60.161.148|Real Time Technologies Alliance - Africa|2be58fed-682d-4e58-bef6-727befd55d85|/Date(1561163868219+0000)/|9.9.9.9|44|50|45|46
