ASN,ConnectionType,CountryCode,DNSResolver,IPAddress,Network,ProbeID,TestDateTime,Server,QueryTime,Status,dig_type
36947,Ethernet,DZ,41.110.32.2,41.108.84.148,Algerie Telecom,0d108c7f-654b-4c2f-9713-4b224ee456f6,/Date(1561483059119+0000)/,,35,NoError,local
36947,Ethernet,DZ,41.110.32.2,105.98.135.136,Algerie Telecom,971dcc32-5540-4c0c-aa2d-69e5b6c20f16,/Date(1561483059721+0000)/,,57,NoError,local
36947,Ethernet,DZ,105.103.158.0,105.103.158.29,Algerie Telecom,6f06be82-2270-47bf-9f7c-6698b605d508,/Date(1561483060394+0000)/,,179,NoError,local
36947,Ethernet,DZ,41.110.30.2,197.204.10.90,Algerie Telecom,dfb13a42-3327-46bf-9aef-b62b4ca784c8,/Date(1561483062031+0000)/,,18,NoError,local
36947,Wireless80211,DZ,41.110.31.2,154.241.77.147,Algerie Telecom,bd9a1e22-f60b-431d-bc25-a1ab963b74cb,/Date(1561483063224+0000)/,,78,NoError,local
36947,Ethernet,DZ,41.110.30.2,105.102.214.94,Algerie Telecom,37d32902-fd97-4c8b-b6b8-e9fe28802f6b,/Date(1561483063320+0000)/,,27,NoError,local
36947,Ethernet,DZ,41.110.32.2,197.200.109.235,Algerie Telecom,21e3a6c7-6e45-4657-9864-b246dec57856,/Date(1561483064404+0000)/,,336,FormErr,local
36947,Ethernet,DZ,41.110.32.2,197.200.108.43,Algerie Telecom,054efe3f-585b-4856-9977-4024ba427244,/Date(1561483065686+0000)/,,19,NoError,local
36947,Wireless80211,DZ,41.110.30.2,105.103.226.12,Algerie Telecom,32e01261-8150-44f9-9cc0-406f22ffbe73,/Date(1561483068487+0000)/,,28,NoError,local
36947,Ethernet,DZ,41.110.32.2,197.200.108.43,Algerie Telecom,054efe3f-585b-4856-9977-4024ba427244,/Date(1561483059747+0000)/,1.1.1.1,43,NoError,remote
36947,Wireless80211,DZ,41.110.30.2,105.110.168.38,Algerie Telecom,2d81b1d8-b2aa-4ad9-978f-337f24df42a6,/Date(1561483059748+0000)/,1.1.1.1,72,NoError,remote
36947,Ethernet,DZ,41.110.30.2,105.102.214.94,Algerie Telecom,37d32902-fd97-4c8b-b6b8-e9fe28802f6b,/Date(1561483059750+0000)/,1.1.1.1,198,NoError,remote
327712,Wireless80211,DZ,,154.121.57.41,Algerie Telecom Mobile MOBILIS,26e3fc83-b82c-4fe9-9588-d4ce1d2402c9,/Date(1561483060609+0000)/,1.1.1.1,110,NoError,remote
36947,Ethernet,DZ,41.110.32.2,105.98.135.136,Algerie Telecom,971dcc32-5540-4c0c-aa2d-69e5b6c20f16,/Date(1561483060772+0000)/,1.1.1.1,53,NoError,remote
36947,Ethernet,DZ,83.231.151.145,105.105.88.6,Algerie Telecom,a1edd55e-dd04-4dbe-a968-f3fa6afc7242,/Date(1561483063387+0000)/,1.1.1.1,76,NoError,remote
36947,Ethernet,DZ,83.231.151.145,41.100.5.132,Algerie Telecom,fe0f007b-31e3-4dfc-afaf-faab7ad3bcd4,/Date(1561483064000+0000)/,1.1.1.1,48,NoError,remote
36947,Wireless80211,DZ,41.110.32.2,41.102.220.152,Algerie Telecom,90094f21-5fec-4966-a2f0-61ca9f3bd00b,/Date(1561483064063+0000)/,1.1.1.1,100,NoError,remote
36947,Ethernet,DZ,105.103.158.0,105.103.158.29,Algerie Telecom,6f06be82-2270-47bf-9f7c-6698b605d508,/Date(1561483064206+0000)/,1.1.1.1,122,NoError,remote
36947,Ethernet,DZ,41.110.32.2,197.200.109.235,Algerie Telecom,21e3a6c7-6e45-4657-9864-b246dec57856,/Date(1561483065022+0000)/,1.1.1.1,223,NoError,remote
36947,Ethernet,DZ,41.110.32.2,41.108.84.148,Algerie Telecom,0d108c7f-654b-4c2f-9713-4b224ee456f6,/Date(1561483060226+0000)/,8.8.8.8,68,NoError,remote
36947,Ethernet,DZ,105.103.158.0,105.103.158.29,Algerie Telecom,6f06be82-2270-47bf-9f7c-6698b605d508,/Date(1561483061310+0000)/,8.8.8.8,111,NoError,remote
36947,Ethernet,DZ,83.231.151.145,41.100.5.132,Algerie Telecom,fe0f007b-31e3-4dfc-afaf-faab7ad3bcd4,/Date(1561483063449+0000)/,8.8.8.8,83,NoError,remote
36947,Ethernet,DZ,41.110.32.2,197.200.109.235,Algerie Telecom,21e3a6c7-6e45-4657-9864-b246dec57856,/Date(1561483064015+0000)/,8.8.8.8,246,NoError,remote
36947,Ethernet,DZ,41.110.32.2,105.98.135.136,Algerie Telecom,971dcc32-5540-4c0c-aa2d-69e5b6c20f16,/Date(1561483064208+0000)/,8.8.8.8,36,NoError,remote
36947,Wireless80211,DZ,41.108.141.0,41.108.141.124,Algerie Telecom,dd9c64c4-9c22-472c-982e-14bc8f7e3392,/Date(1561483064222+0000)/,8.8.8.8,308,NoError,remote
36947,Ethernet,DZ,83.231.151.145,105.105.88.6,Algerie Telecom,a1edd55e-dd04-4dbe-a968-f3fa6afc7242,/Date(1561483064283+0000)/,8.8.8.8,53,NoError,remote
36947,Ethernet,DZ,41.110.30.2,197.204.10.90,Algerie Telecom,dfb13a42-3327-46bf-9aef-b62b4ca784c8,/Date(1561483064342+0000)/,8.8.8.8,59,NoError,remote
36947,Wireless80211,DZ,41.110.30.2,105.110.168.38,Algerie Telecom,2d81b1d8-b2aa-4ad9-978f-337f24df42a6,/Date(1561483064345+0000)/,8.8.8.8,58,NoError,remote
36947,Ethernet,DZ,41.110.30.2,105.102.214.94,Algerie Telecom,37d32902-fd97-4c8b-b6b8-e9fe28802f6b,/Date(1561483064454+0000)/,8.8.8.8,70,NoError,remote
36947,Wireless80211,DZ,41.110.30.2,105.103.226.12,Algerie Telecom,32e01261-8150-44f9-9cc0-406f22ffbe73,/Date(1561483060452+0000)/,9.9.9.9,131,NoError,remote
36947,Ethernet,DZ,41.110.30.2,105.102.214.94,Algerie Telecom,37d32902-fd97-4c8b-b6b8-e9fe28802f6b,/Date(1561483060524+0000)/,9.9.9.9,83,NoError,remote
36947,Ethernet,DZ,105.103.158.0,105.103.158.29,Algerie Telecom,6f06be82-2270-47bf-9f7c-6698b605d508,/Date(1561483062256+0000)/,9.9.9.9,95,NoError,remote
36947,Ethernet,DZ,41.110.32.2,197.200.108.43,Algerie Telecom,054efe3f-585b-4856-9977-4024ba427244,/Date(1561483063438+0000)/,9.9.9.9,95,Refused,remote
36947,Ethernet,DZ,83.231.151.145,105.105.88.6,Algerie Telecom,a1edd55e-dd04-4dbe-a968-f3fa6afc7242,/Date(1561483064833+0000)/,9.9.9.9,96,Refused,remote
36947,Ethernet,DZ,41.110.32.2,105.98.135.136,Algerie Telecom,971dcc32-5540-4c0c-aa2d-69e5b6c20f16,/Date(1561483064880+0000)/,9.9.9.9,75,NoError,remote
36947,Ethernet,DZ,83.231.151.145,41.100.5.132,Algerie Telecom,fe0f007b-31e3-4dfc-afaf-faab7ad3bcd4,/Date(1561483064950+0000)/,9.9.9.9,80,NoError,remote
36947,Ethernet,DZ,41.110.30.2,197.204.10.90,Algerie Telecom,dfb13a42-3327-46bf-9aef-b62b4ca784c8,/Date(1561483065715+0000)/,9.9.9.9,68,Refused,remote
36947,Wireless80211,DZ,41.110.32.2,41.102.220.152,Algerie Telecom,90094f21-5fec-4966-a2f0-61ca9f3bd00b,/Date(1561483066173+0000)/,9.9.9.9,89,NoError,remote
36947,Wireless80211,DZ,41.108.141.0,41.108.141.124,Algerie Telecom,dd9c64c4-9c22-472c-982e-14bc8f7e3392,/Date(1561483066294+0000)/,9.9.9.9,768,Refused,remote
8452,Wireless80211,EG,156.200.40.42,197.48.1.250,TE Data,6785eb8e-b40d-427b-b1ac-b651ab7f34b0,/Date(1561483060534+0000)/,,6,Refused,local
24863,Ethernet,EG,45.240.0.2,45.242.199.225,Link Egypt,6027e0fe-2b10-4fc0-bff0-063614af4a2d,/Date(1561483061238+0000)/,,40,NoError,local
24863,Wireless80211,EG,45.240.0.2,45.242.47.12,Link Egypt,28874516-e5e5-46c1-82e2-cbd5d19fb9d5,/Date(1561483066353+0000)/,,364,NoError,local
8452,Wireless80211,EG,156.200.40.66,156.219.207.164,TE Data,95afcd9c-a20a-46dc-ac78-8a732416ebfa,/Date(1561483074582+0000)/,,8018,NoError,local
8452,Wireless80211,EG,156.200.40.42,197.48.1.250,TE Data,6785eb8e-b40d-427b-b1ac-b651ab7f34b0,/Date(1561483061319+0000)/,1.1.1.1,32,NoError,remote
24863,Ethernet,EG,45.240.0.2,45.242.199.225,Link Egypt,6027e0fe-2b10-4fc0-bff0-063614af4a2d,/Date(1561483061932+0000)/,1.1.1.1,100,NoError,remote
8452,Wireless80211,EG,156.200.40.66,156.219.207.164,TE Data,95afcd9c-a20a-46dc-ac78-8a732416ebfa,/Date(1561483066144+0000)/,1.1.1.1,46,NoError,remote
24863,Wireless80211,EG,45.240.0.2,45.242.47.12,Link Egypt,28874516-e5e5-46c1-82e2-cbd5d19fb9d5,/Date(1561483066435+0000)/,1.1.1.1,75,NoError,remote
8452,Wireless80211,EG,156.200.40.42,197.48.1.250,TE Data,6785eb8e-b40d-427b-b1ac-b651ab7f34b0,/Date(1561483062390+0000)/,8.8.8.8,61,NoError,remote
24863,Ethernet,EG,45.240.0.2,45.242.199.225,Link Egypt,6027e0fe-2b10-4fc0-bff0-063614af4a2d,/Date(1561483062872+0000)/,8.8.8.8,38,NoError,remote
8452,Wireless80211,EG,156.200.40.66,156.219.207.164,TE Data,95afcd9c-a20a-46dc-ac78-8a732416ebfa,/Date(1561483067129+0000)/,8.8.8.8,71,NoError,remote
24863,Wireless80211,EG,45.240.0.2,45.242.47.12,Link Egypt,28874516-e5e5-46c1-82e2-cbd5d19fb9d5,/Date(1561483067288+0000)/,8.8.8.8,6,NoError,remote
8452,Wireless80211,EG,156.200.40.42,197.48.1.250,TE Data,6785eb8e-b40d-427b-b1ac-b651ab7f34b0,/Date(1561483063392+0000)/,9.9.9.9,87,Refused,remote
24863,Ethernet,EG,45.240.0.2,45.242.199.225,Link Egypt,6027e0fe-2b10-4fc0-bff0-063614af4a2d,/Date(1561483063950+0000)/,9.9.9.9,103,NoError,remote
8452,Wireless80211,EG,156.200.40.66,156.219.207.164,TE Data,95afcd9c-a20a-46dc-ac78-8a732416ebfa,/Date(1561483068195+0000)/,9.9.9.9,97,NoError,remote
24863,Wireless80211,EG,45.240.0.2,45.242.47.12,Link Egypt,28874516-e5e5-46c1-82e2-cbd5d19fb9d5,/Date(1561483068854+0000)/,9.9.9.9,414,Refused,remote
33771,Wireless80211,KE,41.80.16.0,41.80.16.128,Safaricom,11aa408c-13bb-42af-a659-a57c14787e1b,/Date(1561483083164+0000)/,,8006,NoError,local
33771,Wireless80211,KE,41.80.16.0,41.80.16.128,Safaricom,11aa408c-13bb-42af-a659-a57c14787e1b,/Date(1561483078132+0000)/,1.1.1.1,4002,NoError,remote
33771,Wireless80211,KE,41.80.16.0,41.80.16.128,Safaricom,11aa408c-13bb-42af-a659-a57c14787e1b,/Date(1561483082694+0000)/,8.8.8.8,4001,NoError,remote
33771,Wireless80211,KE,41.80.16.0,41.80.16.128,Safaricom,11aa408c-13bb-42af-a659-a57c14787e1b,/Date(1561483087357+0000)/,9.9.9.9,4000,NoError,remote
36903,Ethernet,MA,,41.140.44.45,Maroc Telecom,2c0ee6f1-ac2b-4295-8e47-9a016898c5a7,/Date(1561483074209+0000)/,,2,Refused,local
36903,Wireless80211,MA,81.192.17.86,41.250.85.63,Maroc Telecom,8e3c4043-7d90-4be7-84b3-e9a2f8c5643a,/Date(1561483080206+0000)/,,4003,NoError,local
36903,Wireless80211,MA,81.192.17.90,105.154.52.10,Maroc Telecom,02c9716f-b9a5-441b-aa1f-fdccf4406179,/Date(1561483082233+0000)/,,4004,NoError,local
36903,Ethernet,MA,81.192.17.90,41.251.10.180,Maroc Telecom,c1111e0b-50e1-4626-a20e-1c2dbf967790,/Date(1561483082979+0000)/,,4522,NoError,local
36903,Wireless80211,MA,,41.248.9.23,Maroc Telecom,be49f85e-b899-464b-8c7b-45749ee558d6,/Date(1561483083092+0000)/,,3513,NoError,local
36903,"Wireless80211,Ethernet,Ethernet",MA,81.192.17.26,105.157.43.157,Maroc Telecom,bb0d7497-2fbd-4cdf-9530-b968a1d16ad4,/Date(1561483083209+0000)/,,4503,NoError,local
36903,Ethernet,MA,,41.140.44.45,Maroc Telecom,2c0ee6f1-ac2b-4295-8e47-9a016898c5a7,/Date(1561483074905+0000)/,1.1.1.1,29,NoError,remote
36903,Wireless80211,MA,81.192.17.86,41.250.85.63,Maroc Telecom,8e3c4043-7d90-4be7-84b3-e9a2f8c5643a,/Date(1561483078353+0000)/,1.1.1.1,33,NoError,remote
36903,Wireless80211,MA,,41.248.9.23,Maroc Telecom,be49f85e-b899-464b-8c7b-45749ee558d6,/Date(1561483079133+0000)/,1.1.1.1,92,NoError,remote
36903,"Wireless80211,Ethernet,Ethernet",MA,81.192.17.26,105.157.43.157,Maroc Telecom,bb0d7497-2fbd-4cdf-9530-b968a1d16ad4,/Date(1561483079280+0000)/,1.1.1.1,94,NoError,remote
36903,Ethernet,MA,81.192.17.90,41.251.10.180,Maroc Telecom,c1111e0b-50e1-4626-a20e-1c2dbf967790,/Date(1561483079324+0000)/,1.1.1.1,145,NoError,remote
36903,Wireless80211,MA,81.192.17.90,105.154.52.10,Maroc Telecom,02c9716f-b9a5-441b-aa1f-fdccf4406179,/Date(1561483079565+0000)/,1.1.1.1,384,NoError,remote
36903,Ethernet,MA,,41.140.44.45,Maroc Telecom,2c0ee6f1-ac2b-4295-8e47-9a016898c5a7,/Date(1561483075374+0000)/,8.8.8.8,24,NoError,remote
36903,Wireless80211,MA,81.192.17.86,41.250.85.63,Maroc Telecom,8e3c4043-7d90-4be7-84b3-e9a2f8c5643a,/Date(1561483078751+0000)/,8.8.8.8,26,NoError,remote
36903,Ethernet,MA,81.192.17.90,41.251.10.180,Maroc Telecom,c1111e0b-50e1-4626-a20e-1c2dbf967790,/Date(1561483080167+0000)/,8.8.8.8,99,NoError,remote
36903,Wireless80211,MA,,41.248.9.23,Maroc Telecom,be49f85e-b899-464b-8c7b-45749ee558d6,/Date(1561483080241+0000)/,8.8.8.8,80,NoError,remote
36903,"Wireless80211,Ethernet,Ethernet",MA,81.192.17.26,105.157.43.157,Maroc Telecom,bb0d7497-2fbd-4cdf-9530-b968a1d16ad4,/Date(1561483080468+0000)/,8.8.8.8,71,NoError,remote
36903,Wireless80211,MA,81.192.17.90,105.154.52.10,Maroc Telecom,02c9716f-b9a5-441b-aa1f-fdccf4406179,/Date(1561483080663+0000)/,8.8.8.8,61,NoError,remote
36903,Ethernet,MA,,41.140.44.45,Maroc Telecom,2c0ee6f1-ac2b-4295-8e47-9a016898c5a7,/Date(1561483076069+0000)/,9.9.9.9,69,NoError,remote
36903,Wireless80211,MA,81.192.17.86,41.250.85.63,Maroc Telecom,8e3c4043-7d90-4be7-84b3-e9a2f8c5643a,/Date(1561483079295+0000)/,9.9.9.9,51,Refused,remote
36903,Ethernet,MA,81.192.17.90,41.251.10.180,Maroc Telecom,c1111e0b-50e1-4626-a20e-1c2dbf967790,/Date(1561483080680+0000)/,9.9.9.9,74,NoError,remote
36903,Wireless80211,MA,,41.248.9.23,Maroc Telecom,be49f85e-b899-464b-8c7b-45749ee558d6,/Date(1561483081234+0000)/,9.9.9.9,87,Refused,remote
36903,Wireless80211,MA,81.192.17.90,105.154.52.10,Maroc Telecom,02c9716f-b9a5-441b-aa1f-fdccf4406179,/Date(1561483081807+0000)/,9.9.9.9,123,NoError,remote
36903,"Wireless80211,Ethernet,Ethernet",MA,81.192.17.26,105.157.43.157,Maroc Telecom,bb0d7497-2fbd-4cdf-9530-b968a1d16ad4,/Date(1561483081946+0000)/,9.9.9.9,96,Refused,remote
36923,Ethernet,NG,8.0.26.142,41.58.59.115,SWIFTNG,87c9d1f1-b3f3-47b9-b652-6c7a665cf6f5,/Date(1561483087140+0000)/,,57,NoError,local
36923,Ethernet,NG,8.0.26.142,41.58.59.115,SWIFTNG,87c9d1f1-b3f3-47b9-b652-6c7a665cf6f5,/Date(1561483090125+0000)/,1.1.1.1,4001,NoError,remote
36923,Ethernet,NG,8.0.26.142,41.58.59.115,SWIFTNG,87c9d1f1-b3f3-47b9-b652-6c7a665cf6f5,/Date(1561483095049+0000)/,8.8.8.8,4000,NoError,remote
36923,Ethernet,NG,8.0.26.142,41.58.59.115,SWIFTNG,87c9d1f1-b3f3-47b9-b652-6c7a665cf6f5,/Date(1561483100086+0000)/,9.9.9.9,4000,NoError,remote
37164,Ethernet,SL,41.191.251.0,197.215.105.10,Airtel(SL) Ltd,ddedba94-69fb-472d-9645-84ffb318895b,/Date(1561483083661+0000)/,,1,NoError,local
37164,Ethernet,SL,41.191.251.0,197.215.105.10,Airtel(SL) Ltd,ddedba94-69fb-472d-9645-84ffb318895b,/Date(1561483084995+0000)/,1.1.1.1,124,NoError,remote
37164,Ethernet,SL,41.191.251.0,197.215.105.10,Airtel(SL) Ltd,ddedba94-69fb-472d-9645-84ffb318895b,/Date(1561483085863+0000)/,8.8.8.8,117,NoError,remote
37164,Ethernet,SL,41.191.251.0,197.215.105.10,Airtel(SL) Ltd,ddedba94-69fb-472d-9645-84ffb318895b,/Date(1561483086839+0000)/,9.9.9.9,122,Refused,remote
8346,Wireless80211,SN,41.208.148.120,154.125.167.47,SONATEL Societe Nationale Des Telecommunications D,868ac648-3271-42f1-a936-e77b170b833f,/Date(1561483086552+0000)/,,157,FormErr,local
8346,Wireless80211,SN,41.208.148.120,154.125.167.47,SONATEL Societe Nationale Des Telecommunications D,868ac648-3271-42f1-a936-e77b170b833f,/Date(1561483087716+0000)/,1.1.1.1,72,NoError,remote
8346,Wireless80211,SN,41.208.148.120,154.125.167.47,SONATEL Societe Nationale Des Telecommunications D,868ac648-3271-42f1-a936-e77b170b833f,/Date(1561483089064+0000)/,8.8.8.8,92,NoError,remote
8346,Wireless80211,SN,41.208.148.120,154.125.167.47,SONATEL Societe Nationale Des Telecommunications D,868ac648-3271-42f1-a936-e77b170b833f,/Date(1561483090484+0000)/,9.9.9.9,98,NoError,remote
327802,Wireless80211,TD,,154.73.166.24,Millicom-chad,8c27c5a6-c894-402e-9c09-8d27434cb33a,/Date(1561483107575+0000)/,1.1.1.1,3995,NoError,remote
327802,Wireless80211,TD,,154.73.166.24,Millicom-chad,8c27c5a6-c894-402e-9c09-8d27434cb33a,/Date(1561483133267+0000)/,8.8.8.8,790,NoError,remote
327802,Wireless80211,TD,,154.73.166.24,Millicom-chad,8c27c5a6-c894-402e-9c09-8d27434cb33a,/Date(1561483133557+0000)/,9.9.9.9,1042,Refused,remote
24691,Wireless80211,TG,,196.171.254.219,Togo Telecom,47d85bd7-e1e4-473b-92bf-acf2ef41d066,/Date(1561483092020+0000)/,,34,NoError,local
24691,Wireless80211,TG,,196.171.254.219,Togo Telecom,47d85bd7-e1e4-473b-92bf-acf2ef41d066,/Date(1561483093514+0000)/,1.1.1.1,107,NoError,remote
24691,Wireless80211,TG,,196.171.254.219,Togo Telecom,47d85bd7-e1e4-473b-92bf-acf2ef41d066,/Date(1561483094928+0000)/,8.8.8.8,119,NoError,remote
24691,Wireless80211,TG,,196.171.254.219,Togo Telecom,47d85bd7-e1e4-473b-92bf-acf2ef41d066,/Date(1561483095944+0000)/,9.9.9.9,33,NoError,remote
327782,Wireless80211,ZA,74.125.73.74,196.50.230.66,Metrofibre-networx,b843f960-1abd-4c4b-84d7-113a30769b4b,/Date(1561483096208+0000)/,,7,NoError,local
37549,Wireless80211,ZA,154.73.139.0,154.73.139.207,Triponza,31e07ffc-c890-4e36-b3d5-d2610344f47d,/Date(1561483098061+0000)/,,463,NoError,local
37611,Wireless80211,ZA,169.1.71.0,169.1.71.185,Afrihost,1a92b5a2-2740-4a55-9c80-f63b2ee85e2b,/Date(1561483098986+0000)/,,748,NoError,local
327782,Wireless80211,ZA,74.125.73.74,196.50.230.66,Metrofibre-networx,b843f960-1abd-4c4b-84d7-113a30769b4b,/Date(1561483097161+0000)/,1.1.1.1,7,NoError,remote
37611,Wireless80211,ZA,169.1.71.0,169.1.71.185,Afrihost,1a92b5a2-2740-4a55-9c80-f63b2ee85e2b,/Date(1561483102517+0000)/,1.1.1.1,471,NoError,remote
37549,Wireless80211,ZA,154.73.139.0,154.73.139.207,Triponza,31e07ffc-c890-4e36-b3d5-d2610344f47d,/Date(1561483105775+0000)/,1.1.1.1,7,NoError,remote
327782,Wireless80211,ZA,74.125.73.74,196.50.230.66,Metrofibre-networx,b843f960-1abd-4c4b-84d7-113a30769b4b,/Date(1561483098208+0000)/,8.8.8.8,7,NoError,remote
37611,Wireless80211,ZA,169.1.71.0,169.1.71.185,Afrihost,1a92b5a2-2740-4a55-9c80-f63b2ee85e2b,/Date(1561483105880+0000)/,8.8.8.8,491,NoError,remote
37549,Wireless80211,ZA,154.73.139.0,154.73.139.207,Triponza,31e07ffc-c890-4e36-b3d5-d2610344f47d,/Date(1561483106570+0000)/,8.8.8.8,1112,NoError,remote
37549,Wireless80211,ZA,154.73.139.0,154.73.139.207,Triponza,31e07ffc-c890-4e36-b3d5-d2610344f47d,/Date(1561483107843+0000)/,9.9.9.9,49,NoError,remote
37611,Wireless80211,ZA,169.1.71.0,169.1.71.185,Afrihost,1a92b5a2-2740-4a55-9c80-f63b2ee85e2b,/Date(1561483110748+0000)/,9.9.9.9,462,NoError,remote
30844,Ethernet,ZW,197.155.232.0,197.155.232.106,Gpon Pool,ee9579c4-65b0-4022-a765-a5105b208137,/Date(1561483098892+0000)/,,2,NoError,local
37204,Wireless80211,ZW,197.221.229.5,197.221.254.3,TELONE,c4291bae-bab4-49a3-bb80-95dc06c642a1,/Date(1561483099065+0000)/,,33,NoError,local
30844,Ethernet,ZW,197.155.232.0,197.155.232.106,Gpon Pool,ee9579c4-65b0-4022-a765-a5105b208137,/Date(1561483100216+0000)/,1.1.1.1,14,NoError,remote
37204,Wireless80211,ZW,197.221.229.5,197.221.254.3,TELONE,c4291bae-bab4-49a3-bb80-95dc06c642a1,/Date(1561483100403+0000)/,1.1.1.1,34,NoError,remote
30844,Ethernet,ZW,197.155.232.0,197.155.232.106,Gpon Pool,ee9579c4-65b0-4022-a765-a5105b208137,/Date(1561483102110+0000)/,8.8.8.8,468,NoError,remote
37204,Wireless80211,ZW,197.221.229.5,197.221.254.3,TELONE,c4291bae-bab4-49a3-bb80-95dc06c642a1,/Date(1561483102240+0000)/,8.8.8.8,25,NoError,remote
30844,Ethernet,ZW,197.155.232.0,197.155.232.106,Gpon Pool,ee9579c4-65b0-4022-a765-a5105b208137,/Date(1561483103373+0000)/,9.9.9.9,2,NoError,remote
37204,Wireless80211,ZW,197.221.229.5,197.221.254.3,TELONE,c4291bae-bab4-49a3-bb80-95dc06c642a1,/Date(1561483103806+0000)/,9.9.9.9,40,NoError,remote
