testid,cc,server,ping_type
63ab66eb-c2a6-415d-bb7f-c31eba687bb1,SD,9.9.9.9,icmp
08a63794-132a-4009-8317-3f15aa726f5d,TN,1.1.1.1,icmp
4a9a85a5-7534-49a9-b64c-570f0c6e6007,TN,8.8.8.8,icmp
a69b59ee-47e0-41ad-908c-2abb8f69880c,TN,9.9.9.9,icmp
4be9c629-fd45-4ba3-8753-a790e6dd260e,LR,1.1.1.1,icmp
a8d954dc-3833-4745-8ddb-6773f7cde9ab,LR,8.8.8.8,icmp
35175e20-c17f-446d-9754-444019fbc949,LR,9.9.9.9,icmp
09060874-0f60-40bf-a74b-71e9dda9aad7,ML,1.1.1.1,icmp
0c8e324d-45b9-4178-a61f-4c6ddc664704,ML,8.8.8.8,icmp
48d03a85-11a3-4163-950f-a6c42527612e,ML,9.9.9.9,icmp
63def304-18a4-4930-8688-9b3e314fdc22,MR,1.1.1.1,icmp
3638f2df-bf8d-4d58-825c-1b7518ec6b60,MR,8.8.8.8,icmp
36d83ae6-7965-41f6-8cc5-425382392961,MR,9.9.9.9,icmp
b70187f0-7e5e-4de7-92c8-adfa166f5abf,NE,1.1.1.1,icmp
a8518ae3-5290-4c51-8663-c19c7a92c073,NE,8.8.8.8,icmp
f33f98b3-5453-4766-b152-93e6ba4cb9a4,NE,9.9.9.9,icmp
40132d09-2f5f-4220-8587-2b0fc5b07132,NG,1.1.1.1,icmp
c4a1e7f8-2a08-48ee-b9cf-a06d85e4f629,NG,8.8.8.8,icmp
5cb17031-0575-440c-ad18-f592a04c3f8d,NG,9.9.9.9,icmp
4bb0c57f-a8f0-4a15-8ed5-817fb920ea86,SL,1.1.1.1,icmp
6311ce68-ebad-43a6-ac40-eb810dde53aa,SL,8.8.8.8,icmp
bd4e1fe7-4c10-45b9-b498-23535f6da0f6,SL,9.9.9.9,icmp
42e28bf5-af44-4eeb-a5c1-e4bb01c1a952,SN,1.1.1.1,icmp
202dfc9f-9c82-4243-b9aa-7d855c6edc35,SN,8.8.8.8,icmp
5928338d-338e-4d2e-b1f0-fffa42d3ada9,SN,9.9.9.9,icmp
02e83ef6-a9bf-4be5-ac30-facff0b85300,TG,1.1.1.1,icmp
c5bf027d-7305-4c64-bd7e-16002922e705,TG,8.8.8.8,icmp
02d0e58e-78f6-4839-a330-85259d60bc67,TG,9.9.9.9,icmp
812af8f3-641f-45e9-915f-14cb16562dcf,ST,1.1.1.1,icmp
db1cceb2-d185-47d6-99df-5f4cecd46fe7,ST,8.8.8.8,icmp
cdd6fd6a-7b49-49de-a0e2-26dbdf75dc71,ST,9.9.9.9,icmp
3aa4f943-1d69-4851-a0bf-8f724981a52e,KE,1.1.1.1,icmp
0d7cf6fb-0f47-4426-b6a7-0d78c255f49b,KE,8.8.8.8,icmp
07e0ba89-b0dc-4f82-bd50-2083efd79fe8,KE,9.9.9.9,icmp
7d87252e-d358-4018-8cba-e7721eb53acf,MG,1.1.1.1,icmp
b603270d-73a6-42ed-bb34-ee46aa320faa,MG,8.8.8.8,icmp
f024203a-2bbd-4b2f-948e-e66d8966b0b4,MG,9.9.9.9,icmp
4663526c-45b5-4619-b5de-0ae4671cac31,MU,1.1.1.1,icmp
974ec518-5e63-4cb2-bce8-997931674452,MU,8.8.8.8,icmp
fcd99cb8-3af5-4376-983d-c89a44e55aa8,MU,9.9.9.9,icmp
1fa0653c-812d-450f-b20f-7de810816d32,MW,1.1.1.1,icmp
595f60ca-fb17-49c3-b7d4-ef0e376427c6,MW,8.8.8.8,icmp
8c8742dc-0ad1-4831-97d4-f7839b3954b7,MW,9.9.9.9,icmp
fb5b7f74-abcf-4666-8949-18ab52d652e3,MZ,1.1.1.1,icmp
56550b98-74ea-4bef-bfd1-84e8bbd6ac75,MZ,8.8.8.8,icmp
71eb9af0-c3b3-4b10-8265-eeb209126ade,MZ,9.9.9.9,icmp
964fbb7d-3a0b-4007-957a-249d860ad008,RE,1.1.1.1,icmp
30e69b06-d6f5-4c76-8a84-6a4be2b57c0d,RE,8.8.8.8,icmp
0d65cffc-1b11-4f9d-bbb9-771080797f4e,RE,9.9.9.9,icmp
9d8ef6d3-175f-465a-a5cc-0ff3b926d4f3,RW,1.1.1.1,icmp
0283891a-1c84-4848-b105-9dde8d1ddff2,RW,8.8.8.8,icmp
1e70c512-4f6f-4218-ad07-498201f156e4,RW,9.9.9.9,icmp
cc8e5822-bd5b-4ede-8ea0-109c56177065,SC,1.1.1.1,icmp
c3d26f1c-fd53-4b9b-8b6d-b2d52abd76a8,SC,8.8.8.8,icmp
1a15b543-a4fe-4869-a8b9-b2862ad3c073,SC,9.9.9.9,icmp
cd90d1f9-568e-4135-b843-6a5c53e119a1,SO,1.1.1.1,icmp
1d104b99-3770-475a-9c6f-0d04de92fef1,SO,8.8.8.8,icmp
eda32f2d-b75c-46ad-be5e-971d2c9ca1a5,SO,9.9.9.9,icmp
8bb6bed4-c751-4011-ad86-fd8dfdf1e8ad,UG,1.1.1.1,icmp
3c61ae6a-d9ac-44b9-897d-dc7b7ea66d88,UG,8.8.8.8,icmp
b68dca7b-ee45-48e2-9275-29f5c6c70655,UG,9.9.9.9,icmp
1fd7b9e1-896d-45f5-a416-4e69bd684d82,LS,1.1.1.1,icmp
a0f046e1-25e4-4e7e-8edf-ed7a23abdce2,LS,8.8.8.8,icmp
296025b6-0664-41d0-a42d-af09fcc86bec,LS,9.9.9.9,icmp
f3dc477a-1792-436f-827d-bd1efb38ff14,NA,1.1.1.1,icmp
f0fd9476-dbed-41e3-8624-b653100ed5af,NA,8.8.8.8,icmp
72e1c53d-7437-4b57-bbb1-c9f95a0104fd,NA,9.9.9.9,icmp
11a0a08a-d924-4e8e-bcbd-607e934cc6ef,SZ,1.1.1.1,icmp
a05d7586-c319-47fb-b996-bd8ff9431f15,SZ,8.8.8.8,icmp
44d02c2e-511e-48b3-aa0a-f1ba2d0d6369,SZ,9.9.9.9,icmp
e9428032-b774-4498-8ca2-81ac27623a5d,ZA,1.1.1.1,icmp
4b255835-ae22-4cbe-b8e7-1f6047cafe2d,ZA,8.8.8.8,icmp
90fe027b-f8c5-4a56-b696-1a377c15e5d8,ZA,9.9.9.9,icmp
97701968-b4ae-4af4-8123-87204c3d9652,DZ,1.1.1.1,icmp
d6a6dda7-e8eb-4443-998f-cf73a7207927,DZ,8.8.8.8,icmp
6c9b0352-4b98-49d8-8b00-96033bbac2e1,DZ,9.9.9.9,icmp
e1bafe06-c5ea-4bd1-a17b-ff86098fa9b1,EH,1.1.1.1,icmp
c5a99b42-7c72-4ba6-b2d7-db0f1723ef31,EH,8.8.8.8,icmp
ba49fbc1-2e6d-4d84-a8d3-02dc19123ab6,EH,9.9.9.9,icmp
651ae795-4084-4dba-b88f-66fd21195a9b,LY,1.1.1.1,icmp
584eec31-8cf1-42f2-bbcf-433bef80fc24,LY,8.8.8.8,icmp
6e782fee-360d-44b3-a8c9-bcadfcb6603b,LY,9.9.9.9,icmp
ccff869d-715d-456c-a223-90fc0530fba6,BF,1.1.1.1,icmp
9ae68392-b9e6-4ac9-9a1f-8e2d3b763154,BF,8.8.8.8,icmp
10966916-8a7e-4982-bfa1-304a468806a6,BF,9.9.9.9,icmp
36df2431-7d3e-408b-ae2f-e569f15398d1,SH,1.1.1.1,icmp
177268f8-7ff7-4806-b6d4-6d7911b1bb7e,SH,8.8.8.8,icmp
4061441b-4531-46a0-b902-71abf3f65e93,SH,9.9.9.9,icmp
0517bd0c-8d8a-4600-8bec-e1eec2b7ef62,CD,1.1.1.1,icmp
be19ee4a-b6d0-4f78-846d-a738a4f8c352,CD,8.8.8.8,icmp
d98af6dc-8268-4c9f-8859-580a069e1e6f,CD,9.9.9.9,icmp
7f996bb1-c650-4e5d-bf75-123988d16dfb,TZ,1.1.1.1,icmp
8897c1fe-3e0d-4258-84b5-8825e518b0e9,TZ,8.8.8.8,icmp
5f5dfde9-9e57-4b16-b1f3-6bafee414df8,TZ,9.9.9.9,icmp
c1562cfa-3f8c-40ec-9b7c-e678e504aad8,YT,1.1.1.1,icmp
61470a7f-0794-4f2b-82b4-b0ac26f323c4,YT,8.8.8.8,icmp
6ddcff6b-8913-42fd-bd9b-a7699a9849b2,YT,9.9.9.9,icmp
23021d99-3d2b-49e0-85ba-10e4afeaddb7,ZM,1.1.1.1,icmp
3b342d59-030b-421d-9679-dec16b07edf1,ZM,8.8.8.8,icmp
3c67e866-c2d5-4c5b-87ec-d74f78283bd7,ZM,9.9.9.9,icmp
6310fe9d-bf42-4d9a-84f4-5a74c095ea46,ZW,1.1.1.1,icmp
3982b9c5-af26-4a9f-ab40-0ac2259241ed,ZW,8.8.8.8,icmp
cf5ebade-1ad0-4d64-8ef2-59b32fd2fb5c,ZW,9.9.9.9,icmp
