testid,cc,server
6c01eb32-ecb8-4f19-9346-400deb375b1f,GA,1.1.1.1
cf357dd2-b9e3-4b7a-a766-2e3cfc2a4598,GA,8.8.8.8
7c7ce5d7-fc35-4e00-acce-c581255f33b8,GA,9.9.9.9
2df20744-b45f-4218-8a5c-c170f9c4e758,GQ,1.1.1.1
625e6205-5fd3-4e34-9134-085fdd0be557,GQ,8.8.8.8
0e8cfc20-23c3-468d-8714-79e8ddb5f43a,GQ,9.9.9.9
72ab04dc-2585-4dac-bda7-baf9da735577,TD,1.1.1.1
335e0962-517a-466c-bc61-bcca729222ce,TD,8.8.8.8
209743d3-c9e3-4e5b-be16-2e37fbc11078,TD,9.9.9.9
d0538866-920f-4824-b3e8-76a48e17c1d4,BI,1.1.1.1
9004b6d0-1459-4d77-8a93-81b964c3401d,BI,8.8.8.8
4cc78276-52bf-4fd7-acb4-5db912f9ac72,BI,9.9.9.9
826ef19b-e644-46d5-b979-b644e64c9af1,DJ,1.1.1.1
fd4e2ddf-2664-46c4-bdbb-8b2bad0bcf02,DJ,8.8.8.8
21f1248e-12c0-4c92-9232-ba035d2f5f5f,DJ,9.9.9.9
72bffd25-a3c1-4163-b165-6441c4973e55,ER,1.1.1.1
d327ccef-2b81-41f2-b192-04b6dcdefa77,ER,8.8.8.8
d68a02c2-f3c0-4a1b-8eff-9fa645f9f4ae,ER,9.9.9.9
2067292d-6290-447b-af31-6a414a9cbd19,ET,1.1.1.1
a4e59ec6-1a55-467a-8b40-17c76ecd5a1a,ET,8.8.8.8
fce1c272-2552-4ddc-be2a-5d7d97dda91c,ET,9.9.9.9
5c3ec850-1224-472e-9dcb-3158ef882175,KM,1.1.1.1
ebf4555d-f2dd-43b6-b986-38cc01f7d16a,KM,8.8.8.8
3351e822-67f1-4bf4-bc64-be323d6a240f,KM,9.9.9.9
5c0baf3f-c834-43c0-8d8d-c29e453eac3e,BW,1.1.1.1
b79744a5-fbf9-437d-813b-b18903028a71,BW,8.8.8.8
58faaa5f-9408-4be2-961c-a11ee82396fa,BW,9.9.9.9
78452711-e4da-4543-b942-6a4a391bc06c,MA,1.1.1.1
a51678ca-fe7a-4bcf-a9c9-ef5aba530a79,MA,8.8.8.8
56e6129c-1f9f-4cc1-a456-aba3f7ba6cfa,MA,9.9.9.9
558afb5c-65de-48eb-9f38-6562902a297f,SD,1.1.1.1
398efcba-aa1a-483a-8c86-881e31e97ecf,SD,8.8.8.8
532e4394-8486-4fc3-9902-ec21e1d25dc9,SD,9.9.9.9
d6cd30db-aa85-46af-b828-d452ff038156,TN,1.1.1.1
7ac3f174-5024-4e74-93da-705e246d9fec,TN,8.8.8.8
b8784470-5e4b-4523-b195-855ad5f37933,TN,9.9.9.9
64affb3a-dea8-4737-af39-ab83c9f803c0,LR,1.1.1.1
ba228337-ce32-4845-8e1a-7637764859b9,LR,8.8.8.8
b07678ef-96a0-4d80-a66b-3afd9742543a,LR,9.9.9.9
cdfbc91d-5db6-4439-bcaa-833d892cebce,ML,1.1.1.1
0ca5637c-eddb-4959-a877-8dd4c07b7b71,ML,8.8.8.8
5782fbc5-7053-4d6e-a0ab-1a1b72183038,ML,9.9.9.9
6e54e988-7933-4ef8-af85-16824fce3015,MR,1.1.1.1
19d2cd5c-b966-4adb-973e-13696eef771f,MR,8.8.8.8
32c930cd-2ae0-4e10-8123-14df758d0dbc,MR,9.9.9.9
cf25d342-11ce-4a88-bb52-adceb37a1dcc,NE,1.1.1.1
5acbe66e-ac56-43e0-913f-ebd958cc3f89,NE,8.8.8.8
09be69ce-90ef-4089-8d14-4c03a6434923,NE,9.9.9.9
dcce4582-1c09-4432-9c9b-b00d454a4249,NG,1.1.1.1
de68ae68-b6d2-473a-a842-5b0764cb03f9,NG,8.8.8.8
f2289e6c-537d-4678-9f14-8dcb700dfa63,NG,9.9.9.9
da50dc59-8dec-4935-8985-50c0fc1fc0af,SL,1.1.1.1
fad4e766-0344-4627-b111-492c2988416c,SL,8.8.8.8
7b9c65f6-23cd-4fdd-b6a1-76593dae604e,SL,9.9.9.9
cf70cd94-1b63-48fa-b388-52b8a9904120,SN,1.1.1.1
b1c5dc7b-5da5-4ee7-b36c-598ad22c4a06,SN,8.8.8.8
8bd73583-bd44-43d2-afae-e6a7b8e713bc,SN,9.9.9.9
8e2146c5-f11d-4a7b-afbe-f8decb65751c,TG,1.1.1.1
3e4a9668-9c04-4fca-b98a-eac830d3f97b,TG,8.8.8.8
b24c428c-3639-469d-b31a-e5e7a04bedd8,TG,9.9.9.9
f2f0e3e2-84c4-4dcb-b172-38c9efa51c02,ST,1.1.1.1
d07c4c14-ed03-4474-a484-8e83e7862cfd,ST,8.8.8.8
cc286084-7532-460c-92e9-642a91b8b459,ST,9.9.9.9
68f9588e-7e1c-4fbb-9655-b00f0a036269,KE,1.1.1.1
f2b1fd3c-8ad8-4128-b910-f1fc5fd5c16a,KE,8.8.8.8
caafa458-548e-4757-b8d4-0b4b636b7315,KE,9.9.9.9
b4199c88-1ef5-4117-b6d7-950d4f27bb1f,MG,1.1.1.1
0c10dbfb-2848-484f-9d84-7ebf7cf2b8ee,MG,8.8.8.8
2a79b5ef-72ac-4a02-a256-1591821260d6,MG,9.9.9.9
b22e40e9-30f1-48f6-ac2b-cb96076f550e,MU,1.1.1.1
ae25a7cb-d2f4-45ee-8cdf-fb8463db9b5c,MU,8.8.8.8
a4305b22-7fba-4a40-b349-bf32f819cc27,MU,9.9.9.9
9b8ee391-9683-42e2-b2f8-94ef1790ab0d,MW,1.1.1.1
7f22837e-0c4a-4139-8ff5-7eb21fc1cf6e,MW,8.8.8.8
5216ab15-120f-472f-b330-dcaeda07adbc,MW,9.9.9.9
edf6fe86-1936-4ca7-aba2-379da21601bc,MZ,1.1.1.1
640db060-2a8b-4d10-97d9-9a17b2cf35e2,MZ,8.8.8.8
100e5d61-87b1-4c6a-8cb7-214099fa713b,MZ,9.9.9.9
743933a8-0143-4cc4-9b5d-8e9d6298542b,RE,1.1.1.1
a8dc675e-5bc4-440b-941b-64157738db76,RE,8.8.8.8
3b1faf1a-a791-46d9-8400-5a449dd8e102,RE,9.9.9.9
1ad9b427-b15e-4065-b475-57710c90ea34,RW,1.1.1.1
100d7c94-680f-4361-b0ed-424bdb015a20,RW,8.8.8.8
9e9947e1-8676-4fdf-9690-71e392bf5659,RW,9.9.9.9
5c48ed9a-2d04-4fd2-b050-f605ecfe5d1f,SC,1.1.1.1
c6e3528a-cd9e-47d8-b7b9-64baec3a6144,SC,8.8.8.8
201b4230-a9be-444b-84b5-960f83a7555a,SC,9.9.9.9
2f96850a-a94d-4442-aced-58a03322257a,SO,1.1.1.1
cd79be9e-05ed-4fe3-9ac9-5ef6020bcc47,SO,8.8.8.8
76e88aeb-5c63-487e-966c-9e2b7443f3d1,SO,9.9.9.9
019ef1ab-ddbe-4359-81ff-a4fe4fd28eb9,UG,1.1.1.1
b8ff6c06-05de-423f-9af2-5ae8739b3406,UG,8.8.8.8
92edee1b-8911-4c64-923f-b4f50e26f528,UG,9.9.9.9
55faaf60-4552-41de-8734-8090728da5b0,LS,1.1.1.1
e5603df1-392e-445e-8158-15788bcb37c4,LS,8.8.8.8
2ff1862f-ea6b-4fb3-9067-0afe0d3281b0,LS,9.9.9.9
ee7baf65-774d-4dbd-8b82-6cbd7b94d18c,NA,1.1.1.1
ec4aaf72-5891-40f3-aee6-c2678f9fc0c1,NA,8.8.8.8
da32fdf6-e1b6-424f-a4f8-c31ae6503834,NA,9.9.9.9
9378c756-215a-4bba-ae3d-20440f04dda2,SZ,1.1.1.1
977176ea-871a-45d8-82b3-03612cb8a3f0,SZ,8.8.8.8
4a100f86-5513-4c53-9b08-119ff7aaff27,SZ,9.9.9.9
89ce2dbc-71df-4ece-b6c3-20acdb548f86,ZA,1.1.1.1
e6af0caf-4dc5-4fa7-bbbb-7f32ce108237,ZA,8.8.8.8
b589b78f-0efb-43b6-922e-e069841bfdcc,ZA,9.9.9.9
5343b467-7421-4e02-9151-c1f138bed5a6,DZ,1.1.1.1
85bbad3c-10fa-430d-b423-7546d104cb91,DZ,8.8.8.8
6def6410-9c93-4ab3-afde-7c894ce0360a,DZ,9.9.9.9
4880bcea-0b04-451b-bc3b-cdc50b4d5b54,EH,1.1.1.1
32238d75-321f-4850-a60c-80f8d8c1357c,EH,8.8.8.8
556b55b1-6dce-4d55-ae69-a1866c360301,EH,9.9.9.9
24ed645c-fae3-4e8b-9d5e-24415debf7ef,LY,1.1.1.1
fa2ae764-a2b5-4e12-a283-ac3d62bf499e,LY,8.8.8.8
84a4e638-f3a9-4531-babc-d42e72793921,LY,9.9.9.9
303ab242-6160-4052-b423-aea84145130a,BF,1.1.1.1
3f3c9418-3f74-41b3-9f70-ab29db8b2673,BF,8.8.8.8
ffb5477c-6c6a-4d7f-97eb-8500268d4479,BF,9.9.9.9
16ad2164-8a87-4484-8544-11ec38d0eb00,SH,1.1.1.1
874f7c29-2bf5-4807-b04e-ea63d544e5a2,SH,8.8.8.8
85553c47-07c3-4092-8c65-2188c517f1c8,SH,9.9.9.9
47a2828d-cb6f-4a28-af18-ad471d20125f,CD,1.1.1.1
0a91c684-f10b-4f12-8a82-98746ec9c8c7,CD,8.8.8.8
ac78ff20-f301-475f-b073-25865b53d953,CD,9.9.9.9
4906f172-ee89-49ec-82d8-24cfe826e5b9,TZ,1.1.1.1
59136e65-fdd4-4285-ac13-29755880f5fb,TZ,8.8.8.8
e2266934-e452-43a2-bddb-423b680eb29c,TZ,9.9.9.9
96f57a38-99fa-4bd3-99d5-9b93ec5af8a2,YT,1.1.1.1
ae99e77c-e782-4e3e-867e-28f6f2ced21b,YT,8.8.8.8
4b06ac6a-1974-4ef8-aeab-204863fc170d,YT,9.9.9.9
a967b067-fd96-4761-8ba2-92e005ade932,ZM,1.1.1.1
64e87341-08c6-4406-86ad-8a8fa3bdeeb9,ZM,8.8.8.8
81fd33d8-2bc4-4b90-a7cb-2de3d1a79fed,ZM,9.9.9.9
13a4accb-5176-482f-92fb-f01cfd4319d3,ZW,1.1.1.1
f882f182-b595-4965-a7cb-214f5152795f,ZW,8.8.8.8
b07fff6a-3fc6-4b32-8ebf-a290c268d943,ZW,9.9.9.9
