testid,cc,server,ping_type
a041ff04-68da-45c6-9822-dd5e4f348ff8,CG,8.8.8.8,icmp
4bbb63f2-fc06-4aa4-b209-08e781006fb3,CG,9.9.9.9,icmp
97a9fe60-c933-43a4-8307-8c45bfa7782f,CM,1.1.1.1,icmp
c55fc451-805e-47a7-a24b-638fec514868,CM,8.8.8.8,icmp
1c87c207-617a-4480-88c8-02cd9ae45925,CM,9.9.9.9,icmp
a6d16853-abf1-4a2b-a593-a45a46b94a00,GA,1.1.1.1,icmp
32271a4e-da20-496d-aad1-ed43a3df500d,GA,8.8.8.8,icmp
0b858181-5b09-4a12-820b-03455b31ee61,GA,9.9.9.9,icmp
727d8c5d-45b3-4f13-b8db-29c29bc125e0,GQ,1.1.1.1,icmp
af148e32-c8c7-4b3e-abb1-8d184fe0c305,GQ,8.8.8.8,icmp
3f5dd99c-0f50-4fc0-9ee8-a67ae7663d43,GQ,9.9.9.9,icmp
c1e86e19-c162-4c01-84b2-7c654477ae5a,TD,1.1.1.1,icmp
1907a617-3129-4aca-8196-2ef2939264f3,TD,8.8.8.8,icmp
546bc0dc-cfff-4c9a-bdf6-b6d08bdcfebb,TD,9.9.9.9,icmp
e7400dc2-57ee-4834-bade-8f6f1440c2d3,BI,1.1.1.1,icmp
62825975-5b16-44cc-bb73-973914d822e6,BI,8.8.8.8,icmp
b105b9b0-4dd1-454a-b87a-f40dd604608c,BI,9.9.9.9,icmp
3e7d5f01-3b1c-48eb-9265-e715a2e8302f,DJ,1.1.1.1,icmp
6c965a30-b830-42a2-8a69-2610f6bca487,DJ,8.8.8.8,icmp
2d4c36df-3f2b-48ee-b03d-09ab69ba7b4d,DJ,9.9.9.9,icmp
ed5bdfa9-112f-4d38-a445-378c76359195,ER,1.1.1.1,icmp
d9467830-458d-4dcf-9f55-91c100b56190,ER,8.8.8.8,icmp
be9ac8c2-cef8-4acd-ae0f-88d7d8a97e34,ER,9.9.9.9,icmp
c8f63d55-4e89-4c45-8ad0-55e828629394,ET,1.1.1.1,icmp
3d8ba822-e14a-4319-85c5-b18820363bc4,ET,8.8.8.8,icmp
2fdeec76-3e04-43ca-a2ed-4adf8ac1bd2f,ET,9.9.9.9,icmp
2f487b3f-872c-4cc5-bd5e-81e84e4c3577,KM,1.1.1.1,icmp
e7e22e53-9e5a-4ea9-a7f9-2fc16ce7f5e0,KM,8.8.8.8,icmp
09c08747-f8af-4ff1-9986-dfc85a3c3ac4,KM,9.9.9.9,icmp
de725e53-6417-4acb-88c3-224df9cce38a,BW,1.1.1.1,icmp
383f60fa-65a4-488e-b7c4-8eeaea7d2179,BW,8.8.8.8,icmp
b131fec8-255a-4e08-af99-4a234d009bfd,BW,9.9.9.9,icmp
08c4f8c3-8351-477e-8625-a924b5bcbd20,MA,1.1.1.1,icmp
bcfaf5ef-1572-4c0c-97d3-f70e898d2f78,MA,8.8.8.8,icmp
21a9ca4c-ab52-4fd3-a723-7cd17cb37854,MA,9.9.9.9,icmp
fd30931a-12fb-4eb9-880a-04cef24d5eb1,SD,1.1.1.1,icmp
72862beb-215c-41ed-b27d-d4c050b536ce,SD,8.8.8.8,icmp
e40849ea-e0be-4f41-8ce2-19adf3d8ee6f,SD,9.9.9.9,icmp
401bef8f-64b2-4aa9-bc7c-b350a33da93e,TN,1.1.1.1,icmp
0a3c11f9-050f-44b4-855f-1dfbcfed83e9,TN,8.8.8.8,icmp
4a94be34-a872-4caf-ab1c-cf32a4e7ab90,TN,9.9.9.9,icmp
2b0f5018-9189-4308-b1a9-608f781663bf,LR,1.1.1.1,icmp
2a84f4b9-c90e-4da1-b187-4883e64b75e7,LR,8.8.8.8,icmp
e28fbb7e-065d-438d-9e87-f9887f9ad5d3,LR,9.9.9.9,icmp
8797dac3-bb26-447c-a639-3b713edda19b,ML,1.1.1.1,icmp
fe677c1a-cde2-4323-8291-0dca2a3f4282,ML,8.8.8.8,icmp
047e4fb1-2f1b-4148-a733-524cbf5764ad,ML,9.9.9.9,icmp
96d58f15-551f-47dd-a9dc-ed02dd712221,MR,1.1.1.1,icmp
75b17f2a-c584-45fb-96c4-8651b4e80e2e,MR,8.8.8.8,icmp
5ec8a79d-f123-4c8c-b4de-e3c3b719bd46,MR,9.9.9.9,icmp
d71d0a5f-b1d6-4820-b39d-d1ed77752ba9,NE,1.1.1.1,icmp
2727c1f5-4609-4034-a8c8-ff4588c7b29b,NE,8.8.8.8,icmp
6b32806d-2aca-4544-b2d4-240f4c5b2934,NE,9.9.9.9,icmp
df18ba5b-f166-42b0-8558-af2d1fc24d0a,NG,1.1.1.1,icmp
371f7890-69de-44e6-8490-038639ab0a6c,NG,8.8.8.8,icmp
5abc1ddf-939f-4f93-8174-2af4dea27d55,NG,9.9.9.9,icmp
a5ad4c9d-a3fe-40b4-9ce7-e97c9a1db395,SL,1.1.1.1,icmp
610f038b-cf56-4859-8b43-f20639bf174b,SL,8.8.8.8,icmp
ab83a7fc-a492-49c2-81c7-d1a0ffa55be4,SL,9.9.9.9,icmp
f2b939a8-5d66-449a-baf3-7d2fb269c044,SN,1.1.1.1,icmp
af168ac1-4afb-4e5d-8d39-b2fc1e269099,SN,8.8.8.8,icmp
38486895-2d69-44ac-9993-aa79a3a6a6e6,SN,9.9.9.9,icmp
8fe98976-46fd-4c1b-9a5a-ca6db50798dd,TG,1.1.1.1,icmp
ab00bce9-6171-41e4-8e3f-a5cf03cdf551,TG,8.8.8.8,icmp
afc7dd13-950f-405c-b5ec-5c631422b855,TG,9.9.9.9,icmp
5318bda1-fd27-47e0-b247-d5e409e7bf0a,ST,1.1.1.1,icmp
51795a80-5566-4b9d-8c4c-d198ae6ea0e9,ST,8.8.8.8,icmp
e8f67148-8638-4280-b614-6360fab0834c,ST,9.9.9.9,icmp
f44cca94-c373-45ab-9e66-00d6dfea434f,KE,1.1.1.1,icmp
351e7884-0d5e-4f19-a147-4338f003521a,KE,8.8.8.8,icmp
20682c2f-4b4a-4636-80a7-119d6c78a49a,KE,9.9.9.9,icmp
3edf3f1d-4fb1-465c-9769-2be9b6a272e2,MG,1.1.1.1,icmp
55ac3ade-f2f0-4bfa-8658-2b6886a34f38,MG,8.8.8.8,icmp
65531355-148e-4393-8d24-a326d34589f5,MG,9.9.9.9,icmp
a804dfc9-2f0c-47e3-bcb7-a4c0c497bb26,MU,1.1.1.1,icmp
81ba7e90-dce1-4980-8f94-40b1a6c3e09b,MU,8.8.8.8,icmp
aeb08084-db7b-4352-9806-c6154fe4577f,MU,9.9.9.9,icmp
d958089e-e783-4f13-8be1-aa31a3238a73,MW,1.1.1.1,icmp
24636b47-b193-4b4b-8469-7edc2c286f48,MW,8.8.8.8,icmp
6802321b-95e9-471c-8e3d-260277213ae9,MW,9.9.9.9,icmp
e0263a71-fc1c-408d-8787-b780d255ee5c,MZ,1.1.1.1,icmp
c00df300-940d-40f0-9db0-c63beaefc89a,MZ,8.8.8.8,icmp
f4f601da-2e24-418d-918d-cee1f2919ffa,MZ,9.9.9.9,icmp
466434d7-ad76-40dd-895f-628e4b11ec2d,RE,1.1.1.1,icmp
e90fef3f-5dd0-4b88-9907-1a75396787b9,RE,8.8.8.8,icmp
9a906927-c58e-4d31-92e8-84d5c892ec9a,RE,9.9.9.9,icmp
d3f341e4-180a-4e96-a3f9-83b8aed3af3c,RW,1.1.1.1,icmp
21a43534-6e12-4e3b-bb2d-37e681cb325c,RW,8.8.8.8,icmp
c7cf508d-70cb-4eef-ab8a-d09c59a76a01,RW,9.9.9.9,icmp
eb90d811-b596-4008-bf46-a5fd60925526,SC,1.1.1.1,icmp
c1cf1db7-47b1-41d9-83d4-7309d857d47e,SC,8.8.8.8,icmp
eae5c112-4d45-463c-9e90-aec44d14eed9,SC,9.9.9.9,icmp
3a2d5924-3e5d-4473-bcb7-e20d57ac3811,SO,1.1.1.1,icmp
1b599f21-3ffc-4321-98c9-0c9818ccb325,SO,8.8.8.8,icmp
dcf35f12-3463-4131-8eb9-99e08b3a0bfa,SO,9.9.9.9,icmp
8947c549-7773-4d3c-8a12-926b2feb46ca,UG,1.1.1.1,icmp
531b554f-73d7-4f4d-8d39-1cc4775aa96b,UG,8.8.8.8,icmp
9dd98086-4164-4995-abcf-458645c09c76,UG,9.9.9.9,icmp
32518107-bfde-421e-aef3-2c834d436a1a,LS,1.1.1.1,icmp
296414ac-5bcb-4197-b308-d8ba7a2d4b5c,LS,8.8.8.8,icmp
04db27c8-77b9-4706-b8e5-69c02084378b,LS,9.9.9.9,icmp
426f2a88-7901-430e-8e23-be3e58e4ccea,NA,1.1.1.1,icmp
0dfc4bad-e1df-4bde-ba10-7d1a353a3f7e,NA,8.8.8.8,icmp
39ec8fb6-a2b9-4421-9c73-1f9da2fb37e3,NA,9.9.9.9,icmp
9b71d745-e0a6-405b-b546-21e70a6b1e54,SZ,1.1.1.1,icmp
e40031a5-48da-4ad4-8980-4b327e0f1ca0,SZ,8.8.8.8,icmp
4273fffe-0592-479a-a567-b61cbc67ee02,SZ,9.9.9.9,icmp
ecd9806b-3d79-4ac0-a6d6-5c8257a332a4,ZA,1.1.1.1,icmp
5f676e55-6437-4dc8-90e4-1c1d79e2afc4,ZA,8.8.8.8,icmp
4b7816c1-3f8b-415e-b4f5-56851b4d110d,ZA,9.9.9.9,icmp
0c8f23ef-2fc7-43ce-9cc6-019eef7556d0,DZ,1.1.1.1,icmp
fd865878-0b04-4d63-bc56-77b3393271f9,DZ,8.8.8.8,icmp
a3d6fe8a-5da0-4d22-8c6f-16b31156bbd8,DZ,9.9.9.9,icmp
e84fb324-4f0f-492d-ba64-e791f0a47245,EH,1.1.1.1,icmp
8a646d8b-302d-4f11-aa3e-60e1b04b64ef,EH,8.8.8.8,icmp
cdee7a33-23a0-4e92-9932-18d480115f44,EH,9.9.9.9,icmp
80ecf928-27d0-4335-9352-6c262b5a060e,LY,1.1.1.1,icmp
02cdad05-d0bb-45f6-9716-14936cfcd549,LY,8.8.8.8,icmp
1a57dc56-94a9-401b-b52a-3a98ecd33a00,LY,9.9.9.9,icmp
33e1aacd-39cd-4ce8-81f2-63191acedbc4,BF,1.1.1.1,icmp
7f7930d5-2e78-4fe4-8436-9f6209611ebe,BF,8.8.8.8,icmp
80ddaedb-d646-4276-9841-5cdd8f367396,BF,9.9.9.9,icmp
d0e83e34-edf6-4ef4-85e9-8c0a20066270,SH,1.1.1.1,icmp
fa916fb8-59f5-493b-90eb-20a778f7ac5e,SH,8.8.8.8,icmp
b555343e-ac76-433d-b29d-4a209f3e5031,SH,9.9.9.9,icmp
13f4d259-1861-4914-99e3-83afb2a40886,CD,1.1.1.1,icmp
3ac63b7a-56f4-4b05-8d10-75329eff1334,CD,8.8.8.8,icmp
39d1622b-2f24-44ae-bfae-b1442ab08d97,CD,9.9.9.9,icmp
18aabb3a-16ed-404a-80a9-5bcdcf4cb65b,TZ,1.1.1.1,icmp
0ad7d65d-9e56-4101-a254-f2a9fa4ef5e9,TZ,8.8.8.8,icmp
c315d5ab-eaaf-4078-a4c8-e4418d758962,TZ,9.9.9.9,icmp
cb9c80a3-15fe-4d47-9ab7-ca331a73aa99,YT,1.1.1.1,icmp
6fe7d1c4-3559-437a-b38f-62302c2b74b4,YT,8.8.8.8,icmp
fdc2924c-32ae-45ec-986b-fb429d067f80,YT,9.9.9.9,icmp
0af539e4-3466-456f-867e-8e612713ec69,ZM,1.1.1.1,icmp
98da28ba-e4f8-4b41-b897-fe06497c8137,ZM,8.8.8.8,icmp
116fa1e2-d219-41d5-9c51-c580589d398d,ZM,9.9.9.9,icmp
95ec3c15-cf85-4ccf-8d66-7a08c6ef1f72,ZW,1.1.1.1,icmp
c92b77e9-9dd5-401f-a143-e486d82c8432,ZW,8.8.8.8,icmp
0529529e-2741-4a25-ab23-4aeaed258ba1,ZW,9.9.9.9,icmp
