testid,cc,server,ping_type
d18ed179-3e4d-4a9c-a268-b90daac5a2d5,LS,9.9.9.9,icmp
75664fbb-c351-47b0-bfa0-651e00ce886c,NA,1.1.1.1,icmp
b138b897-b49e-42a3-b40f-4d5208087340,NA,8.8.8.8,icmp
66e4bb88-0c5b-45a3-9b3f-0906a2419cc2,NA,9.9.9.9,icmp
97238e94-a099-4940-8111-5b882b8ef7da,SZ,1.1.1.1,icmp
a136b93b-8119-422a-b0de-ab484e5750e0,SZ,8.8.8.8,icmp
55825de1-0585-411e-8509-e1ef51e3968b,SZ,9.9.9.9,icmp
6385ff27-7b4f-44e4-b24b-c1b15133163c,ZA,1.1.1.1,icmp
2e95b385-de8a-41ae-868a-5356f1190731,ZA,8.8.8.8,icmp
396489f7-e813-4e3d-9d6c-4b84cf4e1dee,ZA,9.9.9.9,icmp
548d122f-7fcf-4263-ad94-52bab136aad0,DZ,1.1.1.1,icmp
313abbd3-aa12-43b8-8c17-d2bcf3a25f4a,DZ,8.8.8.8,icmp
4fa474f2-e5fa-4bc8-ad19-0fe88165366c,DZ,9.9.9.9,icmp
a41d2db0-c60b-472a-a8b1-426c8e9a4ebb,EH,1.1.1.1,icmp
b5d27574-227b-491f-b4c6-19ea9791787f,EH,8.8.8.8,icmp
af491cde-efe9-4075-9a85-890b11907a0b,EH,9.9.9.9,icmp
1d06e798-ca56-43d7-a7be-f37838291e55,LY,1.1.1.1,icmp
4a3ec0e9-a177-478d-b76b-946c58c02143,LY,8.8.8.8,icmp
46c3061f-5492-47e5-b491-39d9ea2dac9a,LY,9.9.9.9,icmp
2db5b59c-11cd-41b1-810f-d0b351287881,BF,1.1.1.1,icmp
57c728cb-51ac-4818-9ffb-3a68afde99e0,BF,8.8.8.8,icmp
4087ff09-1467-413b-9bd2-cf6aeaa8bb13,BF,9.9.9.9,icmp
162b39e5-96e0-4dae-85f7-072fbb3f46f8,SH,1.1.1.1,icmp
50874dcf-b81e-4a16-a71f-2a8515b73202,SH,8.8.8.8,icmp
e55f0aba-1774-4db8-be7e-47dba2b17346,SH,9.9.9.9,icmp
df56ceea-4d67-4326-93b3-9a2c65d5a856,CD,1.1.1.1,icmp
d54fc14b-f389-4540-8fb0-7b4a80775bff,CD,8.8.8.8,icmp
9f41a5c7-a8e3-4881-8e2f-20be400248d6,CD,9.9.9.9,icmp
78cdb454-8960-480c-8d74-46cb52d7fd05,TZ,1.1.1.1,icmp
3718d81d-7fec-4aec-b205-9a4df1be33ee,TZ,8.8.8.8,icmp
fc7bb66c-17bb-4b77-b939-db6f4c12a4c9,TZ,9.9.9.9,icmp
e41c2939-71d5-4da9-a161-1a726ade96e5,YT,1.1.1.1,icmp
0c9abf4c-1749-499f-a6ae-fabc08f82dbc,YT,8.8.8.8,icmp
a4082130-6355-4e94-9c3d-95e232c5d789,YT,9.9.9.9,icmp
42b5ee20-2255-4596-a835-b3f9681c8609,ZM,1.1.1.1,icmp
7a81a6c8-25a6-4132-b50b-2db47ba09cc9,ZM,8.8.8.8,icmp
2017d7e2-8ed3-4d6a-869d-44ea7af72bcb,ZM,9.9.9.9,icmp
bb63b129-e750-44a6-92f0-b4d7192f28fa,ZW,1.1.1.1,icmp
2195c151-dc5c-4aca-bc20-9d818238a24f,ZW,8.8.8.8,icmp
4d350d91-0ae3-4d6f-aa2b-6f7f5f09cecc,ZW,9.9.9.9,icmp
