testid,cc,server
c06e432a-1d64-4618-8adf-76a18b760a85,SH,1.1.1.1
aec63a3e-77f9-4369-9d21-b66d3c6c5150,SH,8.8.8.8
1e41b33c-fa6a-4223-b8b5-5d7c7db69c69,SH,9.9.9.9
3a651327-6a1b-44d4-947c-67bd7df0f0a2,CD,1.1.1.1
539a5419-24e2-4e06-93b7-98432e6d1b4c,CD,8.8.8.8
6ac2108c-d315-4bab-a2fc-c30d9318080f,CD,9.9.9.9
5ca1baae-8f3d-467f-abba-051fc32aa51f,TZ,1.1.1.1
2a185c74-eda8-4db3-98f1-03536c8db9e0,TZ,8.8.8.8
0039109c-2c23-4e89-a1e4-dce71dfaaff6,TZ,9.9.9.9
9b7bfa8b-8719-499c-9fc9-fc351deb93b2,YT,1.1.1.1
ff4e67d9-1f72-454d-a4a6-f836c87e53a5,YT,8.8.8.8
b6e59524-bd90-4fe3-8050-aa11cf9eb82c,YT,9.9.9.9
904cf836-4f2b-415a-b434-96ee71cef9ef,ZM,1.1.1.1
5100d36b-84c7-4097-8bad-14721d3be100,ZM,8.8.8.8
8c3b3999-efb8-4e29-ae3f-b1bb42e4e523,ZM,9.9.9.9
2b8701db-5b5d-429b-9bb3-273a99d18d94,ZW,1.1.1.1
c5e6159e-559e-4f69-bd5d-eb222a49544c,ZW,8.8.8.8
e8d75191-c5b2-4b8e-945d-8380b9275454,ZW,9.9.9.9
a9ef7c89-fed8-491d-bcef-1c9913cfb742,EG,1.1.1.1
82994cd1-f77a-4df8-a431-4365bf903dc7,EG,8.8.8.8
2c46b74a-9d05-42c8-83e5-eee3e04e7fff,EG,9.9.9.9
d9095fda-becb-43a4-bda3-0cc75257680d,BJ,1.1.1.1
49323016-2c64-4d20-a53d-21d8680e921c,BJ,8.8.8.8
4d3fd018-370a-4df9-87eb-c1468c3c2718,BJ,9.9.9.9
ae9cfaec-6799-40d6-b333-2441779791c8,CI,1.1.1.1
ad39ded2-0db9-4ecb-8356-222ab9db8e20,CI,8.8.8.8
1595037c-b09c-4b76-80b5-fa7e375a2d60,CI,9.9.9.9
36a510c1-efe7-41b7-aa26-c78f467d8ded,CV,1.1.1.1
776cdf6a-28a6-409a-8988-8dc75391ecb5,CV,8.8.8.8
330f1f41-ee4d-4b86-8a73-9cf296de626d,CV,9.9.9.9
25c63d2b-d0c9-4964-b8cb-02230cf63ad5,GH,1.1.1.1
a753e69f-21be-48e6-bc67-b16c6137b1a9,GH,8.8.8.8
8bdf9b57-dd64-4925-bf14-c43b16ce57ef,GH,9.9.9.9
3d623545-bc47-42f2-8f21-04d51ac2451e,GM,1.1.1.1
773951a2-89d7-408e-b33b-8232c643160d,GM,8.8.8.8
9ddf8a71-4d62-4b18-9a1b-ad00b34649eb,GM,9.9.9.9
9dcd3016-dbce-4ad6-a289-db6385a4793a,GN,1.1.1.1
c7510cb7-d418-4b6f-b408-b297591883ed,GN,8.8.8.8
d665ced2-84c4-4723-b360-89fc242979a5,GN,9.9.9.9
16c64bdb-5549-428e-9207-8d357d0a4d88,GW,1.1.1.1
86e9cdfd-c7a4-43dd-8567-621bfe7a1752,GW,8.8.8.8
57308dfe-b8c9-48d5-96e0-e8db11d7abc7,GW,9.9.9.9
e7961035-c7ff-42e0-b43d-0e2146a7b896,AO,1.1.1.1
9fa5fdf7-93c9-4e47-98ac-ddef60061ed1,AO,8.8.8.8
500a36b4-8ced-42ea-b8c3-5d323b1ee54d,AO,9.9.9.9
c4448018-6d76-4429-852b-f0e98f883237,CF,1.1.1.1
25ac010f-430d-49af-9493-86300e98bba6,CF,8.8.8.8
c7c4380d-033c-4f53-8040-4a08a824c3cd,CF,9.9.9.9
f5d8e006-cbb4-4748-8123-3f70a6caddf9,CG,1.1.1.1
3dac1283-5a42-46dd-abcb-af9089c29ded,CG,8.8.8.8
e8eeb92d-709d-46ac-96ca-f164928a605b,CG,9.9.9.9
8ab3bd36-94a0-4e45-afd5-0907b7e2f83f,CM,1.1.1.1
81961fdb-ecb4-4c66-a25c-a2c43bf3f839,CM,8.8.8.8
cc93cdd9-30a5-4f60-abc0-7ce839d5e901,CM,9.9.9.9
443dbe0f-3c14-44cc-9d64-9d6e4bc18ba3,GA,1.1.1.1
3c75aa8a-9cd1-4a83-8cb5-16013f593b2c,GA,8.8.8.8
0061883f-a816-4ab2-812a-f089863e2e1d,GA,9.9.9.9
2bd559e6-b3ff-4aa9-8881-ab3868b4e29c,GQ,1.1.1.1
e2bc83d2-1194-452a-a87e-f37a8bea6a69,GQ,8.8.8.8
1a3a666e-5775-4094-a044-f6b3a08318d5,GQ,9.9.9.9
d5e15a6b-450d-4d16-8924-1ab99361f4eb,TD,1.1.1.1
fd17c77a-f342-4366-8fee-d5ce37f3152d,TD,8.8.8.8
2346ecfb-6597-47bc-a85a-ce1689a5a659,TD,9.9.9.9
2a959459-bfd5-41f6-8932-140bee87d7a8,BI,1.1.1.1
e701808b-abb9-457d-8e44-634fbcb347de,BI,8.8.8.8
74e1c819-29ed-4eda-88e1-eb3bc7318b61,BI,9.9.9.9
902aa2ad-dd58-4a29-865e-3a1c6169b940,DJ,1.1.1.1
9ba772fa-8346-43d9-af62-3749f7abc755,DJ,8.8.8.8
b1bc9681-9cc8-4812-8b4f-00a0c022f84d,DJ,9.9.9.9
02beb9a2-8e64-468f-b087-0d432e72a77a,ER,1.1.1.1
117dcce9-e841-49c2-b967-98b622b92b56,ER,8.8.8.8
1f642645-861c-4356-ae13-8bc5e3cacd29,ER,9.9.9.9
60edb0bb-ecac-4859-9120-ff158634add9,ET,1.1.1.1
09b70efa-91e8-48d2-9a64-74b22b45876d,ET,8.8.8.8
add2526c-7bb9-4317-bb17-4b165c1252e1,ET,9.9.9.9
217a1703-fcc3-4b66-b0bc-32d74ff1273a,KM,1.1.1.1
1f94fb83-cdc7-4f46-9457-ea8f0c5e4f25,KM,8.8.8.8
2378c58d-2723-45a3-9ca0-c084d48c87d4,KM,9.9.9.9
cbb4265e-f766-4098-a57d-4dd7b304478f,BW,1.1.1.1
5d087378-5ff3-4d27-9c4f-637d72bd1075,BW,8.8.8.8
3379f97b-ef2f-4f72-96d7-ced34401de89,BW,9.9.9.9
648fc106-d9bf-4241-ab41-31ff8f238bad,MA,1.1.1.1
7efd0494-eb0d-4cdf-bdca-6447c1a7e1da,MA,8.8.8.8
c5062e7a-c333-43a9-a4b1-c7031d903fa5,MA,9.9.9.9
3e03c44c-4478-473a-8fcf-91f1ecae76bb,SD,1.1.1.1
4a0b2be0-5572-4dba-83e8-3278e13e1ffe,SD,8.8.8.8
eee7acf8-6e8e-40eb-9a1e-bf6cfcb91a72,SD,9.9.9.9
6c469cfc-9a10-4e9b-b455-e175b4d98dba,TN,1.1.1.1
7868124e-8870-4017-9650-4d8036e0671d,TN,8.8.8.8
380add4a-f4ab-47a2-8b27-730622154405,TN,9.9.9.9
7a8f62e4-2df9-4751-8466-a59b90efa8d0,LR,1.1.1.1
99d02811-e3b3-4513-85fb-a4ee4e03cdf7,LR,8.8.8.8
e590d196-62c5-4b34-b333-a716967531aa,LR,9.9.9.9
24e9e6c8-c746-4b40-ab79-343ad051bc56,ML,1.1.1.1
b8310021-ef23-40f7-b717-7dfd6c368050,ML,8.8.8.8
a988546a-c54d-42e1-b22d-dfcd3a2a889b,ML,9.9.9.9
83a57704-717c-4a08-87c3-25723af7e9af,MR,1.1.1.1
fd14df75-c63e-442d-82ea-a361a60c4043,MR,8.8.8.8
9bf99bd5-22d3-4a35-961a-855d50d8b0d8,MR,9.9.9.9
8efa6485-e073-44be-98e7-399cbd7ed600,NE,1.1.1.1
f2b2c46e-bb4e-4dc1-87fb-241eb934f096,NE,8.8.8.8
e59465b5-bf99-47d2-8f78-a4d22ca02d54,NE,9.9.9.9
8981ddad-168c-495c-9914-b7f9cf80b56a,NG,1.1.1.1
8d0dddac-c0bd-4178-ab73-6ee51ba18931,NG,8.8.8.8
18578816-f9c7-4982-8d95-ce5ec2147bcd,NG,9.9.9.9
8e97db68-9d5a-4e71-934d-22174d0bdbfc,SL,1.1.1.1
b989218e-fae6-48b6-8c1d-5583df4f3301,SL,8.8.8.8
944c8ac6-fbb5-40b0-b81d-4f3d357950e9,SL,9.9.9.9
c24b9527-830d-411b-923c-ed95c42ad538,SN,1.1.1.1
2cb0e38c-4056-44cb-b63c-1368ec0bcefd,SN,8.8.8.8
b0e781b6-8b1a-43dd-b387-be36d28595f0,SN,9.9.9.9
2280f521-c42a-41bb-8893-2807467312c0,TG,1.1.1.1
8bb44cfc-fef8-4f37-80f1-37c20291eb34,TG,8.8.8.8
f2825207-0789-4d2c-bfc4-6a596325fc2a,TG,9.9.9.9
23a9991f-a17c-4c01-973a-c7d39efa84bb,ST,1.1.1.1
edf6fdec-013e-4d03-af15-b7879588c2e1,ST,8.8.8.8
b7e65614-eef9-4b8e-b4cf-4928edb2c63c,ST,9.9.9.9
9dd246ea-ec10-4f21-84ca-4fd03bbee348,KE,1.1.1.1
53eaa498-403d-4721-a752-2d15f7644cd7,KE,8.8.8.8
09e45dbf-f281-47a6-8bc5-df24cfb2c053,KE,9.9.9.9
6074d8c0-ea10-44bf-8b7d-39c0c0e55fdf,MG,1.1.1.1
dd283506-1003-4ec3-8098-67235def07e4,MG,8.8.8.8
d3e5d1f9-9585-462b-a645-df3c7aea5df5,MG,9.9.9.9
5797371e-8a87-4ee9-81be-bd8166bec10f,MU,1.1.1.1
1137e65e-5942-42de-afec-669cddf59d3b,MU,8.8.8.8
a4dfcbe2-26fa-4185-8d1c-4b3233726b3b,MU,9.9.9.9
8f568de3-05a4-4014-92b0-51f5470b3f98,MW,1.1.1.1
4e19bd8b-bc10-41f3-b65b-724226b03a74,MW,8.8.8.8
30e89d90-1bdc-4b5a-bc09-755e4ae95315,MW,9.9.9.9
334b4c9f-0ac4-4147-9c8a-7a8df84a9bb0,MZ,1.1.1.1
fbde5781-9ee8-4a8b-86bc-84eb91683af7,MZ,8.8.8.8
2a114e62-8ffe-4461-a146-f541e5e73d18,MZ,9.9.9.9
fa300fb0-ba01-41d3-9980-b9e1b90985c5,RE,1.1.1.1
31a0c2fc-7e9d-423a-9ff6-3835f79d3553,RE,8.8.8.8
0c7fc8f7-70de-4318-a4ce-e101dc8558be,RE,9.9.9.9
d611e88f-bb6c-4413-990a-e3f60cc93b85,RW,1.1.1.1
ffd75e55-5e0b-4fc3-a621-0d77b530a15f,RW,8.8.8.8
79d6bfba-5387-4412-8c52-964fb58b1c0a,RW,9.9.9.9
df0178ea-edc2-4e43-8c0c-7dec5d7826c7,SC,1.1.1.1
fb8f01b8-0fec-4b3e-b86b-59b3a4bfb60b,SC,8.8.8.8
d1434258-f487-424b-9c31-41473e6d379f,SC,9.9.9.9
98a1b94f-3c59-4428-b7a5-fe4ffc6eb620,SO,1.1.1.1
0fc6f960-a9aa-4d2c-905a-a28793bfa726,SO,8.8.8.8
aeb765ce-25e1-4724-928e-42564d6112bf,SO,9.9.9.9
fa851454-8050-4d71-a5e1-b3a1e3a9c77b,UG,1.1.1.1
6c7eb7e8-b75e-4f97-a901-2f15797171ef,UG,8.8.8.8
fb2c0d4d-7cd6-4dfa-9ff3-e8bde130cbf8,UG,9.9.9.9
23f13b19-953e-4387-b813-0247e4ef59ab,LS,1.1.1.1
bca1a3ef-faf1-4699-a0f8-c93917574c11,LS,8.8.8.8
6af7813c-56e7-4521-ac6e-9419fe1c3c57,LS,9.9.9.9
b1d2387c-90f6-49bd-9071-b7fddceed60f,NA,1.1.1.1
918a9428-89f4-427d-a7e6-4cfb13302010,NA,8.8.8.8
122feaa1-2ec3-4f0a-b7e6-08b141b35fe8,NA,9.9.9.9
f1fbb3f9-3f92-4434-9886-51a50f5bb745,SZ,1.1.1.1
c97534ea-333b-480e-9849-b93e3b0f88a1,SZ,8.8.8.8
30cf4084-c16e-4dc6-871a-9b39e8258bcc,SZ,9.9.9.9
feaa6652-86c4-44ae-be83-27ebf7c54629,ZA,1.1.1.1
bad4250a-574a-4c5a-8efe-cd5cc4d93ef8,ZA,8.8.8.8
6ac94f8e-2990-4927-8bd3-8f107d77c455,ZA,9.9.9.9
810cebd0-fc08-4c80-b49b-d752d5906377,DZ,1.1.1.1
a1f8adee-0970-4c33-a325-0c9ea86542a8,DZ,8.8.8.8
f09c27a0-275d-47f7-bbdd-60d8202f344e,DZ,9.9.9.9
bf87abbe-90a0-4511-bc62-58d3ff600f2f,EH,1.1.1.1
8281bc33-06c6-45d7-be03-bfb1f60918bd,EH,8.8.8.8
8c2fe0c6-09ec-4cc0-a42b-2042d18a8127,EH,9.9.9.9
ff5c7699-d7f7-466c-8d13-b0cc82321f5c,LY,1.1.1.1
da523de1-71dd-4f06-b105-fbc2ea13a9e6,LY,8.8.8.8
fd977ae8-e2a5-42fd-96cb-e93e3d3ed7f7,LY,9.9.9.9
2cc62ffc-83b2-4ab9-9dfb-a39edc52d515,BF,1.1.1.1
15d20d99-1a49-44d0-8a8b-57a7e761da08,BF,8.8.8.8
a1974b8c-6a10-42ca-9164-098c1f1682c0,BF,9.9.9.9
145144e7-4e1b-4724-abec-20a9598ad9a6,SH,1.1.1.1
ce4ce14d-355a-4985-8047-d3df44841aad,SH,8.8.8.8
591b7aba-36e4-4cf0-9ee5-19c336ca934a,SH,9.9.9.9
82d17a7b-4899-4ad0-bd54-a1f8987a6de1,CD,1.1.1.1
95f5919d-b0a1-4ae6-aced-38d06520344e,CD,8.8.8.8
033c0cb4-7052-4817-a839-1a53a84eae58,CD,9.9.9.9
44ef20f5-11c0-4fd2-bcca-7adedfc18796,TZ,1.1.1.1
4a50dd3f-ec44-48a4-9ed7-42e4433e5d0d,TZ,8.8.8.8
707d6dfa-a167-4744-80d8-1662ffa57316,TZ,9.9.9.9
36dc3221-9efa-4882-a4a8-9b3c87553bd9,YT,1.1.1.1
08a5b491-2249-4a99-8dc2-8823bb285804,YT,8.8.8.8
8a966bab-db4b-48d6-87ce-89d58e065af6,YT,9.9.9.9
6a5113f5-3059-4b54-bbe8-d471a7baeec9,ZM,1.1.1.1
ef63e842-b55b-4fce-b0f2-0e7bc328bee7,ZM,8.8.8.8
a5551b6d-2b38-49b3-92a6-dff45e35cc7b,ZM,9.9.9.9
c3a816e0-7303-4fff-a854-90dca89a429d,ZW,1.1.1.1
84d41fa8-45e7-4b23-8734-43325e1282ef,ZW,8.8.8.8
d4759d4a-c81c-48a3-8ed6-08df756b2677,ZW,9.9.9.9
